ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,26905,107620,0.11,0.68,173408256,173.41,1611.30,37.02
2,Conv,212970,851880,0.85,5.38,3699376128,3699.38,4342.60,99.78
3,MaxPool,37957,151828,0.15,0.96,0,0,0,0
4,Conv,106851,427404,0.43,2.70,1849688064,1849.69,4327.73,99.44
5,Conv,213377,853508,0.85,5.39,3699376128,3699.38,4334.32,99.59
6,MaxPool,15908,63632,0.06,0.40,0,0,0,0
7,Conv,107664,430656,0.43,2.72,1849688064,1849.69,4295.05,98.69
8,Conv,215003,860012,0.86,5.44,3699376128,3699.38,4301.54,98.84
9,Conv,215003,860012,0.86,5.44,3699376128,3699.38,4301.54,98.84
10,MaxPool,7698,30792,0.03,0.19,0,0,0,0
11,Conv,117422,469688,0.47,2.97,1849688064,1849.69,3938.12,90.49
12,Conv,234520,938080,0.94,5.93,3699376128,3699.38,3943.56,90.61
13,Conv,234519,938076,0.94,5.93,3699376128,3699.38,3943.58,90.62
14,MaxPool,4556,18224,0.02,0.12,0,0,0,0
15,Conv,78390,313560,0.31,1.98,924844032,924.84,2949.50,67.77
16,Conv,78390,313560,0.31,1.98,924844032,924.84,2949.50,67.77
17,Conv,78390,313560,0.31,1.98,924844032,924.84,2949.50,67.77
18,MaxPool,1224,4896,0.00,0.03,0,0,0,0
19,Fc,1634940,6539760,6.54,41.33,205520896,205.52,31.43,98.21
20,Fc,267079,1068316,1.07,6.75,33554432,33.55,31.41,98.15
21,Fc,66897,267588,0.27,1.69,8192000,8.19,30.61,95.67
