ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,54636,218544,0.22,5.26,236027904,236.03,1080.00,37.22
2,MaxPool,14284,57136,0.06,1.38,0,0,0,0
3,Conv,9147,36588,0.04,0.88,102760448,102.76,2808.58,96.80
4,Conv,2479,9916,0.01,0.24,25690112,25.69,2590.77,89.30
5,Conv,20306,81224,0.08,1.96,231211008,231.21,2846.58,98.11
6,Conv,9147,36588,0.04,0.88,102760448,102.76,2808.58,96.80
7,Add,12578,50312,0.05,1.21,0,0,0,0
8,Conv,9147,36588,0.04,0.88,102760448,102.76,2808.58,96.80
9,Conv,20310,81240,0.08,1.96,231211008,231.21,2846.02,98.09
10,Conv,9147,36588,0.04,0.88,102760448,102.76,2808.58,96.80
11,Add,12578,50312,0.05,1.21,0,0,0,0
12,Conv,9148,36592,0.04,0.88,102760448,102.76,2808.28,96.79
13,Conv,20310,81240,0.08,1.96,231211008,231.21,2846.02,98.09
14,Conv,9217,36868,0.04,0.89,102760448,102.76,2787.25,96.07
15,Add,12578,50312,0.05,1.21,0,0,0,0
16,Conv,19351,77404,0.08,1.86,205520896,205.52,2655.17,91.52
17,Conv,6955,27820,0.03,0.67,51380224,51.38,1846.88,63.66
18,Conv,22070,88280,0.09,2.13,231211008,231.21,2619.06,90.27
19,Conv,9922,39688,0.04,0.96,102760448,102.76,2589.21,89.24
20,Add,6306,25224,0.03,0.61,0,0,0,0
21,Conv,9916,39664,0.04,0.95,102760448,102.76,2590.77,89.30
22,Conv,22070,88280,0.09,2.13,231211008,231.21,2619.06,90.27
23,Conv,9969,39876,0.04,0.96,102760448,102.76,2577.00,88.82
24,Add,6306,25224,0.03,0.61,0,0,0,0
25,Conv,9950,39800,0.04,0.96,102760448,102.76,2581.92,88.99
26,Conv,22084,88336,0.09,2.13,231211008,231.21,2617.40,90.21
27,Conv,9915,39660,0.04,0.95,102760448,102.76,2591.03,89.30
28,Add,6306,25224,0.03,0.61,0,0,0,0
29,Conv,9951,39804,0.04,0.96,102760448,102.76,2581.66,88.98
30,Conv,22074,88296,0.09,2.13,231211008,231.21,2618.59,90.25
31,Conv,9990,39960,0.04,0.96,102760448,102.76,2571.58,88.63
32,Add,6306,25224,0.03,0.61,0,0,0,0
33,Conv,23987,95948,0.10,2.31,205520896,205.52,2142.00,73.83
34,Conv,6643,26572,0.03,0.64,51380224,51.38,1933.62,66.65
35,Conv,26288,105152,0.11,2.53,231211008,231.21,2198.83,75.79
36,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
37,Add,3362,13448,0.01,0.32,0,0,0,0
38,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
39,Conv,26287,105148,0.11,2.53,231211008,231.21,2198.91,75.79
40,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
41,Add,3362,13448,0.01,0.32,0,0,0,0
42,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
43,Conv,26288,105152,0.11,2.53,231211008,231.21,2198.83,75.79
44,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
45,Add,3362,13448,0.01,0.32,0,0,0,0
46,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
47,Conv,26287,105148,0.11,2.53,231211008,231.21,2198.91,75.79
48,Conv,13059,52236,0.05,1.26,102760448,102.76,1967.23,67.80
49,Add,3362,13448,0.01,0.32,0,0,0,0
50,Conv,13055,52220,0.05,1.26,102760448,102.76,1967.84,67.83
51,Conv,26287,105148,0.11,2.53,231211008,231.21,2198.91,75.79
52,Conv,13132,52528,0.05,1.26,102760448,102.76,1956.30,67.43
53,Add,3362,13448,0.01,0.32,0,0,0,0
54,Conv,13060,52240,0.05,1.26,102760448,102.76,1967.08,67.80
55,Conv,26288,105152,0.11,2.53,231211008,231.21,2198.83,75.79
56,Conv,13055,52220,0.05,1.26,102760448,102.76,1967.84,67.83
57,Add,3362,13448,0.01,0.32,0,0,0,0
58,Conv,24202,96808,0.10,2.33,205520896,205.52,2122.97,73.17
59,Conv,6854,27416,0.03,0.66,51380224,51.38,1874.10,64.59
60,Conv,26287,105148,0.11,2.53,231211008,231.21,2198.91,75.79
61,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
62,Add,2082,8328,0.01,0.20,0,0,0,0
63,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
64,Conv,26288,105152,0.11,2.53,231211008,231.21,2198.83,75.79
65,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
66,Add,2082,8328,0.01,0.20,0,0,0,0
67,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
68,Conv,26287,105148,0.11,2.53,231211008,231.21,2198.91,75.79
69,Conv,11831,47324,0.05,1.14,102760448,102.76,2171.42,74.84
70,Add,2082,8328,0.01,0.20,0,0,0,0
71,AveragePool,50348,201392,0.20,4.85,0,0,0,0
72,Fc,33531,134124,0.13,3.23,4096000,4.10,30.54,95.43
