round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,95593,30753,13045639,39720,52318,13264023
2,48159,30534,13078347,67064,75601,13299705
3,85473,61322,13085738,66825,77441,13376799
4,91577,64365,13047615,8488,24335,13236380
5,101530,62765,13090734,80534,78080,13413643
6,93922,58955,13120263,112370,137870,13523380
7,166451,117842,13128251,128582,177145,13718271
8,150831,91179,13096057,115434,125819,13579320
9,182645,94127,13105936,26416,119750,13528874
10,173621,51567,13129026,120819,176491,13651524
11,189199,122518,13125654,116251,158321,13711943
12,286585,59850,13120635,97342,136114,13700526
13,198932,134038,13083132,112750,93512,13622364
14,140480,81824,13101014,26786,69999,13420103
15,149497,98685,13099917,26949,71260,13446308
16,148425,135769,13119862,114154,146694,13664904
17,148770,58523,13114871,101904,134424,13558492
18,201307,135163,13129273,135825,51988,13653556
19,93869,45044,13119584,32399,118967,13409863
20,158670,109587,13119675,26004,70441,13484377
21,145256,96583,13090464,25978,72388,13430669
22,145654,52239,13119406,105540,153840,13576679
23,199074,132931,13130802,114882,176473,13754162
24,197053,59835,13092141,33292,139038,13521359
25,120047,84068,13088903,26902,108300,13428220
26,153139,51966,13128269,116842,152899,13603115
27,200778,58867,13132315,120067,148875,13660902
28,161537,147579,13127360,99725,137947,13674148
29,172698,90791,13086423,95531,130920,13576363
30,161532,97076,13106586,27176,148080,13540450
31,153890,97237,13102260,27314,74952,13455653
32,150904,50649,13132455,27005,75919,13436932
33,184848,46897,13112453,104250,133770,13582218
34,215049,59045,13077928,24910,68975,13445907
35,181690,124258,13108657,48533,126950,13590088
36,110845,50752,13105264,25909,71211,13363981
37,142960,103234,13083261,20565,105654,13455674
38,136941,42241,13128009,91687,133631,13532509
39,123482,88971,13125247,19430,54674,13411804
40,122261,78639,13102521,93283,123246,13519950
41,149745,80938,13045145,9241,51283,13336352
42,126240,79960,13075734,6741,40131,13328806
43,75863,36918,13085431,7080,39811,13245103
44,134418,38691,13089490,7278,42932,13312809
45,137074,80565,13079996,7609,44565,13349809
46,79461,37801,13070836,6606,42198,13236902
47,124488,82396,13067942,8451,50714,13333991
48,96966,43591,13079578,6860,39986,13266981
49,140133,99287,13080018,7243,42882,13369563
50,146150,95989,13048804,7849,43849,13342641
