ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,50451,201804,0.20,1.55,173408256,173.41,859.29,14.81
2,Conv,319054,1276216,1.28,9.81,3699376128,3699.38,2898.71,49.95
3,MaxPool,44260,177040,0.18,1.36,0,0,0,0
4,Conv,79980,319920,0.32,2.46,1849688064,1849.69,5781.72,99.64
5,Conv,159671,638684,0.64,4.91,3699376128,3699.38,5792.19,99.82
6,MaxPool,17458,69832,0.07,0.54,0,0,0,0
7,Conv,79980,319920,0.32,2.46,1849688064,1849.69,5781.72,99.64
8,Conv,159671,638684,0.64,4.91,3699376128,3699.38,5792.19,99.82
9,MaxPool,8180,32720,0.03,0.25,0,0,0,0
10,Conv,84859,339436,0.34,2.61,1849688064,1849.69,5449.30,93.91
11,Conv,169430,677720,0.68,5.21,3699376128,3699.38,5458.56,94.07
12,MaxPool,4651,18604,0.02,0.14,0,0,0,0
13,Conv,52332,209328,0.21,1.61,924844032,924.84,4418.16,76.14
14,Conv,52332,209328,0.21,1.61,924844032,924.84,4418.16,76.14
15,MaxPool,1190,4760,0.00,0.04,0,0,0,0
16,Fc,1634916,6539664,6.54,50.27,205520896,205.52,31.43,98.21
17,Fc,267077,1068308,1.07,8.21,33554432,33.55,31.41,98.15
18,Fc,66888,267552,0.27,2.06,8192000,8.19,30.62,95.68
