round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,95507,59105,13726299,6256,23882,13911049
2,77302,31066,13780471,67525,73922,14030286
3,113642,68436,13781635,64698,81371,14109782
4,209047,37614,13750644,9869,15209,14022383
5,99053,67230,13836312,3476,15355,14021426
6,84828,69913,13837701,3108,16149,14011699
7,85068,62004,13826533,4075,18155,13995835
8,86589,65663,13749827,5738,20278,13928095
9,99192,60796,13747940,5342,27463,13940733
10,105290,39481,13777869,6774,35224,13964638
11,134051,106316,13784216,9101,52594,14086278
12,118249,58369,13777907,9011,51827,14015363
13,112238,53470,13754858,8567,49326,13978459
14,167108,63616,13796843,9109,50808,14087484
15,113321,54390,13786681,31821,127876,14114089
16,195181,119705,13835084,110067,148390,14408427
17,151564,50549,13826983,136040,166650,14331786
18,187691,117580,13846450,120736,147829,14420286
19,212764,137338,13815505,97789,136583,14399979
20,171928,84183,13781755,51638,125732,14215236
21,181337,118444,13825519,130941,168061,14424302
22,183588,46125,13830787,132185,142700,14335385
23,200572,121250,13751811,29327,78510,14181470
24,198887,122124,13810133,79377,117789,14328310
25,273719,97815,13832368,122401,174133,14500436
26,208504,132864,13832132,145617,148467,14467584
27,163302,45581,13791203,27214,71835,14099135
28,165773,46822,13760243,11403,67301,14051542
29,122562,48186,13782475,8904,51228,14013355
30,112703,55944,13788678,9127,52208,14018660
31,95000,40783,13783871,8969,52024,13980647
32,114483,54558,13780500,9181,53145,14011867
33,99250,40516,13768594,7395,70387,13986142
34,187398,93278,13797054,34853,73791,14186374
35,174143,93135,13834290,118720,169639,14389927
36,197258,82355,13826857,113389,136754,14356613
37,144627,80419,13790945,63446,107761,14187198
38,125331,49105,13823854,131785,142978,14273053
39,156575,139984,13781321,64794,80780,14223454
40,69077,76717,13726735,6015,15077,13893621
41,51626,31582,13754457,39266,53898,13930829
42,94072,31282,13752870,48561,51152,13977937
43,88106,59731,13724903,7823,57537,13938100
44,105167,61622,13756572,9949,59379,13992689
45,80372,33548,13817366,70317,95297,14096900
46,102772,35610,13835452,112296,88606,14174736
47,112006,115527,13793927,25028,55409,14101897
48,114492,133923,13819843,94825,131045,14294128
49,160786,142198,13806771,137069,164856,14411680
50,149490,80367,13836743,120325,159990,14346915
