OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,1,1,1,1,1,1,sta,26906
64,8,224,224,3,3,1,1,1,1,1,1,dyn,26905
64,64,224,224,3,3,1,1,1,1,1,1,sta,212970
64,64,224,224,3,3,1,1,1,1,1,1,dyn,213143
128,64,112,112,3,3,1,1,1,1,1,1,sta,106851
128,64,112,112,3,3,1,1,1,1,1,1,dyn,107107
128,128,112,112,3,3,1,1,1,1,1,1,sta,213377
128,128,112,112,3,3,1,1,1,1,1,1,dyn,214002
256,128,56,56,3,3,1,1,1,1,1,1,sta,107664
256,128,56,56,3,3,1,1,1,1,1,1,dyn,109005
256,256,56,56,3,3,1,1,1,1,1,1,sta,215003
256,256,56,56,3,3,1,1,1,1,1,1,dyn,217795
512,256,28,28,3,3,1,1,1,1,1,1,sta,117422
512,256,28,28,3,3,1,1,1,1,1,1,dyn,123102
512,512,28,28,3,3,1,1,1,1,1,1,sta,234519
512,512,28,28,3,3,1,1,1,1,1,1,dyn,245942
512,512,14,14,3,3,1,1,1,1,1,1,sta,78390
512,512,14,14,3,3,1,1,1,1,1,1,dyn,89807
512,512,14,14,3,3,1,1,1,1,1,1,sta,78389
512,512,14,14,3,3,1,1,1,1,1,1,dyn,89875
