Name,Type,OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD
/features/stage2/unit1/branches/branch1/conv_list/conv1/conv/Conv_quant,Conv,384,384,35,35,3,3,2,2,0,0,0,0
/features/stage2/unit1/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,192,384,35,35,1,1,1,1,0,0,0,0
/features/stage2/unit1/branches/branch3/pool/MaxPool,MaxPool,384,384,35,35,3,3,2,2,0,0,0,0
/features/stage2/unit1/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,224,192,35,35,3,3,1,1,1,1,1,1
/features/stage2/unit1/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,256,224,35,35,3,3,2,2,0,0,0,0
/features/stage2/unit2/branches/branch1/conv/conv/Conv_quant,Conv,384,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit2/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit2/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit2/branches/branch4/pool/AveragePool_quant,AveragePool,1024,1024,17,17,3,3,1,1,1,1,1,1
/features/stage2/unit2/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit2/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit2/branches/branch4/conv/conv/Conv_quant,Conv,128,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit2/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,256,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit2/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit2/branches/branch3/conv_list/conv4/conv/Conv_quant,Conv,224,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit2/branches/branch3/conv_list/conv5/conv/Conv_quant,Conv,256,224,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit3/branches/branch1/conv/conv/Conv_quant,Conv,384,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit3/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit3/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit3/branches/branch4/pool/AveragePool_quant,AveragePool,1024,1024,17,17,3,3,1,1,1,1,1,1
/features/stage2/unit3/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit3/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit3/branches/branch4/conv/conv/Conv_quant,Conv,128,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit3/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,256,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit3/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit3/branches/branch3/conv_list/conv4/conv/Conv_quant,Conv,224,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit3/branches/branch3/conv_list/conv5/conv/Conv_quant,Conv,256,224,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit4/branches/branch1/conv/conv/Conv_quant,Conv,384,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit4/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit4/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit4/branches/branch4/pool/AveragePool_quant,AveragePool,1024,1024,17,17,3,3,1,1,1,1,1,1
/features/stage2/unit4/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit4/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit4/branches/branch4/conv/conv/Conv_quant,Conv,128,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit4/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,256,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit4/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit4/branches/branch3/conv_list/conv4/conv/Conv_quant,Conv,224,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit4/branches/branch3/conv_list/conv5/conv/Conv_quant,Conv,256,224,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit5/branches/branch1/conv/conv/Conv_quant,Conv,384,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit5/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit5/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit5/branches/branch4/pool/AveragePool_quant,AveragePool,1024,1024,17,17,3,3,1,1,1,1,1,1
/features/stage2/unit5/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit5/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit5/branches/branch4/conv/conv/Conv_quant,Conv,128,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit5/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,256,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit5/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit5/branches/branch3/conv_list/conv4/conv/Conv_quant,Conv,224,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit5/branches/branch3/conv_list/conv5/conv/Conv_quant,Conv,256,224,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit6/branches/branch1/conv/conv/Conv_quant,Conv,384,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit6/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit6/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit6/branches/branch4/pool/AveragePool_quant,AveragePool,1024,1024,17,17,3,3,1,1,1,1,1,1
/features/stage2/unit6/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit6/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit6/branches/branch4/conv/conv/Conv_quant,Conv,128,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit6/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,256,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit6/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit6/branches/branch3/conv_list/conv4/conv/Conv_quant,Conv,224,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit6/branches/branch3/conv_list/conv5/conv/Conv_quant,Conv,256,224,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit7/branches/branch1/conv/conv/Conv_quant,Conv,384,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit7/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit7/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit7/branches/branch4/pool/AveragePool_quant,AveragePool,1024,1024,17,17,3,3,1,1,1,1,1,1
/features/stage2/unit7/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit7/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit7/branches/branch4/conv/conv/Conv_quant,Conv,128,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit7/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,256,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit7/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit7/branches/branch3/conv_list/conv4/conv/Conv_quant,Conv,224,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit7/branches/branch3/conv_list/conv5/conv/Conv_quant,Conv,256,224,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit8/branches/branch1/conv/conv/Conv_quant,Conv,384,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit8/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit8/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit8/branches/branch4/pool/AveragePool_quant,AveragePool,1024,1024,17,17,3,3,1,1,1,1,1,1
/features/stage2/unit8/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit8/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit8/branches/branch4/conv/conv/Conv_quant,Conv,128,1024,17,17,1,1,1,1,0,0,0,0
/features/stage2/unit8/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,256,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit8/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,224,192,17,17,1,7,1,1,3,3,0,0
/features/stage2/unit8/branches/branch3/conv_list/conv4/conv/Conv_quant,Conv,224,224,17,17,7,1,1,1,0,0,3,3
/features/stage2/unit8/branches/branch3/conv_list/conv5/conv/Conv_quant,Conv,256,224,17,17,1,7,1,1,3,3,0,0
/features/stage3/unit1/branches/branch1/conv_list/conv1/conv/Conv_quant,Conv,192,1024,17,17,1,1,1,1,0,0,0,0
/features/stage3/unit1/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,256,1024,17,17,1,1,1,1,0,0,0,0
/features/stage3/unit1/branches/branch3/pool/MaxPool,MaxPool,1024,1024,17,17,3,3,2,2,0,0,0,0
/features/stage3/unit1/branches/branch1/conv_list/conv2/conv/Conv_quant,Conv,192,192,17,17,3,3,2,2,0,0,0,0
/features/stage3/unit1/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,256,256,17,17,1,7,1,1,3,3,0,0
/features/stage3/unit1/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,320,256,17,17,7,1,1,1,0,0,3,3
/features/stage3/unit1/branches/branch2/conv_list/conv4/conv/Conv_quant,Conv,320,320,17,17,3,3,2,2,0,0,0,0
/features/stage3/unit2/branches/branch1/conv/conv/Conv_quant,Conv,256,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit2/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,384,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit2/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,384,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit2/branches/branch4/pool/AveragePool_quant,AveragePool,1536,1536,8,8,3,3,1,1,1,1,1,1
/features/stage3/unit2/branches/branch2/conv1x3/conv/Conv_quant,Conv,256,384,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit2/branches/branch2/conv3x1/conv/Conv_quant,Conv,256,384,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit2/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,448,384,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit2/branches/branch4/conv/conv/Conv_quant,Conv,256,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit2/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,512,448,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit2/branches/branch3/conv1x3/conv/Conv_quant,Conv,256,512,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit2/branches/branch3/conv3x1/conv/Conv_quant,Conv,256,512,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit3/branches/branch1/conv/conv/Conv_quant,Conv,256,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit3/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,384,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit3/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,384,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit3/branches/branch4/pool/AveragePool_quant,AveragePool,1536,1536,8,8,3,3,1,1,1,1,1,1
/features/stage3/unit3/branches/branch2/conv1x3/conv/Conv_quant,Conv,256,384,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit3/branches/branch2/conv3x1/conv/Conv_quant,Conv,256,384,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit3/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,448,384,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit3/branches/branch4/conv/conv/Conv_quant,Conv,256,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit3/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,512,448,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit3/branches/branch3/conv1x3/conv/Conv_quant,Conv,256,512,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit3/branches/branch3/conv3x1/conv/Conv_quant,Conv,256,512,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit4/branches/branch1/conv/conv/Conv_quant,Conv,256,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit4/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,384,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit4/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,384,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit4/branches/branch4/pool/AveragePool_quant,AveragePool,1536,1536,8,8,3,3,1,1,1,1,1,1
/features/stage3/unit4/branches/branch2/conv1x3/conv/Conv_quant,Conv,256,384,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit4/branches/branch2/conv3x1/conv/Conv_quant,Conv,256,384,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit4/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,448,384,8,8,3,1,1,1,0,0,1,1
/features/stage3/unit4/branches/branch4/conv/conv/Conv_quant,Conv,256,1536,8,8,1,1,1,1,0,0,0,0
/features/stage3/unit4/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,512,448,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit4/branches/branch3/conv1x3/conv/Conv_quant,Conv,256,512,8,8,1,3,1,1,1,1,0,0
/features/stage3/unit4/branches/branch3/conv3x1/conv/Conv_quant,Conv,256,512,8,8,3,1,1,1,0,0,1,1
/features/final_pool/AveragePool_quant,AveragePool,1536,1536,8,8,8,8,1,1,0,0,0,0
/output/fc/Gemm_quant,Fc,1000,1536,0,0,0,0,0,0,0,0,0,0
