Name,Type,OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD
/features/init_block/conv1/conv/Conv_quant,Conv,32,3,299,299,3,3,2,2,0,0,0,0
/features/init_block/conv2/conv/Conv_quant,Conv,32,32,149,149,3,3,1,1,0,0,0,0
/features/init_block/conv3/conv/Conv_quant,Conv,64,32,147,147,3,3,1,1,1,1,1,1
/features/init_block/block1/branches/branch1/pool/MaxPool,MaxPool,64,64,147,147,3,3,2,2,0,0,0,0
/features/init_block/block1/branches/branch2/conv/conv/Conv_quant,Conv,96,64,147,147,3,3,2,2,0,0,0,0
/features/init_block/block2/branches/branch1/conv_list/conv1/conv/Conv_quant,Conv,64,160,73,73,1,1,1,1,0,0,0,0
/features/init_block/block2/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,64,160,73,73,1,1,1,1,0,0,0,0
/features/init_block/block2/branches/branch1/conv_list/conv2/conv/Conv_quant,Conv,96,64,73,73,3,3,1,1,0,0,0,0
/features/init_block/block2/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,64,64,73,73,1,7,1,1,3,3,0,0
/features/init_block/block2/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv,64,64,73,73,7,1,1,1,0,0,3,3
/features/init_block/block2/branches/branch2/conv_list/conv4/conv/Conv_quant,Conv,96,64,73,73,3,3,1,1,0,0,0,0
/features/init_block/block3/branches/branch1/conv/conv/Conv_quant,Conv,192,192,71,71,3,3,2,2,0,0,0,0
/features/init_block/block3/branches/branch2/pool/MaxPool,MaxPool,192,192,71,71,3,3,2,2,0,0,0,0
/features/stage1/unit1/branches/branch1/conv/conv/Conv_quant,Conv,96,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit1/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,64,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit1/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,64,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit1/branches/branch4/pool/AveragePool_quant,AveragePool,384,384,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit1/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,96,64,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit1/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,96,64,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit1/branches/branch4/conv/conv/Conv_quant,Conv,96,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit1/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,96,96,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit2/branches/branch1/conv/conv/Conv_quant,Conv,96,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit2/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,64,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit2/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,64,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit2/branches/branch4/pool/AveragePool_quant,AveragePool,384,384,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit2/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,96,64,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit2/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,96,64,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit2/branches/branch4/conv/conv/Conv_quant,Conv,96,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit2/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,96,96,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit3/branches/branch1/conv/conv/Conv_quant,Conv,96,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit3/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,64,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit3/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,64,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit3/branches/branch4/pool/AveragePool_quant,AveragePool,384,384,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit3/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,96,64,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit3/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,96,64,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit3/branches/branch4/conv/conv/Conv_quant,Conv,96,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit3/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,96,96,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit4/branches/branch1/conv/conv/Conv_quant,Conv,96,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit4/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv,64,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit4/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv,64,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit4/branches/branch4/pool/AveragePool_quant,AveragePool,384,384,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit4/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv,96,64,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit4/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv,96,64,35,35,3,3,1,1,1,1,1,1
/features/stage1/unit4/branches/branch4/conv/conv/Conv_quant,Conv,96,384,35,35,1,1,1,1,0,0,0,0
/features/stage1/unit4/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv,96,96,35,35,3,3,1,1,1,1,1,1
