ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,38517,154068,0.15,0.60,38363328,38.36,249.00,17.16
2,Conv,149483,597932,0.60,2.35,398297088,398.30,666.12,45.92
3,Conv,149534,598136,0.60,2.35,796594176,796.59,1331.79,91.81
4,MaxPool,48228,192912,0.19,0.76,0,0,0,0
5,Conv,148015,592060,0.59,2.32,589344768,589.34,995.41,68.62
6,Remap,2704,10816,0.01,0.04,0,0,0,0
7,Conv,20712,82848,0.08,0.32,109137920,109.14,1317.33,90.81
8,Conv,20730,82920,0.08,0.33,109137920,109.14,1316.18,90.73
9,Conv,140054,560216,0.56,2.20,557494272,557.49,995.14,68.60
10,Conv,57654,230616,0.23,0.90,305586176,305.59,1325.09,91.34
11,Conv,57653,230612,0.23,0.90,305586176,305.59,1325.11,91.34
12,Conv,140062,560248,0.56,2.20,557494272,557.49,995.08,68.60
13,Remap,3824,15296,0.02,0.06,0,0,0,0
14,Conv,156532,626128,0.63,2.46,812851200,812.85,1298.22,89.49
15,MaxPool,33828,135312,0.14,0.53,0,0,0,0
16,Remap,1880,7520,0.01,0.03,0,0,0,0
17,Conv,23401,93604,0.09,0.37,90316800,90.32,964.88,66.51
18,Conv,11758,47032,0.05,0.18,60211200,60.21,1280.22,88.25
19,Conv,11758,47032,0.05,0.18,60211200,60.21,1280.22,88.25
20,AveragePool,67524,270096,0.27,1.06,0,0,0,0
21,Conv,34950,139800,0.14,0.55,135475200,135.48,969.06,66.80
22,Conv,34948,139792,0.14,0.55,135475200,135.48,969.12,66.81
23,Conv,23328,93312,0.09,0.37,90316800,90.32,967.90,66.72
24,Conv,52298,209192,0.21,0.82,203212800,203.21,971.42,66.96
25,Remap,956,3824,0.00,0.01,0,0,0,0
26,Remap,956,3824,0.00,0.01,0,0,0,0
27,Remap,956,3824,0.00,0.01,0,0,0,0
28,Conv,23327,93308,0.09,0.37,90316800,90.32,967.94,66.72
29,Conv,11835,47340,0.05,0.19,60211200,60.21,1271.89,87.68
30,Conv,11759,47036,0.05,0.18,60211200,60.21,1280.11,88.24
31,AveragePool,67524,270096,0.27,1.06,0,0,0,0
32,Conv,34906,139624,0.14,0.55,135475200,135.48,970.29,66.89
33,Conv,34905,139620,0.14,0.55,135475200,135.48,970.31,66.89
34,Conv,23361,93444,0.09,0.37,90316800,90.32,966.53,66.63
35,Conv,52298,209192,0.21,0.82,203212800,203.21,971.42,66.96
36,Remap,956,3824,0.00,0.01,0,0,0,0
37,Remap,956,3824,0.00,0.01,0,0,0,0
38,Remap,956,3824,0.00,0.01,0,0,0,0
39,Conv,23326,93304,0.09,0.37,90316800,90.32,967.98,66.73
40,Conv,11758,47032,0.05,0.18,60211200,60.21,1280.22,88.25
41,Conv,11758,47032,0.05,0.18,60211200,60.21,1280.22,88.25
42,AveragePool,67524,270096,0.27,1.06,0,0,0,0
43,Conv,34906,139624,0.14,0.55,135475200,135.48,970.29,66.89
44,Conv,34984,139936,0.14,0.55,135475200,135.48,968.12,66.74
45,Conv,23413,93652,0.09,0.37,90316800,90.32,964.39,66.48
46,Conv,52322,209288,0.21,0.82,203212800,203.21,970.97,66.93
47,Remap,956,3824,0.00,0.01,0,0,0,0
48,Remap,956,3824,0.00,0.01,0,0,0,0
49,Remap,956,3824,0.00,0.01,0,0,0,0
50,Conv,23327,93308,0.09,0.37,90316800,90.32,967.94,66.72
51,Conv,11753,47012,0.05,0.18,60211200,60.21,1280.76,88.29
52,Conv,11757,47028,0.05,0.18,60211200,60.21,1280.33,88.26
53,AveragePool,67524,270096,0.27,1.06,0,0,0,0
54,Conv,34898,139592,0.14,0.55,135475200,135.48,970.51,66.90
55,Conv,34991,139964,0.14,0.55,135475200,135.48,967.93,66.72
56,Conv,23330,93320,0.09,0.37,90316800,90.32,967.82,66.72
57,Conv,52306,209224,0.21,0.82,203212800,203.21,971.27,66.95
58,Remap,956,3824,0.00,0.01,0,0,0,0
59,Remap,956,3824,0.00,0.01,0,0,0,0
60,Remap,956,3824,0.00,0.01,0,0,0,0
61,Conv,159199,636796,0.64,2.50,767066112,767.07,1204.57,83.04
62,Conv,34982,139928,0.14,0.55,180633600,180.63,1290.90,88.99
63,MaxPool,17412,69648,0.07,0.27,0,0,0,0
64,Conv,206898,827592,0.83,3.25,948326400,948.33,1145.89,78.99
65,Conv,62029,248116,0.25,0.97,298303488,298.30,1202.27,82.88
66,Remap,944,3776,0.00,0.01,0,0,0,0
67,Remap,944,3776,0.00,0.01,0,0,0,0
68,Conv,47310,189240,0.19,0.74,227278848,227.28,1201.01,82.79
69,Conv,24494,97976,0.10,0.38,113639424,113.64,1159.87,79.95
70,Conv,24527,98108,0.10,0.38,113639424,113.64,1158.31,79.85
71,AveragePool,46212,184848,0.18,0.72,0,0,0,0
72,Conv,41421,165684,0.17,0.65,174010368,174.01,1050.25,72.40
73,Conv,32110,128440,0.13,0.50,149151744,149.15,1161.26,80.05
74,Conv,16400,65600,0.07,0.26,75759616,75.76,1154.87,79.61
75,Conv,48297,193188,0.19,0.76,232013824,232.01,1200.97,82.79
76,Conv,42732,170928,0.17,0.67,174010368,174.01,1018.03,70.18
77,Conv,48292,193168,0.19,0.76,203012096,203.01,1050.96,72.45
78,Conv,48294,193176,0.19,0.76,232013824,232.01,1201.05,82.79
79,Remap,944,3776,0.00,0.01,0,0,0,0
80,Remap,336,1344,0.00,0.01,0,0,0,0
81,Remap,640,2560,0.00,0.01,0,0,0,0
82,Conv,48837,195348,0.20,0.77,227278848,227.28,1163.46,80.20
83,Conv,24495,97980,0.10,0.38,113639424,113.64,1159.82,79.95
84,Conv,24494,97976,0.10,0.38,113639424,113.64,1159.87,79.95
85,AveragePool,46212,184848,0.18,0.72,0,0,0,0
86,Conv,42800,171200,0.17,0.67,174010368,174.01,1016.42,70.07
87,Conv,32125,128500,0.13,0.50,149151744,149.15,1160.71,80.01
88,Conv,16404,65616,0.07,0.26,75759616,75.76,1154.59,79.59
89,Conv,48295,193180,0.19,0.76,232013824,232.01,1201.02,82.79
90,Conv,42771,171084,0.17,0.67,174010368,174.01,1017.10,70.11
91,Conv,48295,193180,0.19,0.76,203012096,203.01,1050.90,72.44
92,Conv,48295,193180,0.19,0.76,232013824,232.01,1201.02,82.79
93,Remap,944,3776,0.00,0.01,0,0,0,0
94,Remap,336,1344,0.00,0.01,0,0,0,0
95,Remap,640,2560,0.00,0.01,0,0,0,0
96,Conv,48838,195352,0.20,0.77,227278848,227.28,1163.43,80.20
97,Conv,24496,97984,0.10,0.38,113639424,113.64,1159.78,79.95
98,Conv,24493,97972,0.10,0.38,113639424,113.64,1159.92,79.96
99,AveragePool,46212,184848,0.18,0.72,0,0,0,0
100,Conv,42766,171064,0.17,0.67,174010368,174.01,1017.22,70.12
101,Conv,32107,128428,0.13,0.50,149151744,149.15,1161.36,80.06
102,Conv,16397,65588,0.07,0.26,75759616,75.76,1155.08,79.62
103,Conv,48296,193184,0.19,0.76,232013824,232.01,1201.00,82.79
104,Conv,42769,171076,0.17,0.67,174010368,174.01,1017.15,70.12
105,Conv,48294,193176,0.19,0.76,203012096,203.01,1050.92,72.44
106,Conv,48293,193172,0.19,0.76,232013824,232.01,1201.07,82.79
107,Remap,944,3776,0.00,0.01,0,0,0,0
108,Remap,336,1344,0.00,0.01,0,0,0,0
109,Remap,640,2560,0.00,0.01,0,0,0,0
110,Conv,48836,195344,0.20,0.77,227278848,227.28,1163.48,80.20
111,Conv,24529,98116,0.10,0.38,113639424,113.64,1158.22,79.84
112,Conv,24538,98152,0.10,0.38,113639424,113.64,1157.79,79.81
113,AveragePool,46212,184848,0.18,0.72,0,0,0,0
114,Conv,42737,170948,0.17,0.67,174010368,174.01,1017.91,70.17
115,Conv,32204,128816,0.13,0.51,149151744,149.15,1157.87,79.82
116,Conv,16399,65596,0.07,0.26,75759616,75.76,1154.94,79.61
117,Conv,48295,193180,0.19,0.76,232013824,232.01,1201.02,82.79
118,Conv,42772,171088,0.17,0.67,174010368,174.01,1017.08,70.11
119,Conv,48293,193172,0.19,0.76,203012096,203.01,1050.94,72.45
120,Conv,48295,193180,0.19,0.76,232013824,232.01,1201.02,82.79
121,Remap,944,3776,0.00,0.01,0,0,0,0
122,Remap,336,1344,0.00,0.01,0,0,0,0
123,Remap,640,2560,0.00,0.01,0,0,0,0
124,Conv,48842,195368,0.20,0.77,227278848,227.28,1163.34,80.19
125,Conv,24527,98108,0.10,0.38,113639424,113.64,1158.31,79.85
126,Conv,24496,97984,0.10,0.38,113639424,113.64,1159.78,79.95
