round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,93223,58496,16350404,5990,52878,16560991
2,118100,72526,16379444,69911,79916,16719897
3,106318,104199,16451142,67870,82913,16812442
4,114927,89197,16427337,73632,77629,16782722
5,76379,79834,16424518,80742,89924,16751397
6,137384,103380,16423146,92831,147852,16904593
7,155786,49903,16426713,76554,135450,16844406
8,263040,88645,16429985,102890,142737,17027297
9,118909,50284,16427707,72165,120700,16789765
10,114165,48827,16411794,134247,167357,16876390
11,127695,50577,16438663,132462,99000,16848397
12,116331,47309,16409844,95245,134744,16803473
13,151935,69159,16389696,60850,89811,16761451
14,97952,61966,16385880,60330,103216,16709344
15,110009,75751,16428219,63038,102880,16779897
16,97466,47347,16430893,25414,53320,16654440
17,99503,48213,16417454,100014,59514,16724698
18,102772,51003,16433235,105506,69976,16762492
19,98948,46900,16422350,104830,99551,16772579
20,111707,47198,16429106,62053,51568,16701632
21,111251,82250,16385359,27319,73563,16679742
22,150928,91175,16428911,127180,142878,16941072
23,191683,137855,16469715,116949,160853,17077055
24,153278,50557,16424802,70762,114077,16813476
25,167294,62148,16438979,70610,124439,16863470
26,151205,93436,16452541,68272,149190,16914644
27,137656,50534,16429864,35696,136459,16790209
28,177493,125302,16422023,103795,138063,16966676
29,198158,83953,16429683,108302,147502,16967598
30,188237,127302,16439183,100995,170783,17026500
31,193230,105523,16431515,97869,77425,16905562
32,177167,140848,16426729,107279,155636,17007659
33,130747,50019,16435811,95816,146664,16859057
34,186101,120640,16427629,67574,129010,16930954
35,130356,91763,16390914,26886,153602,16793521
36,185798,120812,16434291,97025,135584,16973510
37,190603,50756,16428261,109838,77369,16856827
38,151055,101030,16436821,27298,120027,16836231
39,155176,99845,16406294,27957,119083,16808355
40,149700,121074,16403250,49208,147991,16871223
41,184913,82135,16440275,112538,148950,16968811
42,141867,80821,16425181,103704,134518,16886091
43,160791,90562,16437825,34975,138890,16863043
44,186363,117114,16423465,93589,137413,16957944
45,186070,116716,16401154,26885,111084,16841909
46,158867,95745,16414750,95450,135542,16900354
47,182246,82553,16390835,65542,106970,16828146
48,126709,92314,16420059,107435,139871,16886388
49,155938,129818,16414740,96006,144681,16941183
50,234874,120214,16392846,77053,106773,16931760
