ins_idx,latency(cycles),latency(ns)
1,86767,347068
2,692724,2770896
3,63238,252952
4,346461,1385844
5,692723,2770892
6,25220,100880
7,346464,1385856
8,692725,2770900
9,692722,2770888
10,12932,51728
11,353530,1414120
12,706860,2827440
13,706862,2827448
14,7300,29200
15,198065,792260
16,198064,792256
17,198066,792264
18,2180,8720
19,1634913,6539652
20,267068,1068272
21,66874,267496
