OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,1,1,1,1,1,1,sta,86766
64,8,224,224,3,3,1,1,1,1,1,1,dyn,86848
64,64,224,224,3,3,1,1,1,1,1,1,sta,692724
64,64,224,224,3,3,1,1,1,1,1,1,dyn,692840
128,64,112,112,3,3,1,1,1,1,1,1,sta,346464
128,64,112,112,3,3,1,1,1,1,1,1,dyn,346708
128,128,112,112,3,3,1,1,1,1,1,1,sta,692726
128,128,112,112,3,3,1,1,1,1,1,1,dyn,693352
256,128,56,56,3,3,1,1,1,1,1,1,sta,346464
256,128,56,56,3,3,1,1,1,1,1,1,dyn,347584
256,256,56,56,3,3,1,1,1,1,1,1,sta,692721
256,256,56,56,3,3,1,1,1,1,1,1,dyn,695024
256,256,56,56,3,3,1,1,1,1,1,1,sta,692723
256,256,56,56,3,3,1,1,1,1,1,1,dyn,695024
512,256,28,28,3,3,1,1,1,1,1,1,sta,353527
512,256,28,28,3,3,1,1,1,1,1,1,dyn,358115
512,512,28,28,3,3,1,1,1,1,1,1,sta,706857
512,512,28,28,3,3,1,1,1,1,1,1,dyn,716081
512,512,28,28,3,3,1,1,1,1,1,1,sta,706858
512,512,28,28,3,3,1,1,1,1,1,1,dyn,716094
512,512,14,14,3,3,1,1,1,1,1,1,sta,198069
512,512,14,14,3,3,1,1,1,1,1,1,dyn,207306
512,512,14,14,3,3,1,1,1,1,1,1,sta,198066
512,512,14,14,3,3,1,1,1,1,1,1,dyn,207298
512,512,14,14,3,3,1,1,1,1,1,1,sta,198069
512,512,14,14,3,3,1,1,1,1,1,1,dyn,207305
