round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,208567,55691,9866434,5881,18017,10154590
2,202736,51479,9929188,67449,86891,10337743
3,143446,108199,9832147,6503,54144,10144439
4,86407,116598,9907714,71712,86684,10269115
5,88651,52341,9870692,70503,104581,10186768
6,109090,53932,9830960,42662,51402,10088046
7,141479,90140,9859222,29485,94811,10215137
8,78267,50469,9861263,66303,78913,10135215
9,150852,121364,9922367,68166,46985,10309734
10,80384,51823,9906930,66647,81997,10187781
11,146852,113139,9882449,73742,80853,10297035
12,95931,80457,9897764,76755,61293,10212200
13,102492,115396,9857031,94568,113455,10282942
14,326398,129669,9874735,74622,94849,10500273
15,167578,106367,9899810,113941,101118,10388814
16,194316,66019,9909695,68090,141690,10379810
17,222389,145146,9914899,76846,122361,10481641
18,214195,66620,9870025,25804,113669,10290313
19,255457,151825,9909256,117609,150397,10584544
20,238112,101563,9898889,92824,131489,10462877
21,277700,67494,9906059,90670,120684,10462607
22,243638,140740,9844363,32631,57002,10318374
23,189163,110208,9876543,26487,71009,10273410
24,224240,112738,9909984,108069,144191,10499222
25,241105,148266,9900928,26284,66801,10383384
26,233649,65940,9872291,45223,109554,10326657
27,156931,117041,9911960,112883,150036,10448851
28,193538,149478,9902859,122906,149695,10518476
29,207413,66451,9871564,25961,112351,10283740
30,201241,74518,9896416,25830,61862,10259867
31,139792,64587,9878151,51023,154402,10287955
32,229759,115945,9874553,109159,148641,10478057
33,248876,143460,9899353,115311,156570,10563570
34,192329,105263,9846354,10872,61462,10216280
35,178819,77657,9871662,8935,54143,10191216
36,205587,69142,9843762,10803,62822,10192116
37,214028,77041,9867401,8743,64702,10231915
38,197450,117489,9858463,8755,49946,10232103
39,208144,116971,9835406,11247,60929,10232697
40,179281,73401,9837696,8818,48554,10147750
41,185814,76151,9860376,9342,51076,10182759
42,207686,125183,9830816,9615,57736,10231036
43,173467,74981,9865275,8886,47843,10170452
44,203001,128025,9842229,10281,64248,10247784
45,181250,79690,9869258,8657,48744,10187599
46,204059,118495,9880039,9605,52917,10265115
47,221185,137206,9860639,9804,57581,10286415
48,179630,77979,9877137,8545,50093,10193384
49,253053,109692,9830578,7919,47407,10248649
50,144033,62208,9909374,26066,147153,10288834
