round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,249895,50571,4839609,21459,47678,5209212
2,87781,54301,4831061,7289,41494,5021926
3,108535,51976,4833732,6567,35322,5036132
4,139332,60349,4887433,8289,46105,5141508
5,188578,72419,4847840,2958,14806,5126601
6,139534,52785,4918154,5249,11158,5126880
7,111835,52420,4819036,3034,16152,5002477
8,92006,52000,4907308,5665,11823,5068802
9,124533,54323,4906426,6354,11829,5103465
10,80382,54869,4847342,3451,18435,5004479
11,114752,52865,4896705,3490,23558,5091370
12,91741,53324,4820790,4616,21385,4991856
13,101207,53918,4813022,4667,8960,4981774
14,82390,49918,4815463,4291,13735,4965797
15,94963,49516,4812531,3864,7926,4968800
16,75981,49886,4812675,4528,7329,4950399
17,74277,49519,4816014,3354,12605,4955769
18,91541,49767,4811950,3695,7773,4964726
19,79165,49752,4918439,5139,11421,5063916
20,75865,88431,4847400,6829,15062,5033587
21,95937,87069,4907881,3436,14937,5109260
22,116544,51721,4892336,6412,13252,5080265
23,81576,50700,4849047,7664,14622,5003609
24,120184,98860,4820244,3555,21814,5064657
25,153190,83840,4877946,8745,17346,5141067
26,141260,89372,4851254,5026,21222,5108134
27,140649,88933,4860882,5883,32965,5129312
28,156014,99081,4869990,5285,31454,5161824
29,176653,114895,4878957,6746,39185,5216436
30,181508,104835,4889829,7674,47555,5231401
31,192685,110893,4879575,8292,54164,5245609
32,222239,135759,4883351,7666,45321,5294336
33,195183,126957,4886126,7725,48177,5264168
34,170342,71999,4901946,8975,55375,5208637
35,218582,120993,4877473,7355,45947,5270350
36,194569,119209,4846192,32852,80454,5273276
37,230728,75491,4888662,130194,139003,5464078
38,351481,107694,4903598,90618,90827,5544218
39,207680,156084,4840472,29583,63277,5297096
40,222775,117073,4853161,32482,58833,5284324
41,184903,70063,4905829,24927,59447,5245169
42,196690,66573,4916620,113565,150041,5443489
43,237831,109540,4885278,21195,54002,5307846
44,160014,69368,4940618,24220,170496,5364716
45,186212,121847,4916586,111279,142217,5478141
46,243901,108530,4871507,85703,71298,5380939
47,249284,76771,4924968,108887,154730,5514640
48,144885,65529,4924951,109297,138924,5383586
49,165391,74525,4886680,22061,68415,5217072
50,279822,72427,4939154,24222,48620,5364245
