M, P, Q, R, S, OC, INC, INH_, INW_, KH, KW, strideH, strideW, padL, padR, padU, padD, mode, latency(cycles)
64,64,16,16,8,128,8,224,224,7,7,2,2,0,0,0,0,dyn,52211
64,64,16,16,8,128,96,54,54,1,1,1,1,0,0,0,0,sta,3406
64,64,16,16,8,128,96,54,54,1,1,1,1,0,0,0,0,dyn,3478
64,64,16,16,8,128,64,54,54,1,1,1,1,0,0,0,0,sta,3214
64,64,16,16,8,128,64,54,54,1,1,1,1,0,0,0,0,dyn,3245
64,64,16,16,8,128,16,54,54,3,3,1,1,1,1,1,1,sta,4964
64,64,16,16,8,128,16,54,54,3,3,1,1,1,1,1,1,dyn,5099
64,64,16,16,8,128,192,54,54,1,1,1,1,0,0,0,0,sta,6523
64,64,16,16,8,128,192,54,54,1,1,1,1,0,0,0,0,dyn,6719
64,64,16,16,8,128,32,54,54,3,3,1,1,1,1,1,1,sta,9640
64,64,16,16,8,128,32,54,54,3,3,1,1,1,1,1,1,dyn,9990
64,64,16,16,8,128,384,27,27,1,1,1,1,0,0,0,0,sta,3542
64,64,16,16,8,128,384,27,27,1,1,1,1,0,0,0,0,dyn,3986
64,64,16,16,8,128,64,27,27,1,1,1,1,0,0,0,0,sta,1038
64,64,16,16,8,128,64,27,27,1,1,1,1,0,0,0,0,dyn,1067
64,64,16,16,8,128,32,27,27,3,3,1,1,1,1,1,1,sta,2728
64,64,16,16,8,128,32,27,27,3,3,1,1,1,1,1,1,dyn,3049
64,64,16,16,8,256,64,27,27,1,1,1,1,0,0,0,0,sta,1806
64,64,16,16,8,256,64,27,27,1,1,1,1,0,0,0,0,dyn,1900
64,64,16,16,8,256,48,27,27,3,3,1,1,1,1,1,1,sta,7607
64,64,16,16,8,256,48,27,27,3,3,1,1,1,1,1,1,dyn,8754
64,64,16,16,8,128,576,27,27,1,1,1,1,0,0,0,0,sta,5168
64,64,16,16,8,128,576,27,27,1,1,1,1,0,0,0,0,dyn,5896
64,64,16,16,8,256,64,27,27,3,3,1,1,1,1,1,1,sta,10046
64,64,16,16,8,256,64,27,27,3,3,1,1,1,1,1,1,dyn,11519
64,64,16,16,8,128,768,13,13,1,1,1,1,0,0,0,0,sta,1915
64,64,16,16,8,128,768,13,13,1,1,1,1,0,0,0,0,dyn,2945
64,64,16,16,8,256,64,13,13,1,1,1,1,0,0,0,0,sta,654
64,64,16,16,8,256,64,13,13,1,1,1,1,0,0,0,0,dyn,748
64,64,16,16,8,256,64,13,13,3,3,1,1,1,1,1,1,sta,2728
64,64,16,16,8,256,64,13,13,3,3,1,1,1,1,1,1,dyn,4201
64,64,16,16,8,1024,768,13,13,1,1,1,1,0,0,0,0,sta,13299
64,64,16,16,8,1024,768,13,13,1,1,1,1,0,0,0,0,dyn,21401
32,32,16,16,8,64,8,224,224,3,3,2,2,0,0,0,0,sta,21509
32,32,16,16,8,64,8,224,224,3,3,2,2,0,0,0,0,dyn,21503
32,32,16,16,8,64,64,55,55,1,1,1,1,0,0,0,0,sta,4860
32,32,16,16,8,64,64,55,55,1,1,1,1,0,0,0,0,dyn,4855
32,32,16,16,8,64,32,55,55,1,1,1,1,0,0,0,0,sta,3233
32,32,16,16,8,64,32,55,55,1,1,1,1,0,0,0,0,dyn,3265
32,32,16,16,8,64,16,55,55,3,3,1,1,1,1,1,1,sta,10687
32,32,16,16,8,64,16,55,55,3,3,1,1,1,1,1,1,dyn,10707
32,32,16,16,8,64,192,55,55,1,1,1,1,0,0,0,0,sta,14185
32,32,16,16,8,64,192,55,55,1,1,1,1,0,0,0,0,dyn,14208
32,32,16,16,8,64,192,27,27,1,1,1,1,0,0,0,0,sta,3583
32,32,16,16,8,64,192,27,27,1,1,1,1,0,0,0,0,dyn,3609
32,32,16,16,8,64,384,13,13,1,1,1,1,0,0,0,0,sta,1965
32,32,16,16,8,64,384,13,13,1,1,1,1,0,0,0,0,dyn,2069
32,32,16,16,8,192,48,13,13,1,1,1,1,0,0,0,0,sta,862
32,32,16,16,8,192,48,13,13,1,1,1,1,0,0,0,0,dyn,874
32,32,16,16,8,192,48,13,13,3,3,1,1,1,1,1,1,sta,6161
32,32,16,16,8,192,48,13,13,3,3,1,1,1,1,1,1,dyn,6475
32,32,16,16,8,64,576,13,13,1,1,1,1,0,0,0,0,sta,2853
32,32,16,16,8,64,576,13,13,1,1,1,1,0,0,0,0,dyn,2967
32,64,16,16,8,64,8,224,224,3,3,2,2,0,0,0,0,sta,10075
32,64,16,16,8,64,8,224,224,3,3,2,2,0,0,0,0,dyn,10075
32,64,16,16,8,64,64,55,55,1,1,1,1,0,0,0,0,sta,2434
32,64,16,16,8,64,64,55,55,1,1,1,1,0,0,0,0,dyn,2434
32,64,16,16,8,64,32,55,55,1,1,1,1,0,0,0,0,sta,1792
32,64,16,16,8,64,32,55,55,1,1,1,1,0,0,0,0,dyn,1792
32,64,16,16,8,64,16,55,55,3,3,1,1,1,1,1,1,sta,5145
32,64,16,16,8,64,16,55,55,3,3,1,1,1,1,1,1,dyn,5144
32,64,16,16,8,64,192,55,55,1,1,1,1,0,0,0,0,sta,6771
32,64,16,16,8,64,192,55,55,1,1,1,1,0,0,0,0,dyn,6772
32,64,16,16,8,64,192,27,27,1,1,1,1,0,0,0,0,sta,1892
32,64,16,16,8,64,192,27,27,1,1,1,1,0,0,0,0,dyn,1893
32,64,16,16,8,64,384,13,13,1,1,1,1,0,0,0,0,sta,1079
32,64,16,16,8,64,384,13,13,1,1,1,1,0,0,0,0,dyn,1139
32,64,16,16,8,192,48,13,13,1,1,1,1,0,0,0,0,sta,571
32,64,16,16,8,192,48,13,13,1,1,1,1,0,0,0,0,dyn,571
32,64,16,16,8,192,48,13,13,3,3,1,1,1,1,1,1,sta,3010
32,64,16,16,8,192,48,13,13,3,3,1,1,1,1,1,1,dyn,3405
32,64,16,16,8,64,576,13,13,1,1,1,1,0,0,0,0,sta,1486
32,64,16,16,8,64,576,13,13,1,1,1,1,0,0,0,0,dyn,1633
32,96,16,16,8,64,8,224,224,3,3,2,2,0,0,0,0,sta,7269
32,96,16,16,8,64,8,224,224,3,3,2,2,0,0,0,0,dyn,7268
32,96,16,16,8,64,64,55,55,1,1,1,1,0,0,0,0,sta,1890
32,96,16,16,8,64,64,55,55,1,1,1,1,0,0,0,0,dyn,1890
32,96,16,16,8,64,32,55,55,1,1,1,1,0,0,0,0,sta,1836
32,96,16,16,8,64,32,55,55,1,1,1,1,0,0,0,0,dyn,1836
32,96,16,16,8,64,16,55,55,3,3,1,1,1,1,1,1,sta,3577
32,96,16,16,8,64,16,55,55,3,3,1,1,1,1,1,1,dyn,3578
32,96,16,16,8,64,192,55,55,1,1,1,1,0,0,0,0,sta,4956
32,96,16,16,8,64,192,55,55,1,1,1,1,0,0,0,0,dyn,4956
32,96,16,16,8,64,192,27,27,1,1,1,1,0,0,0,0,sta,1476
32,96,16,16,8,64,192,27,27,1,1,1,1,0,0,0,0,dyn,1476
32,96,16,16,8,64,384,13,13,1,1,1,1,0,0,0,0,sta,886
32,96,16,16,8,64,384,13,13,1,1,1,1,0,0,0,0,dyn,894
32,96,16,16,8,192,48,13,13,1,1,1,1,0,0,0,0,sta,598
32,96,16,16,8,192,48,13,13,1,1,1,1,0,0,0,0,dyn,598
32,96,16,16,8,192,48,13,13,3,3,1,1,1,1,1,1,sta,2154
32,96,16,16,8,192,48,13,13,3,3,1,1,1,1,1,1,dyn,2451
32,96,16,16,8,64,576,13,13,1,1,1,1,0,0,0,0,sta,1165
32,96,16,16,8,64,576,13,13,1,1,1,1,0,0,0,0,dyn,1224
32,32,16,16,8,64,8,224,224,3,3,1,1,1,1,1,1,sta,86766
32,32,16,16,8,64,8,224,224,3,3,1,1,1,1,1,1,dyn,86762
32,32,16,16,8,128,64,112,112,3,3,1,1,1,1,1,1,sta,346464
32,32,16,16,8,128,64,112,112,3,3,1,1,1,1,1,1,dyn,346743
32,32,16,16,8,256,128,56,56,3,3,1,1,1,1,1,1,sta,346463
32,32,16,16,8,256,128,56,56,3,3,1,1,1,1,1,1,dyn,347613
32,32,16,16,8,256,256,56,56,3,3,1,1,1,1,1,1,sta,692724
32,32,16,16,8,256,256,56,56,3,3,1,1,1,1,1,1,dyn,694997
32,32,16,16,8,512,256,28,28,3,3,1,1,1,1,1,1,sta,353525
32,32,16,16,8,512,256,28,28,3,3,1,1,1,1,1,1,dyn,358194
32,32,16,16,8,512,512,28,28,3,3,1,1,1,1,1,1,sta,706859
32,32,16,16,8,512,512,28,28,3,3,1,1,1,1,1,1,dyn,716101
32,32,16,16,8,512,512,14,14,3,3,1,1,1,1,1,1,sta,198067
32,32,16,16,8,512,512,14,14,3,3,1,1,1,1,1,1,dyn,207295
32,64,16,16,8,64,8,224,224,3,3,1,1,1,1,1,1,sta,40112
32,64,16,16,8,64,8,224,224,3,3,1,1,1,1,1,1,dyn,40111
32,64,16,16,8,128,64,112,112,3,3,1,1,1,1,1,1,sta,159648
32,64,16,16,8,128,64,112,112,3,3,1,1,1,1,1,1,dyn,159934
32,64,16,16,8,256,128,56,56,3,3,1,1,1,1,1,1,sta,159648
32,64,16,16,8,256,128,56,56,3,3,1,1,1,1,1,1,dyn,161054
32,64,16,16,8,256,256,56,56,3,3,1,1,1,1,1,1,sta,319031
32,64,16,16,8,256,256,56,56,3,3,1,1,1,1,1,1,dyn,321874
32,64,16,16,8,512,256,28,28,3,3,1,1,1,1,1,1,sta,169406
32,64,16,16,8,512,256,28,28,3,3,1,1,1,1,1,1,dyn,175084
32,64,16,16,8,512,512,28,28,3,3,1,1,1,1,1,1,sta,338547
32,64,16,16,8,512,512,28,28,3,3,1,1,1,1,1,1,dyn,349997
32,64,16,16,8,512,512,14,14,3,3,1,1,1,1,1,1,sta,104352
32,64,16,16,8,512,512,14,14,3,3,1,1,1,1,1,1,dyn,115877
32,96,16,16,8,64,8,224,224,3,3,1,1,1,1,1,1,sta,26905
32,96,16,16,8,64,8,224,224,3,3,1,1,1,1,1,1,dyn,26905
32,96,16,16,8,128,64,112,112,3,3,1,1,1,1,1,1,sta,106851
32,96,16,16,8,128,64,112,112,3,3,1,1,1,1,1,1,dyn,107109
32,96,16,16,8,256,128,56,56,3,3,1,1,1,1,1,1,sta,107664
32,96,16,16,8,256,128,56,56,3,3,1,1,1,1,1,1,dyn,109036
32,96,16,16,8,256,256,56,56,3,3,1,1,1,1,1,1,sta,215003
32,96,16,16,8,256,256,56,56,3,3,1,1,1,1,1,1,dyn,217803
32,96,16,16,8,512,256,28,28,3,3,1,1,1,1,1,1,sta,117422
32,96,16,16,8,512,256,28,28,3,3,1,1,1,1,1,1,dyn,123067
32,96,16,16,8,512,512,28,28,3,3,1,1,1,1,1,1,sta,234519
32,96,16,16,8,512,512,28,28,3,3,1,1,1,1,1,1,dyn,245975
32,96,16,16,8,512,512,14,14,3,3,1,1,1,1,1,1,sta,78390
32,96,16,16,8,512,512,14,14,3,3,1,1,1,1,1,1,dyn,89808
64,64,16,16,8,128,8,224,224,3,3,1,1,1,1,1,1,sta,50452
64,64,16,16,8,128,8,224,224,3,3,1,1,1,1,1,1,dyn,50491
64,64,16,16,8,128,64,112,112,3,3,1,1,1,1,1,1,sta,79980
64,64,16,16,8,128,64,112,112,3,3,1,1,1,1,1,1,dyn,80713
64,64,16,16,8,256,128,56,56,3,3,1,1,1,1,1,1,sta,79980
64,64,16,16,8,256,128,56,56,3,3,1,1,1,1,1,1,dyn,83008
64,64,16,16,8,256,256,56,56,3,3,1,1,1,1,1,1,sta,159671
64,64,16,16,8,256,256,56,56,3,3,1,1,1,1,1,1,dyn,165806
64,64,16,16,8,512,256,28,28,3,3,1,1,1,1,1,1,sta,84859
64,64,16,16,8,512,256,28,28,3,3,1,1,1,1,1,1,dyn,97041
64,64,16,16,8,512,512,28,28,3,3,1,1,1,1,1,1,sta,169429
64,64,16,16,8,512,512,28,28,3,3,1,1,1,1,1,1,dyn,193892
64,64,16,16,8,512,512,14,14,3,3,1,1,1,1,1,1,sta,52332
64,64,16,16,8,512,512,14,14,3,3,1,1,1,1,1,1,dyn,76873
32,32,16,16,8,64,64,224,224,3,3,1,1,1,1,1,1,sta,692724
32,32,16,16,8,64,64,224,224,3,3,1,1,1,1,1,1,dyn,692838
32,32,16,16,8,128,128,112,112,3,3,1,1,1,1,1,1,sta,692722
32,32,16,16,8,128,128,112,112,3,3,1,1,1,1,1,1,dyn,693272
32,64,16,16,8,64,64,224,224,3,3,1,1,1,1,1,1,sta,319031
32,64,16,16,8,64,64,224,224,3,3,1,1,1,1,1,1,dyn,319210
32,64,16,16,8,128,128,112,112,3,3,1,1,1,1,1,1,sta,319031
32,64,16,16,8,128,128,112,112,3,3,1,1,1,1,1,1,dyn,319690
32,96,16,16,8,64,64,224,224,3,3,1,1,1,1,1,1,sta,212970
32,96,16,16,8,64,64,224,224,3,3,1,1,1,1,1,1,dyn,213056
32,96,16,16,8,128,128,112,112,3,3,1,1,1,1,1,1,sta,213377
32,96,16,16,8,128,128,112,112,3,3,1,1,1,1,1,1,dyn,214004
64,64,16,16,8,128,64,224,224,3,3,1,1,1,1,1,1,sta,319054
64,64,16,16,8,128,64,224,224,3,3,1,1,1,1,1,1,dyn,319747
64,64,16,16,8,128,128,112,112,3,3,1,1,1,1,1,1,sta,159671
64,64,16,16,8,128,128,112,112,3,3,1,1,1,1,1,1,dyn,161143
32,32,16,16,8,64,64,112,112,3,3,1,1,1,1,1,1,sta,173330
32,32,16,16,8,64,64,112,112,3,3,1,1,1,1,1,1,dyn,173444
32,32,16,16,8,128,64,112,112,3,3,2,2,1,1,1,1,sta,86768
32,32,16,16,8,128,64,112,112,3,3,2,2,1,1,1,1,dyn,87011
32,32,16,16,8,64,128,56,56,3,3,1,1,1,1,1,1,sta,86765
32,32,16,16,8,64,128,56,56,3,3,1,1,1,1,1,1,dyn,87094
32,32,16,16,8,128,576,56,56,1,1,1,1,0,0,0,0,sta,86766
32,32,16,16,8,128,576,56,56,1,1,1,1,0,0,0,0,dyn,87041
32,32,16,16,8,128,80,28,28,3,3,1,1,1,1,1,1,sta,27804
32,32,16,16,8,128,80,28,28,3,3,1,1,1,1,1,1,dyn,28157
32,32,16,16,8,256,656,28,28,1,1,1,1,0,0,0,0,sta,50506
32,32,16,16,8,256,656,28,28,1,1,1,1,0,0,0,0,dyn,51125
32,32,16,16,8,128,256,14,14,3,3,1,1,1,1,1,1,sta,24930
32,32,16,16,8,128,256,14,14,3,3,1,1,1,1,1,1,dyn,26091
32,32,16,16,8,128,96,14,14,3,3,1,1,1,1,1,1,sta,9469
32,32,16,16,8,128,96,14,14,3,3,1,1,1,1,1,1,dyn,9887
32,32,16,16,8,384,992,14,14,1,1,1,1,0,0,0,0,sta,32150
32,32,16,16,8,384,992,14,14,1,1,1,1,0,0,0,0,dyn,33613
32,32,16,16,8,128,384,7,7,3,3,1,1,1,1,1,1,sta,10794
32,32,16,16,8,128,384,7,7,3,3,1,1,1,1,1,1,dyn,12541
32,32,16,16,8,128,112,7,7,3,3,1,1,1,1,1,1,sta,3292
32,32,16,16,8,128,112,7,7,3,3,1,1,1,1,1,1,dyn,3773
32,32,16,16,8,512,1328,7,7,1,1,1,1,0,0,0,0,sta,16486
32,32,16,16,8,512,1328,7,7,1,1,1,1,0,0,0,0,dyn,19177
32,64,16,16,8,64,64,112,112,3,3,1,1,1,1,1,1,sta,79957
32,64,16,16,8,64,64,112,112,3,3,1,1,1,1,1,1,dyn,80155
32,64,16,16,8,128,64,112,112,3,3,2,2,1,1,1,1,sta,40111
32,64,16,16,8,128,64,112,112,3,3,2,2,1,1,1,1,dyn,40464
32,64,16,16,8,64,128,56,56,3,3,1,1,1,1,1,1,sta,40111
32,64,16,16,8,64,128,56,56,3,3,1,1,1,1,1,1,dyn,40398
32,64,16,16,8,128,576,56,56,1,1,1,1,0,0,0,0,sta,40111
32,64,16,16,8,128,576,56,56,1,1,1,1,0,0,0,0,dyn,40483
32,64,16,16,8,128,80,28,28,3,3,1,1,1,1,1,1,sta,13480
32,64,16,16,8,128,80,28,28,3,3,1,1,1,1,1,1,dyn,13857
32,64,16,16,8,256,656,28,28,1,1,1,1,0,0,0,0,sta,24345
32,64,16,16,8,256,656,28,28,1,1,1,1,0,0,0,0,dyn,25097
32,64,16,16,8,128,256,14,14,3,3,1,1,1,1,1,1,sta,13277
32,64,16,16,8,128,256,14,14,3,3,1,1,1,1,1,1,dyn,14649
32,64,16,16,8,128,96,14,14,3,3,1,1,1,1,1,1,sta,5145
32,64,16,16,8,128,96,14,14,3,3,1,1,1,1,1,1,dyn,5637
32,64,16,16,8,384,992,14,14,1,1,1,1,0,0,0,0,sta,17071
32,64,16,16,8,384,992,14,14,1,1,1,1,0,0,0,0,dyn,18950
32,64,16,16,8,128,384,7,7,3,3,1,1,1,1,1,1,sta,5145
32,64,16,16,8,128,384,7,7,3,3,1,1,1,1,1,1,dyn,7260
32,64,16,16,8,128,112,7,7,3,3,1,1,1,1,1,1,sta,1689
32,64,16,16,8,128,112,7,7,3,3,1,1,1,1,1,1,dyn,2264
32,64,16,16,8,512,1328,7,7,1,1,1,1,0,0,0,0,sta,7765
32,64,16,16,8,512,1328,7,7,1,1,1,1,0,0,0,0,dyn,11086
32,96,16,16,8,64,64,112,112,3,3,1,1,1,1,1,1,sta,53588
32,96,16,16,8,64,64,112,112,3,3,1,1,1,1,1,1,dyn,53723
32,96,16,16,8,128,64,112,112,3,3,2,2,1,1,1,1,sta,27160
32,96,16,16,8,128,64,112,112,3,3,2,2,1,1,1,1,dyn,27473
32,96,16,16,8,64,128,56,56,3,3,1,1,1,1,1,1,sta,27160
32,96,16,16,8,64,128,56,56,3,3,1,1,1,1,1,1,dyn,27414
32,96,16,16,8,128,576,56,56,1,1,1,1,0,0,0,0,sta,27178
32,96,16,16,8,128,576,56,56,1,1,1,1,0,0,0,0,dyn,27452
32,96,16,16,8,128,80,28,28,3,3,1,1,1,1,1,1,sta,9473
32,96,16,16,8,128,80,28,28,3,3,1,1,1,1,1,1,dyn,9825
32,96,16,16,8,256,656,28,28,1,1,1,1,0,0,0,0,sta,17016
32,96,16,16,8,256,656,28,28,1,1,1,1,0,0,0,0,dyn,17763
32,96,16,16,8,128,256,14,14,3,3,1,1,1,1,1,1,sta,10083
32,96,16,16,8,128,256,14,14,3,3,1,1,1,1,1,1,dyn,11461
32,96,16,16,8,128,96,14,14,3,3,1,1,1,1,1,1,sta,3984
32,96,16,16,8,128,96,14,14,3,3,1,1,1,1,1,1,dyn,4444
32,96,16,16,8,384,992,14,14,1,1,1,1,0,0,0,0,sta,12966
32,96,16,16,8,384,992,14,14,1,1,1,1,0,0,0,0,dyn,14696
32,96,16,16,8,128,384,7,7,3,3,1,1,1,1,1,1,sta,5204
32,96,16,16,8,128,384,7,7,3,3,1,1,1,1,1,1,dyn,7321
32,96,16,16,8,128,112,7,7,3,3,1,1,1,1,1,1,sta,1748
32,96,16,16,8,128,112,7,7,3,3,1,1,1,1,1,1,dyn,2292
32,96,16,16,8,512,1328,7,7,1,1,1,1,0,0,0,0,sta,7824
32,96,16,16,8,512,1328,7,7,1,1,1,1,0,0,0,0,dyn,11074
64,64,16,16,8,128,64,112,112,3,3,2,2,1,1,1,1,sta,20211
64,64,16,16,8,128,64,112,112,3,3,2,2,1,1,1,1,dyn,20906
64,64,16,16,8,128,128,56,56,3,3,1,1,1,1,1,1,sta,40134
64,64,16,16,8,128,128,56,56,3,3,1,1,1,1,1,1,dyn,41614
64,64,16,16,8,128,576,56,56,1,1,1,1,0,0,0,0,sta,20212
64,64,16,16,8,128,576,56,56,1,1,1,1,0,0,0,0,dyn,20906
64,64,16,16,8,128,80,28,28,3,3,1,1,1,1,1,1,sta,6896
64,64,16,16,8,128,80,28,28,3,3,1,1,1,1,1,1,dyn,7775
64,64,16,16,8,256,656,28,28,1,1,1,1,0,0,0,0,sta,12328
64,64,16,16,8,256,656,28,28,1,1,1,1,0,0,0,0,dyn,14010
64,64,16,16,8,128,256,14,14,3,3,1,1,1,1,1,1,sta,6794
64,64,16,16,8,128,256,14,14,3,3,1,1,1,1,1,1,dyn,9789
64,64,16,16,8,128,96,14,14,3,3,1,1,1,1,1,1,sta,2728
64,64,16,16,8,128,96,14,14,3,3,1,1,1,1,1,1,dyn,3875
64,64,16,16,8,384,992,14,14,1,1,1,1,0,0,0,0,sta,8692
64,64,16,16,8,384,992,14,14,1,1,1,1,0,0,0,0,dyn,12601
64,64,16,16,8,128,384,7,7,3,3,1,1,1,1,1,1,sta,2728
64,64,16,16,8,128,384,7,7,3,3,1,1,1,1,1,1,dyn,7285
64,64,16,16,8,128,112,7,7,3,3,1,1,1,1,1,1,sta,1000
64,64,16,16,8,128,112,7,7,3,3,1,1,1,1,1,1,dyn,2297
64,64,16,16,8,512,1328,7,7,1,1,1,1,0,0,0,0,sta,4038
64,64,16,16,8,512,1328,7,7,1,1,1,1,0,0,0,0,dyn,11035
64,64,16,16,8,128,8,224,224,3,3,2,2,0,0,0,0,sta,12627
64,64,16,16,8,128,8,224,224,3,3,2,2,0,0,0,0,dyn,12670
64,64,16,16,8,128,64,55,55,1,1,1,1,0,0,0,0,sta,3342
64,64,16,16,8,128,64,55,55,1,1,1,1,0,0,0,0,dyn,3372
64,64,16,16,8,128,16,55,55,3,3,1,1,1,1,1,1,sta,5167
64,64,16,16,8,128,16,55,55,3,3,1,1,1,1,1,1,dyn,5301
64,64,16,16,8,128,192,55,55,1,1,1,1,0,0,0,0,sta,6794
64,64,16,16,8,128,192,55,55,1,1,1,1,0,0,0,0,dyn,6991
64,64,16,16,8,128,192,27,27,1,1,1,1,0,0,0,0,sta,1915
64,64,16,16,8,128,192,27,27,1,1,1,1,0,0,0,0,dyn,2110
64,64,16,16,8,128,384,13,13,1,1,1,1,0,0,0,0,sta,1102
64,64,16,16,8,128,384,13,13,1,1,1,1,0,0,0,0,dyn,1547
64,64,16,16,8,256,48,13,13,3,3,1,1,1,1,1,1,sta,2118
64,64,16,16,8,256,48,13,13,3,3,1,1,1,1,1,1,dyn,3216
64,64,16,16,8,128,576,13,13,1,1,1,1,0,0,0,0,sta,1508
64,64,16,16,8,128,576,13,13,1,1,1,1,0,0,0,0,dyn,2257
