round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,95847,30561,4359385,4955,11714,4502462
2,50895,31660,4363395,4937,15380,4466267
3,65903,31307,4379512,18521,39207,4534450
4,49602,31385,4376029,19871,37466,4514353
5,71712,31610,4362036,5403,30905,4501666
6,53790,31565,4363866,4965,16180,4470366
7,56727,31116,4373882,18974,35797,4516496
8,73332,31507,4357642,4796,9387,4476664
9,46294,31447,4362711,5192,14306,4459950
10,53263,31117,4359634,5065,10631,4459710
11,49566,31342,4377367,19436,40306,4518017
12,48703,31102,4359627,4736,11059,4455227
13,46570,30642,4363427,6368,15724,4462731
14,58330,30865,4377935,19419,37721,4524270
15,46206,30677,4382177,21775,40383,4521218
16,45692,30576,4367212,5320,19106,4467906
17,49560,32661,4393662,6564,54068,4536515
18,87231,32036,4485399,6175,50529,4661370
19,75310,30984,4485950,4868,45814,4642926
20,46501,30648,4363236,3825,16043,4460253
21,49904,31679,4360087,4384,11092,4457146
22,47886,29767,4378759,7842,38013,4502267
23,70597,30803,4357572,3726,8915,4471613
24,53277,29720,4362902,2937,14970,4463806
25,53060,29909,4377578,7226,35100,4502873
26,73376,30048,4381098,6672,34500,4525694
27,71238,29878,4358895,3856,9254,4473121
28,53385,29826,4385450,8394,42544,4519599
29,53190,29895,4360751,2840,9773,4456449
30,47248,30113,4374724,7036,33592,4492713
31,77205,29705,4361942,4211,12402,4485465
32,59830,30119,4380981,4699,11522,4487151
33,49679,29945,4378745,7011,35476,4500856
34,73113,30008,4374540,7069,35672,4520402
35,116569,43924,4418698,8579,48981,4636751
36,113129,41003,4387048,8775,48592,4598547
37,116330,60626,4419244,7650,44978,4648828
38,94663,58330,4418667,8028,46242,4625930
39,100856,41469,4455330,9685,59074,4666414
40,171779,53324,4419377,7706,46471,4698657
41,98235,57673,4419415,7653,44713,4627689
42,94714,58804,4421270,7984,48677,4631449
43,108609,102607,4424602,8731,53105,4697654
44,115909,57307,4418393,7526,44755,4643890
45,119519,57511,4450266,7656,45078,4680030
46,96503,59318,4421981,8997,49940,4636739
47,103844,61229,4422176,8211,50784,4646244
48,102926,45685,4391677,7822,46175,4594285
49,124848,60044,4416862,7821,44934,4654509
50,152773,50388,4445009,10422,58437,4717029
