OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,2,2,1,1,1,1,sta,10227
64,8,224,224,3,3,2,2,1,1,1,1,dyn,10227
64,64,112,112,3,3,1,1,1,1,1,1,sta,79957
64,64,112,112,3,3,1,1,1,1,1,1,dyn,80155
128,64,112,112,3,3,2,2,1,1,1,1,sta,40111
128,64,112,112,3,3,2,2,1,1,1,1,dyn,40464
64,128,56,56,3,3,1,1,1,1,1,1,sta,40111
64,128,56,56,3,3,1,1,1,1,1,1,dyn,40398
64,64,56,56,3,3,1,1,1,1,1,1,sta,20189
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20352
64,64,56,56,3,3,1,1,1,1,1,1,sta,20189
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20305
64,64,56,56,3,3,1,1,1,1,1,1,sta,20189
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20394
64,64,56,56,3,3,1,1,1,1,1,1,sta,20188
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20305
128,576,56,56,1,1,1,1,0,0,0,0,sta,40111
128,576,56,56,1,1,1,1,0,0,0,0,dyn,40483
128,128,28,28,3,3,1,1,1,1,1,1,sta,21408
128,128,28,28,3,3,1,1,1,1,1,1,dyn,22066
128,80,28,28,3,3,1,1,1,1,1,1,sta,13480
128,80,28,28,3,3,1,1,1,1,1,1,dyn,13882
128,80,28,28,3,3,1,1,1,1,1,1,sta,13480
128,80,28,28,3,3,1,1,1,1,1,1,dyn,13884
128,80,28,28,3,3,1,1,1,1,1,1,sta,13480
128,80,28,28,3,3,1,1,1,1,1,1,dyn,13881
128,80,28,28,3,3,1,1,1,1,1,1,sta,13480
128,80,28,28,3,3,1,1,1,1,1,1,dyn,13857
256,656,28,28,1,1,1,1,0,0,0,0,sta,24345
256,656,28,28,1,1,1,1,0,0,0,0,dyn,25097
128,256,14,14,3,3,1,1,1,1,1,1,sta,13277
128,256,14,14,3,3,1,1,1,1,1,1,dyn,14649
128,96,14,14,3,3,1,1,1,1,1,1,sta,5145
128,96,14,14,3,3,1,1,1,1,1,1,dyn,5636
128,96,14,14,3,3,1,1,1,1,1,1,sta,5145
128,96,14,14,3,3,1,1,1,1,1,1,dyn,5637
128,96,14,14,3,3,1,1,1,1,1,1,sta,5145
128,96,14,14,3,3,1,1,1,1,1,1,dyn,5624
128,96,14,14,3,3,1,1,1,1,1,1,sta,5145
128,96,14,14,3,3,1,1,1,1,1,1,dyn,5637
384,992,14,14,1,1,1,1,0,0,0,0,sta,17071
384,992,14,14,1,1,1,1,0,0,0,0,dyn,18950
128,384,7,7,3,3,1,1,1,1,1,1,sta,5145
128,384,7,7,3,3,1,1,1,1,1,1,dyn,7260
128,112,7,7,3,3,1,1,1,1,1,1,sta,1689
128,112,7,7,3,3,1,1,1,1,1,1,dyn,2337
128,112,7,7,3,3,1,1,1,1,1,1,sta,1689
128,112,7,7,3,3,1,1,1,1,1,1,dyn,2262
128,112,7,7,3,3,1,1,1,1,1,1,sta,1688
128,112,7,7,3,3,1,1,1,1,1,1,dyn,2261
128,112,7,7,3,3,1,1,1,1,1,1,sta,1689
128,112,7,7,3,3,1,1,1,1,1,1,dyn,2264
512,1328,7,7,1,1,1,1,0,0,0,0,sta,7765
512,1328,7,7,1,1,1,1,0,0,0,0,dyn,11086
