round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,101443,30295,2670510,4710,9154,2816112
2,44279,34797,2674989,4867,12848,2771780
3,56023,35035,2670301,4923,10947,2777229
4,69861,30108,2670356,4764,9009,2784098
5,44551,30188,2669837,4745,8049,2757370
6,44686,30182,2670124,4730,8346,2758068
7,44680,31321,2670255,4877,9687,2760820
8,49575,30549,2669784,5361,9812,2765081
9,46078,31356,2672922,4784,29929,2785069
10,108036,47065,2671998,4992,11832,2843923
11,63645,31260,2670494,5137,10012,2780548
12,46320,31661,2670772,5008,9597,2763358
13,48125,31808,2674715,5300,13143,2773091
14,53398,30507,2671293,5372,9742,2770312
15,52888,30455,2670585,5049,9120,2768097
16,45439,30239,2669822,4986,9085,2759571
17,44926,30545,2669524,5602,8292,2758889
18,44623,30288,2670290,4985,9461,2759647
19,50183,30678,2673504,5318,14168,2773851
20,50883,30281,2670157,5049,8979,2765349
21,51531,30423,2669382,5037,9323,2765696
22,46710,30349,2691677,23841,9584,2802161
23,45954,30216,2672843,4926,10801,2764740
24,47792,30335,2669445,5091,9220,2761883
25,46055,30823,2675204,4859,18258,2775199
26,65613,31812,2670700,5102,13943,2787170
27,55393,30319,2671216,4790,9447,2771165
28,45133,30195,2670149,5110,10415,2761002
29,45194,30229,2670962,4925,9410,2760720
30,45120,30256,2670368,4973,8976,2759693
31,54115,31167,2674512,5654,12784,2778232
32,51778,31300,2689343,18432,38480,2829333
33,52442,30618,2670621,5034,9329,2768044
34,44981,31170,2669999,5092,9083,2760325
35,44472,30205,2686682,17302,34253,2812914
36,78511,30280,2671000,5148,9534,2794473
37,45549,30455,2674235,5826,13101,2769166
38,56033,31148,2690571,19423,38986,2836161
39,72432,30904,2670280,4880,9313,2787809
40,45170,30602,2670535,5030,9678,2761015
41,44525,30258,2671019,4907,10252,2760961
42,45025,30623,2670222,4915,9836,2760621
43,46655,30472,2675396,6971,13016,2772510
44,49929,31090,2670436,5322,11208,2767985
45,55729,31250,2688303,16839,37667,2829788
46,68307,30300,2670442,4790,9344,2783183
47,44445,30945,2669719,5132,9440,2759681
48,44982,30517,2670822,5097,10625,2762043
49,46747,31386,2673426,5785,13388,2770732
50,51685,31109,2671246,5043,10116,2769199
