OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,2,2,0,0,0,0,sta,10075
64,8,224,224,3,3,2,2,0,0,0,0,dyn,10075
64,64,55,55,1,1,1,1,0,0,0,0,sta,2434
64,64,55,55,1,1,1,1,0,0,0,0,dyn,2434
64,32,55,55,1,1,1,1,0,0,0,0,sta,1792
64,32,55,55,1,1,1,1,0,0,0,0,dyn,1793
64,16,55,55,3,3,1,1,1,1,1,1,sta,5145
64,16,55,55,3,3,1,1,1,1,1,1,dyn,5144
64,192,55,55,1,1,1,1,0,0,0,0,sta,6771
64,192,55,55,1,1,1,1,0,0,0,0,dyn,6772
64,32,55,55,1,1,1,1,0,0,0,0,sta,1792
64,32,55,55,1,1,1,1,0,0,0,0,dyn,1792
64,16,55,55,3,3,1,1,1,1,1,1,sta,5145
64,16,55,55,3,3,1,1,1,1,1,1,dyn,5144
64,192,27,27,1,1,1,1,0,0,0,0,sta,1892
64,192,27,27,1,1,1,1,0,0,0,0,dyn,1893
128,32,27,27,1,1,1,1,0,0,0,0,sta,1024
128,32,27,27,1,1,1,1,0,0,0,0,dyn,1024
128,32,27,27,3,3,1,1,1,1,1,1,sta,5145
128,32,27,27,3,3,1,1,1,1,1,1,dyn,5261
64,384,27,27,1,1,1,1,0,0,0,0,sta,3518
64,384,27,27,1,1,1,1,0,0,0,0,dyn,3646
128,32,27,27,1,1,1,1,0,0,0,0,sta,1024
128,32,27,27,1,1,1,1,0,0,0,0,dyn,1024
128,32,27,27,3,3,1,1,1,1,1,1,sta,5145
128,32,27,27,3,3,1,1,1,1,1,1,dyn,5304
64,384,13,13,1,1,1,1,0,0,0,0,sta,1079
64,384,13,13,1,1,1,1,0,0,0,0,dyn,1139
192,48,13,13,1,1,1,1,0,0,0,0,sta,570
192,48,13,13,1,1,1,1,0,0,0,0,dyn,571
192,48,13,13,3,3,1,1,1,1,1,1,sta,3010
192,48,13,13,3,3,1,1,1,1,1,1,dyn,3421
64,576,13,13,1,1,1,1,0,0,0,0,sta,1486
64,576,13,13,1,1,1,1,0,0,0,0,dyn,1602
192,48,13,13,1,1,1,1,0,0,0,0,sta,571
192,48,13,13,1,1,1,1,0,0,0,0,dyn,571
192,48,13,13,3,3,1,1,1,1,1,1,sta,3010
192,48,13,13,3,3,1,1,1,1,1,1,dyn,3405
64,576,13,13,1,1,1,1,0,0,0,0,sta,1486
64,576,13,13,1,1,1,1,0,0,0,0,dyn,1633
256,64,13,13,1,1,1,1,0,0,0,0,sta,808
256,64,13,13,1,1,1,1,0,0,0,0,dyn,830
256,64,13,13,3,3,1,1,1,1,1,1,sta,5145
256,64,13,13,3,3,1,1,1,1,1,1,dyn,5833
64,768,13,13,1,1,1,1,0,0,0,0,sta,1892
64,768,13,13,1,1,1,1,0,0,0,0,dyn,2065
256,64,13,13,1,1,1,1,0,0,0,0,sta,808
256,64,13,13,1,1,1,1,0,0,0,0,dyn,895
256,64,13,13,3,3,1,1,1,1,1,1,sta,5145
256,64,13,13,3,3,1,1,1,1,1,1,dyn,5801
1024,768,13,13,1,1,1,1,0,0,0,0,sta,26287
1024,768,13,13,1,1,1,1,0,0,0,0,dyn,30054
