ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,118100,472400,0.47,2.22,236027904,236.03,499.64,34.44
2,MaxPool,28356,113424,0.11,0.53,0,0,0,0
3,Conv,19479,77916,0.08,0.37,102760448,102.76,1318.86,90.91
4,Conv,5007,20028,0.02,0.09,25690112,25.69,1282.71,88.42
5,Conv,43602,174408,0.17,0.82,231211008,231.21,1325.69,91.38
6,Conv,19476,77904,0.08,0.37,102760448,102.76,1319.07,90.93
7,Add,12576,50304,0.05,0.24,0,0,0,0
8,Conv,19481,77924,0.08,0.37,102760448,102.76,1318.73,90.90
9,Conv,43683,174732,0.17,0.82,231211008,231.21,1323.23,91.22
10,Conv,19477,77908,0.08,0.37,102760448,102.76,1319.00,90.92
11,Add,12576,50304,0.05,0.24,0,0,0,0
12,Conv,19541,78164,0.08,0.37,102760448,102.76,1314.68,90.63
13,Conv,43603,174412,0.17,0.82,231211008,231.21,1325.66,91.38
14,Conv,19479,77916,0.08,0.37,102760448,102.76,1318.86,90.91
15,Add,12576,50304,0.05,0.24,0,0,0,0
16,Conv,39953,159812,0.16,0.75,205520896,205.52,1286.02,88.65
17,Conv,10119,40476,0.04,0.19,51380224,51.38,1269.40,87.50
18,Conv,44934,179736,0.18,0.84,231211008,231.21,1286.39,88.68
19,Conv,19827,79308,0.08,0.37,102760448,102.76,1295.71,89.32
20,Add,6304,25216,0.03,0.12,0,0,0,0
21,Conv,20084,80336,0.08,0.38,102760448,102.76,1279.13,88.18
22,Conv,44925,179700,0.18,0.84,231211008,231.21,1286.65,88.69
23,Conv,20059,80236,0.08,0.38,102760448,102.76,1280.73,88.29
24,Add,6304,25216,0.03,0.12,0,0,0,0
25,Conv,20124,80496,0.08,0.38,102760448,102.76,1276.59,88.00
26,Conv,44922,179688,0.18,0.84,231211008,231.21,1286.74,88.70
27,Conv,20053,80212,0.08,0.38,102760448,102.76,1281.11,88.31
28,Add,6304,25216,0.03,0.12,0,0,0,0
29,Conv,20083,80332,0.08,0.38,102760448,102.76,1279.20,88.18
30,Conv,44923,179692,0.18,0.84,231211008,231.21,1286.71,88.70
31,Conv,20051,80204,0.08,0.38,102760448,102.76,1281.24,88.32
32,Add,6304,25216,0.03,0.12,0,0,0,0
33,Conv,20111,80444,0.08,0.38,102760448,102.76,1277.42,88.06
34,Conv,44926,179704,0.18,0.84,231211008,231.21,1286.62,88.69
35,Conv,20086,80344,0.08,0.38,102760448,102.76,1279.01,88.17
36,Add,6304,25216,0.03,0.12,0,0,0,0
37,Conv,20050,80200,0.08,0.38,102760448,102.76,1281.30,88.33
38,Conv,44925,179700,0.18,0.84,231211008,231.21,1286.65,88.69
39,Conv,20052,80208,0.08,0.38,102760448,102.76,1281.17,88.32
40,Add,6304,25216,0.03,0.12,0,0,0,0
41,Conv,20058,80232,0.08,0.38,102760448,102.76,1280.79,88.29
42,Conv,44932,179728,0.18,0.84,231211008,231.21,1286.45,88.68
43,Conv,20086,80344,0.08,0.38,102760448,102.76,1279.01,88.17
44,Add,6304,25216,0.03,0.12,0,0,0,0
45,Conv,20058,80232,0.08,0.38,102760448,102.76,1280.79,88.29
46,Conv,45000,180000,0.18,0.85,231211008,231.21,1284.51,88.55
47,Conv,20085,80340,0.08,0.38,102760448,102.76,1279.07,88.17
48,Add,6304,25216,0.03,0.12,0,0,0,0
49,Conv,46195,184780,0.18,0.87,205520896,205.52,1112.25,76.67
50,Conv,11691,46764,0.05,0.22,51380224,51.38,1098.71,75.74
51,Conv,49666,198664,0.20,0.93,231211008,231.21,1163.83,80.23
52,Conv,23189,92756,0.09,0.44,102760448,102.76,1107.86,76.37
53,Add,3360,13440,0.01,0.06,0,0,0,0
54,Conv,23201,92804,0.09,0.44,102760448,102.76,1107.28,76.33
55,Conv,49666,198664,0.20,0.93,231211008,231.21,1163.83,80.23
56,Conv,23195,92780,0.09,0.44,102760448,102.76,1107.57,76.35
57,Add,3360,13440,0.01,0.06,0,0,0,0
58,Conv,23275,93100,0.09,0.44,102760448,102.76,1103.76,76.09
59,Conv,49663,198652,0.20,0.93,231211008,231.21,1163.90,80.23
60,Conv,23189,92756,0.09,0.44,102760448,102.76,1107.86,76.37
61,Add,3360,13440,0.01,0.06,0,0,0,0
62,Conv,23196,92784,0.09,0.44,102760448,102.76,1107.52,76.35
63,Conv,49663,198652,0.20,0.93,231211008,231.21,1163.90,80.23
64,Conv,23195,92780,0.09,0.44,102760448,102.76,1107.57,76.35
65,Add,3360,13440,0.01,0.06,0,0,0,0
66,Conv,23192,92768,0.09,0.44,102760448,102.76,1107.71,76.36
67,Conv,49665,198660,0.20,0.93,231211008,231.21,1163.85,80.23
68,Conv,23188,92752,0.09,0.44,102760448,102.76,1107.91,76.37
69,Add,3360,13440,0.01,0.06,0,0,0,0
70,Conv,23201,92804,0.09,0.44,102760448,102.76,1107.28,76.33
71,Conv,49667,198668,0.20,0.93,231211008,231.21,1163.81,80.23
72,Conv,23202,92808,0.09,0.44,102760448,102.76,1107.24,76.33
73,Add,3360,13440,0.01,0.06,0,0,0,0
74,Conv,23204,92816,0.09,0.44,102760448,102.76,1107.14,76.32
75,Conv,49664,198656,0.20,0.93,231211008,231.21,1163.88,80.23
76,Conv,23204,92816,0.09,0.44,102760448,102.76,1107.14,76.32
77,Add,3360,13440,0.01,0.06,0,0,0,0
78,Conv,23206,92824,0.09,0.44,102760448,102.76,1107.05,76.31
79,Conv,49664,198656,0.20,0.93,231211008,231.21,1163.88,80.23
80,Conv,23189,92756,0.09,0.44,102760448,102.76,1107.86,76.37
81,Add,3360,13440,0.01,0.06,0,0,0,0
82,Conv,23199,92796,0.09,0.44,102760448,102.76,1107.38,76.34
83,Conv,49666,198664,0.20,0.93,231211008,231.21,1163.83,80.23
84,Conv,23186,92744,0.09,0.44,102760448,102.76,1108.00,76.38
85,Add,3360,13440,0.01,0.06,0,0,0,0
86,Conv,23184,92736,0.09,0.44,102760448,102.76,1108.10,76.39
