ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,10075,40300,0.04,4.52,42581376,42.58,1056.61,36.42
2,MaxPool,13998,55992,0.06,6.28,0,0,0,0
3,Conv,2434,9736,0.01,1.09,6195200,6.20,636.32,21.93
4,Conv,1792,7168,0.01,0.80,6195200,6.20,864.29,29.79
5,Conv,5145,20580,0.02,2.31,55756800,55.76,2709.27,93.38
6,Remap,1554,6216,0.01,0.70,0,0,0,0
7,Conv,6771,27084,0.03,3.04,18585600,18.59,686.22,23.65
8,Conv,1792,7168,0.01,0.80,6195200,6.20,864.29,29.79
9,Conv,5145,20580,0.02,2.31,55756800,55.76,2709.27,93.38
10,Remap,1554,6216,0.01,0.70,0,0,0,0
11,MaxPool,10542,42168,0.04,4.73,0,0,0,0
12,Conv,1892,7568,0.01,0.85,8957952,8.96,1183.66,40.80
13,Conv,1024,4096,0.00,0.46,5971968,5.97,1458.00,50.25
14,Conv,5144,20576,0.02,2.31,53747712,53.75,2612.16,90.03
15,Remap,770,3080,0.00,0.35,0,0,0,0
16,Conv,3518,14072,0.01,1.58,17915904,17.92,1273.16,43.88
17,Conv,1025,4100,0.00,0.46,5971968,5.97,1456.58,50.20
18,Conv,5145,20580,0.02,2.31,53747712,53.75,2611.65,90.02
19,Remap,770,3080,0.00,0.35,0,0,0,0
20,MaxPool,5358,21432,0.02,2.41,0,0,0,0
21,Conv,1079,4316,0.00,0.48,6230016,6.23,1443.47,49.75
22,Conv,570,2280,0.00,0.26,3115008,3.12,1366.23,47.09
23,Conv,3010,12040,0.01,1.35,28035072,28.04,2328.49,80.26
24,Remap,298,1192,0.00,0.13,0,0,0,0
25,Conv,1486,5944,0.01,0.67,9345024,9.35,1572.18,54.19
26,Conv,571,2284,0.00,0.26,3115008,3.12,1363.84,47.01
27,Conv,3010,12040,0.01,1.35,28035072,28.04,2328.49,80.26
28,Remap,298,1192,0.00,0.13,0,0,0,0
29,Conv,1486,5944,0.01,0.67,12460032,12.46,2096.24,72.25
30,Conv,808,3232,0.00,0.36,5537792,5.54,1713.43,59.06
31,Conv,5145,20580,0.02,2.31,49840128,49.84,2421.77,83.47
32,Remap,386,1544,0.00,0.17,0,0,0,0
33,Conv,1892,7568,0.01,0.85,16613376,16.61,2195.21,75.66
34,Conv,808,3232,0.00,0.36,5537792,5.54,1713.43,59.06
35,Conv,5145,20580,0.02,2.31,49840128,49.84,2421.77,83.47
36,Remap,386,1544,0.00,0.17,0,0,0,0
37,Conv,26287,105148,0.11,11.80,259584000,259.58,2468.75,85.09
38,AveragePool,84672,338688,0.34,38.01,0,0,0,0
