round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,103737,30707,926023,9500,56795,1126762
2,56138,68186,897649,5665,12135,1039773
3,65611,30964,897791,5990,10770,1011126
4,62705,30383,897800,5687,10661,1007236
5,54860,30421,897785,5921,10670,999657
6,53584,30443,897631,5821,10562,998041
7,53984,30872,898866,6634,11585,1001941
8,53917,30869,897703,5979,10449,998917
9,75053,30379,898075,5739,12092,1021338
10,51924,30805,897981,5983,11658,998351
11,51624,31098,897889,5850,11397,997858
12,54035,30707,897121,5909,11208,998980
13,50588,30567,897058,5994,10217,994424
14,67499,30533,897643,5645,10671,1011991
15,58659,30369,896944,6121,9640,1001733
16,57809,30329,896789,5646,9812,1000385
17,57894,30430,897117,5698,9785,1000924
18,57729,30651,896908,6127,9637,1001052
19,57840,30262,896814,5653,9849,1000418
20,69057,44737,896749,6316,10694,1027553
21,60617,30296,896984,6563,10455,1004915
22,48738,30314,897669,6329,10320,993370
23,46566,30250,897170,5767,9887,989640
24,47011,30532,897299,6123,10699,991664
25,48691,30363,897573,6234,11193,994054
26,49512,30562,898880,5917,11458,996329
27,54817,30716,898100,5851,11061,1000545
28,48404,30621,897566,6211,10652,993454
29,49328,30600,896894,6175,10950,993947
30,51276,30560,897566,5829,9991,995222
31,50139,30662,897079,5895,10378,994153
32,47102,30317,896915,6087,9755,990176
33,46370,30351,902517,6080,15610,1000928
34,61361,31503,900355,6240,13677,1013136
35,83476,60044,899093,5813,12908,1061334
36,49156,30753,899829,6743,14349,1000830
37,53113,30846,900166,5775,12688,1002588
38,61556,30304,904261,6786,16091,1018998
39,56797,32020,899791,6049,13707,1008364
40,56596,33737,900459,5811,14947,1011550
41,49907,33396,931535,6531,54916,1076285
42,102271,31007,899794,5758,14760,1053590
43,56888,30183,899999,6576,13850,1007496
44,62432,33777,898662,7055,14673,1016599
45,63758,30744,900072,6272,13759,1014605
46,55032,30323,898682,5985,12948,1002970
47,49703,30575,898301,6066,11418,996063
48,47424,30549,897819,5879,10674,992345
49,47681,30387,898014,6363,11268,993713
50,60149,30410,898614,5989,11787,1006949
