round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,92372,29667,2899770,4712,10015,3036536
2,43682,29643,2963120,7536,44506,3088487
3,123290,85230,2902633,3107,11708,3125968
4,48862,56856,2903767,3875,12549,3025909
5,115399,51059,2973997,7480,46116,3194051
6,79480,61836,2965005,7492,44285,3158098
7,97911,32065,2967232,7248,44544,3149000
8,82198,60478,2958635,7695,46615,3155621
9,47936,30155,2902420,3915,10879,2995305
10,86831,66058,2937777,7104,18529,3116299
11,129070,69667,2976824,67171,15691,3258423
12,45952,30589,2931307,34419,72561,3114828
13,45950,67677,2958981,28026,74661,3175295
14,74824,30815,2901464,27276,77395,3111774
15,52071,31600,2903681,6053,53128,3046533
16,53861,31028,3069376,64959,40851,3260075
17,49674,30720,3037500,5748,13490,3137132
18,81422,61024,2974148,5025,67012,3188631
19,140841,57635,2903113,4990,12325,3118904
20,91334,31927,2932366,5461,39853,3100941
21,116445,81734,2932159,5566,48326,3184230
22,86012,62067,2954558,65113,74023,3241773
23,46674,57519,2933667,5759,48509,3092128
24,110315,30582,2932586,66016,73263,3212762
25,47471,30745,2975352,10442,20328,3084338
26,79022,62301,3040624,5354,52595,3239896
27,77616,60328,3034284,6325,48848,3227401
28,73342,30775,2931778,5134,10121,3051150
29,45650,30386,2931379,5240,14378,3027033
30,76244,61373,3041061,6028,54667,3239373
31,79009,60978,3042582,5497,51439,3239505
32,75799,71589,3015937,5163,50561,3219049
33,77405,65931,2930831,5156,13824,3093147
34,81158,60698,2934760,5148,13954,3095718
35,67249,30985,2931386,5490,53699,3088809
36,91762,67876,2932525,6084,53753,3152000
37,84237,61243,2925420,5022,49155,3125077
38,79511,30994,3038252,6111,48511,3203379
39,46330,30989,2929754,5178,13869,3026120
40,74587,66072,2929808,5309,14308,3090084
41,85858,63428,2938780,6188,50973,3145227
42,81792,60179,2930818,4937,11449,3089175
43,50449,30564,3038278,5090,46766,3171147
44,47202,30560,3032168,5118,13937,3128985
45,128697,59951,2935028,5123,14180,3142979
46,46336,30588,2932862,5082,59648,3074516
47,79509,61260,2930820,4932,47627,3124148
48,51353,30632,3030852,5217,55052,3173106
49,76741,66132,3030600,5206,13630,3192309
50,76371,30660,2929729,6024,49739,3092523
