ins_idx,latency(cycles),latency(ns)
1,26906,107624
2,37957,151828
3,106851,427404
4,15908,63632
5,107664,430656
6,215003,860012
7,7698,30792
8,117422,469688
9,234519,938076
10,4556,18224
11,78390,313560
12,78390,313560
13,1224,4896
14,1634869,6539476
15,267082,1068328
16,66894,267576
