ins_idx,latency(cycles),latency(ns)
1,86765,347060
2,692723,2770892
3,63238,252952
4,346463,1385852
5,692726,2770904
6,25220,100880
7,346464,1385856
8,692724,2770896
9,692723,2770892
10,692721,2770884
11,12932,51728
12,353531,1414124
13,706859,2827436
14,706857,2827428
15,706862,2827448
16,7300,29200
17,198066,792264
18,198064,792256
19,198068,792272
20,198063,792252
21,2180,8720
22,1634952,6539808
23,267073,1068292
24,66880,267520
