round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,134361,30564,14576149,35903,82681,14859658
2,121492,58647,14608198,65414,79529,14933280
3,51090,30655,14576844,76930,48755,14784274
4,82995,60414,14606383,59689,84835,14894316
5,55568,32312,14637762,78517,92097,14896256
6,104373,66083,14647474,117289,142219,15077438
7,130043,131987,14654037,116135,151420,15183622
8,167091,140084,14653400,107813,105754,15174142
9,94769,44783,14648162,96650,130823,15015187
10,151926,91729,14656390,91438,129932,15121415
11,156508,108814,14630671,27372,117031,15040396
12,157755,97014,14619860,27930,76002,14978561
13,237066,106635,14612280,26050,114338,15096369
14,103691,46535,14591926,79960,151233,14973345
15,154621,140435,14625467,77163,121462,15119148
16,130450,100108,14648292,116473,149937,15145260
17,153686,135371,14653015,84603,64547,15091222
18,93675,45830,14662939,113156,145608,15061208
19,139506,51928,14646532,104325,147046,15089337
20,124488,121235,14655677,108756,145547,15155703
21,153128,53109,14611416,25641,80171,14923465
22,158276,102441,14615041,26496,98289,15000543
23,160632,105889,14591285,12182,66712,14936700
24,116014,51590,14620585,9122,54212,14851523
25,204748,53916,14654184,25200,53974,14992022
26,135585,61685,14645181,112028,160381,15114860
27,194037,91826,14650377,110832,156090,15203162
28,203992,133853,14642512,110599,152377,15243333
29,202280,130189,14651616,101306,172869,15258260
30,122456,119831,14602063,25157,50077,14919584
31,124707,105081,14649549,102615,162895,15144847
32,116024,53752,14615053,26547,101235,14912611
33,146457,59867,14618521,26890,120319,14972054
34,165160,94141,14638591,50472,125592,15073956
35,122775,93006,14647762,97673,142917,15104133
36,123732,90856,14660185,136613,157895,15169281
37,159882,84444,14654495,122579,161559,15182959
38,169763,142638,14655633,123884,157846,15249764
39,166425,142251,14667480,63530,150887,15190573
40,165530,136909,14654413,96061,144718,15197631
41,158830,46838,14643967,93038,159697,15102370
42,121130,129339,14608571,51007,109312,15019359
43,112569,51568,14621634,27415,111988,14925174
44,141411,56138,14620558,27345,109796,14955248
45,164465,56293,14615495,27670,60374,14924297
46,103350,51588,14660487,96473,134963,15046861
47,124652,60401,14614306,25793,112642,14937794
48,115418,50892,14620881,72183,99141,14958515
49,107653,45816,14656532,110469,148679,15069149
50,108168,52411,14603033,25260,110356,14899228
