Index,Name,Type
97,/features/stage2/unit5/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv
98,/features/stage2/unit5/branches/branch3/conv_list/conv3/conv/Conv_quant,Conv
99,/features/stage2/unit5/branches/branch3/conv_list/conv4/conv/Conv_quant,Conv
100,/features/stage2/unit5/branches/branch3/conv_list/conv5/conv/Conv_quant,Conv
101,/features/stage2/unit5/branches/Concat_quant/0,Remap
102,/features/stage2/unit5/branches/Concat_quant/1,Remap
103,/features/stage2/unit5/branches/Concat_quant/3,Remap
104,/features/stage3/unit1/branches/branch1/conv_list/conv1/conv/Conv_quant,Conv
105,/features/stage3/unit1/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv
106,/features/stage3/unit1/branches/branch3/pool/MaxPool,MaxPool
107,/features/stage3/unit1/branches/branch1/conv_list/conv2/conv/Conv_quant,Conv
108,/features/stage3/unit1/branches/branch2/conv_list/conv2/conv/Conv_quant,Conv
109,/features/stage3/unit1/branches/branch2/conv_list/conv3/conv/Conv_quant,Conv
110,/features/stage3/unit1/branches/branch2/conv_list/conv4/conv/Conv_quant,Conv
111,/features/stage3/unit1/branches/Concat_quant/0,Remap
112,/features/stage3/unit1/branches/Concat_quant/2,Remap
113,/features/stage3/unit2/branches/branch1/conv/conv/Conv_quant,Conv
114,/features/stage3/unit2/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv
115,/features/stage3/unit2/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv
116,/features/stage3/unit2/branches/branch4/pool/AveragePool_quant,AveragePool
117,/features/stage3/unit2/branches/branch2/conv1x3/conv/Conv_quant,Conv
118,/features/stage3/unit2/branches/branch2/conv3x1/conv/Conv_quant,Conv
119,/features/stage3/unit2/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv
120,/features/stage3/unit2/branches/branch4/conv/conv/Conv_quant,Conv
121,/features/stage3/unit2/branches/branch3/conv1x3/conv/Conv_quant,Conv
122,/features/stage3/unit2/branches/branch3/conv3x1/conv/Conv_quant,Conv
123,/features/stage3/unit2/branches/Concat_quant/0,Remap
124,/features/stage3/unit2/branches/Concat_quant/2,Remap
125,/features/stage3/unit2/branches/Concat_quant/3,Remap
126,/features/stage3/unit2/branches/Concat_quant/4,Remap
127,/features/stage3/unit2/branches/Concat_quant/5,Remap
128,/features/stage3/unit3/branches/branch1/conv/conv/Conv_quant,Conv
129,/features/stage3/unit3/branches/branch2/conv_list/conv1/conv/Conv_quant,Conv
130,/features/stage3/unit3/branches/branch3/conv_list/conv1/conv/Conv_quant,Conv
131,/features/stage3/unit3/branches/branch4/pool/AveragePool_quant,AveragePool
132,/features/stage3/unit3/branches/branch2/conv1x3/conv/Conv_quant,Conv
133,/features/stage3/unit3/branches/branch2/conv3x1/conv/Conv_quant,Conv
134,/features/stage3/unit3/branches/branch3/conv_list/conv2/conv/Conv_quant,Conv
135,/features/stage3/unit3/branches/branch4/conv/conv/Conv_quant,Conv
136,/features/stage3/unit3/branches/branch3/conv1x3/conv/Conv_quant,Conv
137,/features/stage3/unit3/branches/branch3/conv3x1/conv/Conv_quant,Conv
138,/features/stage3/unit3/branches/Concat_quant/0,Remap
139,/features/stage3/unit3/branches/Concat_quant/2,Remap
140,/features/stage3/unit3/branches/Concat_quant/3,Remap
141,/features/stage3/unit3/branches/Concat_quant/4,Remap
142,/features/stage3/unit3/branches/Concat_quant/5,Remap
143,/features/final_pool/AveragePool_quant,AveragePool
144,/output/fc/Gemm_quant,Fc
145,End,End
