ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,38519,154076,0.15,1.27,38363328,38.36,248.99,17.16
2,Conv,149484,597936,0.60,4.93,398297088,398.30,666.12,45.92
3,Conv,149485,597940,0.60,4.93,796594176,796.59,1332.23,91.84
4,MaxPool,48228,192912,0.19,1.59,0,0,0,0
5,Conv,16607,66428,0.07,0.55,54568960,54.57,821.48,56.63
6,Conv,261882,1047528,1.05,8.64,1393735680,1393.74,1330.50,91.72
7,MaxPool,33828,135312,0.14,1.12,0,0,0,0
8,Conv,5969,23876,0.02,0.20,30105600,30.11,1260.91,86.92
9,Conv,5969,23876,0.02,0.20,22579200,22.58,945.69,65.19
10,Conv,5972,23888,0.02,0.20,30105600,30.11,1260.28,86.88
11,AveragePool,33828,135312,0.14,1.12,0,0,0,0
12,Conv,36348,145392,0.15,1.20,188160000,188.16,1294.16,89.21
13,Conv,34988,139952,0.14,1.15,135475200,135.48,968.01,66.73
14,Conv,6050,24200,0.02,0.20,15052800,15.05,622.02,42.88
15,Conv,52307,209228,0.21,1.73,203212800,203.21,971.25,66.95
16,Remap,648,2592,0.00,0.02,0,0,0,0
17,Remap,340,1360,0.00,0.01,0,0,0,0
18,Remap,956,3824,0.00,0.03,0,0,0,0
19,Conv,7897,31588,0.03,0.26,40140800,40.14,1270.76,87.60
20,Conv,7893,31572,0.03,0.26,30105600,30.11,953.55,65.73
21,Conv,7897,31588,0.03,0.26,40140800,40.14,1270.76,87.60
22,AveragePool,45060,180240,0.18,1.49,0,0,0,0
23,Conv,36390,145560,0.15,1.20,188160000,188.16,1292.66,89.11
24,Conv,34942,139768,0.14,1.15,135475200,135.48,969.29,66.82
25,Conv,7897,31588,0.03,0.26,40140800,40.14,1270.76,87.60
26,Conv,52291,209164,0.21,1.73,203212800,203.21,971.55,66.97
27,Remap,648,2592,0.00,0.02,0,0,0,0
28,Remap,648,2592,0.00,0.02,0,0,0,0
29,Remap,648,2592,0.00,0.02,0,0,0,0
30,Conv,8860,35440,0.04,0.29,45158400,45.16,1274.22,87.84
31,Conv,8860,35440,0.04,0.29,33868800,33.87,955.67,65.88
32,Conv,8862,35448,0.04,0.29,45158400,45.16,1273.93,87.82
33,AveragePool,50676,202704,0.20,1.67,0,0,0,0
34,Conv,36382,145528,0.15,1.20,188160000,188.16,1292.95,89.13
35,Conv,34905,139620,0.14,1.15,135475200,135.48,970.31,66.89
36,Conv,8868,35472,0.04,0.29,45158400,45.16,1273.07,87.76
37,Conv,52298,209192,0.21,1.73,203212800,203.21,971.42,66.96
38,Remap,648,2592,0.00,0.02,0,0,0,0
39,Remap,648,2592,0.00,0.02,0,0,0,0
40,Remap,648,2592,0.00,0.02,0,0,0,0
41,Conv,119446,477784,0.48,3.94,575299584,575.30,1204.10,83.00
42,Conv,8866,35464,0.04,0.29,45158400,45.16,1273.36,87.78
43,MaxPool,13092,52368,0.05,0.43,0,0,0,0
44,Conv,34941,139764,0.14,1.15,135475200,135.48,969.31,66.82
45,Conv,13874,55496,0.06,0.46,47941632,47.94,863.88,59.55
46,Remap,716,2864,0.00,0.02,0,0,0,0
47,Remap,260,1040,0.00,0.01,0,0,0,0
48,Conv,17865,71460,0.07,0.59,85229568,85.23,1192.69,82.22
49,Conv,12322,49288,0.05,0.41,56819712,56.82,1152.81,79.47
50,Conv,12352,49408,0.05,0.41,56819712,56.82,1150.01,79.27
51,AveragePool,34692,138768,0.14,1.14,0,0,0,0
52,Conv,13942,55768,0.06,0.46,66289664,66.29,1188.67,81.94
53,Conv,13943,55772,0.06,0.46,66289664,66.29,1188.58,81.93
54,Conv,17867,71468,0.07,0.59,85229568,85.23,1192.56,82.21
55,Conv,20809,83236,0.08,0.69,99434496,99.43,1194.61,82.35
56,Conv,13942,55768,0.06,0.46,66289664,66.29,1188.67,81.94
57,Conv,14377,57508,0.06,0.47,66289664,66.29,1152.70,79.46
58,Conv,20806,83224,0.08,0.69,99434496,99.43,1194.78,82.36
59,Remap,488,1952,0.00,0.02,0,0,0,0
60,Remap,488,1952,0.00,0.02,0,0,0,0
61,Remap,488,1952,0.00,0.02,0,0,0,0
62,Conv,17866,71464,0.07,0.59,85229568,85.23,1192.62,82.21
63,Conv,17867,71468,0.07,0.59,71024640,71.02,993.80,68.51
64,Conv,17866,71464,0.07,0.59,71024640,71.02,993.85,68.51
65,AveragePool,34692,138768,0.14,1.14,0,0,0,0
66,Conv,25966,103864,0.10,0.86,103577600,103.58,997.24,68.74
67,Conv,25966,103864,0.10,0.86,103577600,103.58,997.24,68.74
68,Conv,17867,71468,0.07,0.59,85229568,85.23,1192.56,82.21
69,Conv,25964,103856,0.10,0.86,124293120,124.29,1196.78,82.50
70,Conv,25967,103868,0.10,0.86,103577600,103.58,997.20,68.74
71,Conv,25971,103884,0.10,0.86,103577600,103.58,997.05,68.73
72,Conv,25966,103864,0.10,0.86,124293120,124.29,1196.69,82.49
73,Remap,488,1952,0.00,0.02,0,0,0,0
74,Remap,488,1952,0.00,0.02,0,0,0,0
75,Remap,488,1952,0.00,0.02,0,0,0,0
76,Conv,17866,71464,0.07,0.59,85229568,85.23,1192.62,82.21
77,Conv,17865,71460,0.07,0.59,71024640,71.02,993.91,68.51
78,Conv,17866,71464,0.07,0.59,71024640,71.02,993.85,68.51
79,AveragePool,34692,138768,0.14,1.14,0,0,0,0
80,Conv,25967,103868,0.10,0.86,103577600,103.58,997.20,68.74
81,Conv,25971,103884,0.10,0.86,103577600,103.58,997.05,68.73
82,Conv,17867,71468,0.07,0.59,85229568,85.23,1192.56,82.21
83,Conv,25968,103872,0.10,0.86,124293120,124.29,1196.60,82.49
84,Conv,25966,103864,0.10,0.86,103577600,103.58,997.24,68.74
85,Conv,25966,103864,0.10,0.86,103577600,103.58,997.24,68.74
86,Conv,25966,103864,0.10,0.86,124293120,124.29,1196.69,82.49
87,Remap,488,1952,0.00,0.02,0,0,0,0
88,Remap,488,1952,0.00,0.02,0,0,0,0
89,Remap,488,1952,0.00,0.02,0,0,0,0
90,Conv,17866,71464,0.07,0.59,85229568,85.23,1192.62,82.21
91,Conv,17867,71468,0.07,0.59,85229568,85.23,1192.56,82.21
92,Conv,17867,71468,0.07,0.59,85229568,85.23,1192.56,82.21
93,AveragePool,34692,138768,0.14,1.14,0,0,0,0
94,Conv,31114,124456,0.12,1.03,149151744,149.15,1198.43,82.61
95,Conv,31113,124452,0.12,1.03,149151744,149.15,1198.47,82.61
96,Conv,17866,71464,0.07,0.59,85229568,85.23,1192.62,82.21
97,Conv,31118,124472,0.12,1.03,149151744,149.15,1198.28,82.60
98,Conv,31113,124452,0.12,1.03,149151744,149.15,1198.47,82.61
99,Conv,31114,124456,0.12,1.03,149151744,149.15,1198.43,82.61
100,Conv,31118,124472,0.12,1.03,149151744,149.15,1198.28,82.60
101,Remap,488,1952,0.00,0.02,0,0,0,0
102,Remap,488,1952,0.00,0.02,0,0,0,0
103,Remap,488,1952,0.00,0.02,0,0,0,0
104,Conv,17866,71464,0.07,0.59,85229568,85.23,1192.62,82.21
105,Conv,17867,71468,0.07,0.59,85229568,85.23,1192.56,82.21
106,MaxPool,7044,28176,0.03,0.23,0,0,0,0
107,Conv,13455,53820,0.05,0.44,70778880,70.78,1315.10,90.66
108,Conv,31113,124452,0.12,1.03,149151744,149.15,1198.47,82.61
109,Conv,31118,124472,0.12,1.03,149151744,149.15,1198.28,82.60
110,Conv,8149,32596,0.03,0.27,42467328,42.47,1302.84,89.81
111,Remap,416,1664,0.00,0.01,0,0,0,0
112,Remap,128,512,0.00,0.00,0,0,0,0
113,Conv,10011,40044,0.04,0.33,52428800,52.43,1309.28,90.25
114,Conv,11979,47916,0.05,0.40,62914560,62.91,1313.02,90.51
115,Conv,13941,55764,0.06,0.46,73400320,73.40,1316.27,90.74
116,AveragePool,11652,46608,0.05,0.38,0,0,0,0
117,Conv,10796,43184,0.04,0.36,56623104,56.62,1311.21,90.39
118,Conv,10794,43176,0.04,0.36,56623104,56.62,1311.45,90.40
119,Conv,37304,149216,0.15,1.23,198180864,198.18,1328.15,91.55
120,Conv,6088,24352,0.02,0.20,31457280,31.46,1291.77,89.05
121,Conv,10804,43216,0.04,0.36,56623104,56.62,1310.23,90.32
122,Conv,10796,43184,0.04,0.36,56623104,56.62,1311.21,90.39
123,Remap,192,768,0.00,0.01,0,0,0,0
124,Remap,224,896,0.00,0.01,0,0,0,0
125,Remap,128,512,0.00,0.00,0,0,0,0
126,Remap,224,896,0.00,0.01,0,0,0,0
127,Remap,224,896,0.00,0.01,0,0,0,0
128,Conv,15904,63616,0.06,0.52,83886080,83.89,1318.63,90.90
129,Conv,19041,76164,0.08,0.63,100663296,100.66,1321.67,91.11
130,Conv,22179,88716,0.09,0.73,117440512,117.44,1323.78,91.25
131,AveragePool,18564,74256,0.07,0.61,0,0,0,0
132,Conv,10805,43220,0.04,0.36,56623104,56.62,1310.11,90.31
133,Conv,10804,43216,0.04,0.36,56623104,56.62,1310.23,90.32
134,Conv,37302,149208,0.15,1.23,198180864,198.18,1328.22,91.56
135,Conv,9626,38504,0.04,0.32,50331648,50.33,1307.18,90.11
136,Conv,10803,43212,0.04,0.36,56623104,56.62,1310.36,90.33
137,Conv,10797,43188,0.04,0.36,56623104,56.62,1311.08,90.38
138,Remap,192,768,0.00,0.01,0,0,0,0
