round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,106887,30602,1427630,4771,9044,1578934
2,48515,30461,1428321,4776,9660,1521733
3,82002,41593,1427907,4743,9273,1565518
4,59336,30911,1427865,4742,9256,1532110
5,73091,30791,1427325,4843,8976,1545026
6,58089,47417,1427647,4700,8719,1546572
7,59220,30793,1428888,4666,10562,1534129
8,240004,30277,1429387,4762,9521,1713951
9,50149,30640,1429647,5346,31074,1546856
10,77768,51417,1429685,4902,12163,1575935
11,90797,30581,1428226,4861,11368,1565833
12,49764,30378,1444103,4760,8753,1537758
13,62589,45046,1427757,4660,8406,1548458
14,59492,30182,1428460,5200,9484,1532818
15,60563,30336,1427679,19168,8614,1546360
16,56106,30193,1439552,4863,8183,1538897
17,56575,30379,1428406,4519,8962,1528841
18,45475,30334,1429150,4741,9561,1519261
19,77128,30638,1428450,4779,9295,1550290
20,65148,30533,1433498,4745,8862,1542786
21,51038,31579,1430990,4895,11395,1529897
22,53942,30792,1429418,5282,29448,1548882
23,93893,49871,1427381,5052,9787,1585984
24,64494,35558,1428121,5093,10830,1544096
25,62076,30408,1427728,4701,8402,1533315
26,46308,30333,1427310,4800,8045,1516796
27,45174,30305,1427885,4842,8229,1516435
28,46398,30316,1428854,4906,10320,1520794
29,48205,71309,1429168,4892,10713,1564287
30,51045,30820,1428813,4761,9911,1525350
31,59328,31562,1430543,5203,11213,1537849
32,53058,30651,1429042,4777,10141,1527669
33,55377,30241,1427955,4671,8384,1526628
34,49334,30484,1427450,4680,8153,1520101
35,45846,30280,1427538,4895,8290,1516849
36,46109,30256,1428828,4730,9375,1519298
37,47430,30355,1427282,4769,7983,1517819
38,45069,30343,1427545,4842,8760,1516559
39,45937,30311,1452129,4670,9990,1543037
40,48649,30391,1428634,4990,10659,1523323
41,60523,30820,1431009,5561,12074,1539987
42,51521,31162,1429966,4787,11217,1528653
43,52400,30675,1428833,4680,10159,1526747
44,57809,30264,1428740,5021,9906,1531740
45,48897,30285,1428899,5055,15092,1528228
46,46929,30408,1428159,4844,9008,1519348
47,47079,30267,1428193,4759,8728,1519026
48,46346,30196,1428184,4705,8896,1518327
49,46694,30264,1427946,4742,9288,1518934
50,46619,30281,1428552,4528,11048,1521028
