ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,86765,347060,0.35,0.90,173408256,173.41,499.65,34.44
2,Conv,692723,2770892,2.77,7.22,3699376128,3699.38,1335.08,92.03
3,MaxPool,63238,252952,0.25,0.66,0,0,0,0
4,Conv,346463,1385852,1.39,3.61,1849688064,1849.69,1334.69,92.01
5,Conv,692726,2770904,2.77,7.22,3699376128,3699.38,1335.08,92.03
6,MaxPool,25220,100880,0.10,0.26,0,0,0,0
7,Conv,346464,1385856,1.39,3.61,1849688064,1849.69,1334.69,92.01
8,Conv,692724,2770896,2.77,7.22,3699376128,3699.38,1335.08,92.03
9,Conv,692723,2770892,2.77,7.22,3699376128,3699.38,1335.08,92.03
10,Conv,692721,2770884,2.77,7.22,3699376128,3699.38,1335.09,92.03
11,MaxPool,12932,51728,0.05,0.13,0,0,0,0
12,Conv,353531,1414124,1.41,3.69,1849688064,1849.69,1308.01,90.17
13,Conv,706859,2827436,2.83,7.37,3699376128,3699.38,1308.39,90.19
14,Conv,706857,2827428,2.83,7.37,3699376128,3699.38,1308.39,90.19
15,Conv,706862,2827448,2.83,7.37,3699376128,3699.38,1308.38,90.19
16,MaxPool,7300,29200,0.03,0.08,0,0,0,0
17,Conv,198066,792264,0.79,2.07,924844032,924.84,1167.34,80.47
18,Conv,198064,792256,0.79,2.07,924844032,924.84,1167.36,80.47
19,Conv,198068,792272,0.79,2.07,924844032,924.84,1167.33,80.47
20,Conv,198063,792252,0.79,2.07,924844032,924.84,1167.36,80.47
21,MaxPool,2180,8720,0.01,0.02,0,0,0,0
22,Fc,1634952,6539808,6.54,17.05,205520896,205.52,31.43,98.21
23,Fc,267073,1068292,1.07,2.79,33554432,33.55,31.41,98.15
24,Fc,66880,267520,0.27,0.70,8192000,8.19,30.62,95.69
