round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,122469,88501,38433187,75307,76626,38796090
2,131675,89109,38458630,70642,86944,38837000
3,107503,74838,38465269,99637,137356,38884603
4,199372,137897,38467896,27393,73600,38906158
5,137863,60877,38469125,112172,152322,38932359
6,215169,145660,38464615,100421,137045,39062910
7,311471,132480,38425749,62899,77079,39009678
8,107669,91106,38458499,12158,36104,38705536
9,96313,74813,38466880,104704,137861,38880571
10,198515,143925,38476006,114226,148280,39080952
11,194515,140449,38470519,96708,149311,39051502
12,189501,129168,38472022,116951,118290,39025932
13,97675,44988,38470460,107653,149167,38869943
14,197212,126807,38462312,96493,135615,39018439
15,194294,137629,38475759,117746,148369,39073797
16,212014,130209,38463277,95710,135729,39036939
17,198611,132603,38462288,114780,147217,39055499
18,191409,133386,38462113,97546,137016,39021470
19,198303,132597,38463501,96004,135816,39026221
20,201159,127414,38467893,118934,147729,39063129
21,189839,120716,38462702,96427,142371,39012055
22,203930,129479,38494284,118996,146329,39093018
23,174324,77068,38448785,106807,91477,38898461
24,107576,51898,38467566,43034,108390,38778464
25,219339,91236,38401886,3300,18501,38734262
26,52340,30390,38439946,13269,29502,38565447
27,120699,67188,38431640,9396,54832,38683755
28,99518,60857,38432879,9817,51574,38654645
29,116134,63006,38441390,9629,56499,38686658
30,168144,64719,38434388,8959,52378,38728588
31,116961,63133,38434128,8917,52772,38675911
32,115244,63535,38433556,9131,52450,38673916
33,115535,62098,38433395,8567,53706,38673301
34,114628,63884,38437025,9519,53833,38678889
35,101652,59693,38439243,8954,51600,38661142
36,163952,55138,38431050,9136,51469,38710745
37,114867,56769,38435378,8770,51088,38666872
38,114284,60737,38456948,4152,18965,38655086
39,85392,66109,38444189,9235,52028,38656953
40,107556,54658,38412068,13227,68488,38655997
41,122131,56819,38434218,8653,52105,38673926
42,116593,62692,38435028,9182,51987,38675482
43,117002,61611,38408042,11224,62113,38659992
44,122643,52889,38433246,8857,52430,38670065
45,112402,55208,38433477,8772,51742,38661601
46,115144,61962,38429025,11019,49012,38666162
47,105335,40975,38435346,9454,54726,38645836
48,133487,118228,38434207,9010,52248,38747180
49,114533,54509,38432819,8625,51281,38661767
50,89300,40313,38429605,8757,51079,38619054
