ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
36,Conv,8820,35280,0.04,0.63,102760448,102.76,2912.71,50.20
37,Add,3360,13440,0.01,0.24,0,0,0,0
38,Conv,8743,34972,0.03,0.62,102760448,102.76,2938.36,50.64
39,Conv,13299,53196,0.05,0.94,231211008,231.21,4346.40,74.90
40,Conv,8746,34984,0.03,0.62,102760448,102.76,2937.36,50.62
41,Add,3360,13440,0.01,0.24,0,0,0,0
42,Conv,8740,34960,0.03,0.62,102760448,102.76,2939.37,50.66
43,Conv,13300,53200,0.05,0.94,231211008,231.21,4346.07,74.90
44,Conv,8745,34980,0.03,0.62,102760448,102.76,2937.69,50.63
45,Add,3360,13440,0.01,0.24,0,0,0,0
46,Conv,8744,34976,0.03,0.62,102760448,102.76,2938.03,50.63
47,Conv,13299,53196,0.05,0.94,231211008,231.21,4346.40,74.90
48,Conv,8814,35256,0.04,0.63,102760448,102.76,2914.69,50.23
49,Add,3360,13440,0.01,0.24,0,0,0,0
50,Conv,8741,34964,0.03,0.62,102760448,102.76,2939.04,50.65
51,Conv,13299,53196,0.05,0.94,231211008,231.21,4346.40,74.90
52,Conv,8742,34968,0.03,0.62,102760448,102.76,2938.70,50.64
53,Add,3360,13440,0.01,0.24,0,0,0,0
54,Conv,8745,34980,0.03,0.62,102760448,102.76,2937.69,50.63
55,Conv,13300,53200,0.05,0.94,231211008,231.21,4346.07,74.90
56,Conv,8742,34968,0.03,0.62,102760448,102.76,2938.70,50.64
57,Add,3360,13440,0.01,0.24,0,0,0,0
58,Conv,8740,34960,0.03,0.62,102760448,102.76,2939.37,50.66
59,Conv,13299,53196,0.05,0.94,231211008,231.21,4346.40,74.90
60,Conv,8833,35332,0.04,0.63,102760448,102.76,2908.42,50.12
61,Add,3360,13440,0.01,0.24,0,0,0,0
62,Conv,8746,34984,0.03,0.62,102760448,102.76,2937.36,50.62
63,Conv,13299,53196,0.05,0.94,231211008,231.21,4346.40,74.90
64,Conv,8746,34984,0.03,0.62,102760448,102.76,2937.36,50.62
65,Add,3360,13440,0.01,0.24,0,0,0,0
66,Conv,8739,34956,0.03,0.62,102760448,102.76,2939.71,50.66
67,Conv,13300,53200,0.05,0.94,231211008,231.21,4346.07,74.90
68,Conv,8744,34976,0.03,0.62,102760448,102.76,2938.03,50.63
69,Add,3360,13440,0.01,0.24,0,0,0,0
70,Conv,8741,34964,0.03,0.62,102760448,102.76,2939.04,50.65
71,Conv,13300,53200,0.05,0.94,231211008,231.21,4346.07,74.90
72,Conv,8743,34972,0.03,0.62,102760448,102.76,2938.36,50.64
73,Add,3360,13440,0.01,0.24,0,0,0,0
74,Conv,8741,34964,0.03,0.62,102760448,102.76,2939.04,50.65
75,Conv,19389,77556,0.08,1.38,231211008,231.21,2981.21,51.38
76,Conv,8748,34992,0.03,0.62,102760448,102.76,2936.68,50.61
77,Add,3360,13440,0.01,0.24,0,0,0,0
78,Conv,8740,34960,0.03,0.62,102760448,102.76,2939.37,50.66
79,Conv,19385,77540,0.08,1.38,231211008,231.21,2981.83,51.39
80,Conv,8743,34972,0.03,0.62,102760448,102.76,2938.36,50.64
81,Add,3360,13440,0.01,0.24,0,0,0,0
82,Conv,8738,34952,0.03,0.62,102760448,102.76,2940.04,50.67
83,Conv,19390,77560,0.08,1.38,231211008,231.21,2981.06,51.37
84,Conv,8740,34960,0.03,0.62,102760448,102.76,2939.37,50.66
85,Add,3360,13440,0.01,0.24,0,0,0,0
86,Conv,8792,35168,0.04,0.62,102760448,102.76,2921.99,50.36
87,Conv,19398,77592,0.08,1.38,231211008,231.21,2979.83,51.35
88,Conv,8754,35016,0.04,0.62,102760448,102.76,2934.67,50.57
89,Add,3360,13440,0.01,0.24,0,0,0,0
90,Conv,8811,35244,0.04,0.63,102760448,102.76,2915.69,50.25
91,Conv,19394,77576,0.08,1.38,231211008,231.21,2980.45,51.36
92,Conv,8736,34944,0.03,0.62,102760448,102.76,2940.72,50.68
93,Add,3360,13440,0.01,0.24,0,0,0,0
94,Conv,8818,35272,0.04,0.63,102760448,102.76,2913.37,50.21
95,Conv,19393,77572,0.08,1.38,231211008,231.21,2980.60,51.37
96,Conv,8830,35320,0.04,0.63,102760448,102.76,2909.41,50.14
97,Add,3360,13440,0.01,0.24,0,0,0,0
98,Conv,8741,34964,0.03,0.62,102760448,102.76,2939.04,50.65
99,Conv,19393,77572,0.08,1.38,231211008,231.21,2980.60,51.37
100,Conv,8739,34956,0.03,0.62,102760448,102.76,2939.71,50.66
101,Add,3360,13440,0.01,0.24,0,0,0,0
102,Conv,8744,34976,0.03,0.62,102760448,102.76,2938.03,50.63
103,Conv,19384,77536,0.08,1.38,231211008,231.21,2981.98,51.39
104,Conv,8756,35024,0.04,0.62,102760448,102.76,2934.00,50.56
105,Add,3360,13440,0.01,0.24,0,0,0,0
106,Conv,8743,34972,0.03,0.62,102760448,102.76,2938.36,50.64
107,Conv,19396,77584,0.08,1.38,231211008,231.21,2980.14,51.36
108,Conv,8741,34964,0.03,0.62,102760448,102.76,2939.04,50.65
109,Add,3360,13440,0.01,0.24,0,0,0,0
110,Conv,8741,34964,0.03,0.62,102760448,102.76,2939.04,50.65
111,Conv,19439,77756,0.08,1.38,231211008,231.21,2973.55,51.24
112,Conv,8742,34968,0.03,0.62,102760448,102.76,2938.70,50.64
113,Add,3360,13440,0.01,0.24,0,0,0,0
114,Conv,8740,34960,0.03,0.62,102760448,102.76,2939.37,50.66
115,Conv,19394,77576,0.08,1.38,231211008,231.21,2980.45,51.36
116,Conv,8742,34968,0.03,0.62,102760448,102.76,2938.70,50.64
117,Add,3360,13440,0.01,0.24,0,0,0,0
118,Conv,8744,34976,0.03,0.62,102760448,102.76,2938.03,50.63
119,Conv,19397,77588,0.08,1.38,231211008,231.21,2979.98,51.36
120,Conv,8742,34968,0.03,0.62,102760448,102.76,2938.70,50.64
121,Add,3360,13440,0.01,0.24,0,0,0,0
122,Conv,8741,34964,0.03,0.62,102760448,102.76,2939.04,50.65
123,Conv,19389,77556,0.08,1.38,231211008,231.21,2981.21,51.38
124,Conv,8740,34960,0.03,0.62,102760448,102.76,2939.37,50.66
125,Add,3360,13440,0.01,0.24,0,0,0,0
126,Conv,12659,50636,0.05,0.90,205520896,205.52,4058.79,69.95
127,Conv,8604,34416,0.03,0.61,51380224,51.38,1492.92,25.73
128,Conv,13300,53200,0.05,0.94,231211008,231.21,4346.07,74.90
129,Conv,6071,24284,0.02,0.43,102760448,102.76,4231.61,72.93
130,Add,2080,8320,0.01,0.15,0,0,0,0
131,Conv,6071,24284,0.02,0.43,102760448,102.76,4231.61,72.93
132,Conv,13299,53196,0.05,0.94,231211008,231.21,4346.40,74.90
133,Conv,6071,24284,0.02,0.43,102760448,102.76,4231.61,72.93
134,Add,2080,8320,0.01,0.15,0,0,0,0
135,Conv,6071,24284,0.02,0.43,102760448,102.76,4231.61,72.93
136,Conv,13299,53196,0.05,0.94,231211008,231.21,4346.40,74.90
137,Conv,6071,24284,0.02,0.43,102760448,102.76,4231.61,72.93
138,Add,2080,8320,0.01,0.15,0,0,0,0
139,AveragePool,50342,201368,0.20,3.57,0,0,0,0
140,Fc,33532,134128,0.13,2.38,4096000,4.10,30.54,95.43
