round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,90366,56560,5671137,10127,75415,5903605
2,60158,63089,5704078,35776,101168,5964269
3,83094,63118,5697406,51818,49048,5944484
4,79742,66415,5679756,8762,51197,5885872
5,101931,77696,5704332,20784,113353,6018096
6,85855,30698,5679894,3117,13128,5812692
7,94983,93621,5681339,3263,15609,5888815
8,138527,33606,5676355,4939,11059,5864486
9,79888,55327,5686092,5750,10803,5837860
10,84962,62733,5683602,3900,16790,5851987
11,92737,64052,5675803,4980,10284,5847856
12,86089,60199,5676156,4788,9924,5837156
13,55289,63871,5681812,4223,15892,5821087
14,87273,67236,5675655,4770,10227,5845161
15,81313,32482,5662836,3181,14465,5794277
16,83975,68212,5709635,69894,49682,5981398
17,53888,30737,5756084,67641,74756,5983106
18,65513,66019,5710311,5397,58506,5905746
19,101628,65877,5783054,71944,81506,6104009
20,100186,108468,5758644,67753,79023,6114074
21,73902,32080,5685238,8132,22038,5821390
22,79065,78662,5791604,35580,51203,6036114
23,77644,30837,5687217,6290,58269,5860257
24,146695,62769,5713465,67632,82393,6072954
25,62371,31640,5769940,45207,17553,5926711
26,77998,57718,5675793,73949,78006,5963464
27,74898,75850,5715282,67912,86617,6020559
28,73581,88145,5745148,66891,89338,6063103
29,171846,111750,5715508,84625,87376,6171105
30,80580,102327,5758047,80535,101445,6122934
31,101232,43909,5752627,96445,116998,6111211
32,156760,141329,5720763,20712,57579,6097143
33,141426,136937,5759329,25997,69320,6133009
34,120071,165024,5700404,143357,70536,6199392
35,170371,63579,5736510,97138,128008,6195606
36,105621,121616,5767873,106171,144368,6245649
37,156329,119558,5745407,25153,62082,6108529
38,122014,52023,5723413,25368,66732,5989550
39,111509,68026,5730378,25519,167935,6103367
40,115530,53538,5759421,97200,55920,6081609
41,105280,50826,5718372,24363,66738,5965579
42,108590,51082,5747837,104277,69048,6080834
43,102092,123562,5768768,24336,59159,6077917
44,100254,48616,5718361,24871,104383,5996485
45,112212,50256,5749503,26939,104073,6042983
46,112112,47542,5704307,26512,59117,5949590
47,119967,94255,5724076,25135,50491,6013924
48,102285,48249,5752342,24775,94056,6021707
49,137377,82356,5708722,24761,121204,6074420
50,190997,93089,5749580,100778,173219,6307663
