ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,54567,218268,0.22,2.68,236027904,236.03,1081.37,37.27
2,MaxPool,14284,57136,0.06,0.70,0,0,0,0
3,Conv,9146,36584,0.04,0.45,102760448,102.76,2808.89,96.81
4,Conv,2479,9916,0.01,0.12,25690112,25.69,2590.77,89.30
5,Conv,20311,81244,0.08,1.00,231211008,231.21,2845.88,98.09
6,Conv,9147,36588,0.04,0.45,102760448,102.76,2808.58,96.80
7,Add,12578,50312,0.05,0.62,0,0,0,0
8,Conv,9230,36920,0.04,0.45,102760448,102.76,2783.33,95.93
9,Conv,20310,81240,0.08,1.00,231211008,231.21,2846.02,98.09
10,Conv,9147,36588,0.04,0.45,102760448,102.76,2808.58,96.80
11,Add,12578,50312,0.05,0.62,0,0,0,0
12,Conv,9146,36584,0.04,0.45,102760448,102.76,2808.89,96.81
13,Conv,20388,81552,0.08,1.00,231211008,231.21,2835.14,97.72
14,Conv,9218,36872,0.04,0.45,102760448,102.76,2786.95,96.06
15,Add,12578,50312,0.05,0.62,0,0,0,0
16,Conv,19664,78656,0.08,0.97,205520896,205.52,2612.91,90.06
17,Conv,6955,27820,0.03,0.34,51380224,51.38,1846.88,63.66
18,Conv,22072,88288,0.09,1.08,231211008,231.21,2618.83,90.26
19,Conv,9662,38648,0.04,0.47,102760448,102.76,2658.88,91.64
20,Add,6306,25224,0.03,0.31,0,0,0,0
21,Conv,9950,39800,0.04,0.49,102760448,102.76,2581.92,88.99
22,Conv,22071,88284,0.09,1.08,231211008,231.21,2618.95,90.27
23,Conv,9952,39808,0.04,0.49,102760448,102.76,2581.40,88.97
24,Add,6306,25224,0.03,0.31,0,0,0,0
25,Conv,9915,39660,0.04,0.49,102760448,102.76,2591.03,89.30
26,Conv,22123,88492,0.09,1.09,231211008,231.21,2612.79,90.05
27,Conv,9915,39660,0.04,0.49,102760448,102.76,2591.03,89.30
28,Add,6306,25224,0.03,0.31,0,0,0,0
29,Conv,9916,39664,0.04,0.49,102760448,102.76,2590.77,89.30
30,Conv,22117,88468,0.09,1.09,231211008,231.21,2613.50,90.08
31,Conv,9915,39660,0.04,0.49,102760448,102.76,2591.03,89.30
32,Add,6306,25224,0.03,0.31,0,0,0,0
33,Conv,25926,103704,0.10,1.27,205520896,205.52,1981.80,68.31
34,Conv,6655,26620,0.03,0.33,51380224,51.38,1930.14,66.53
35,Conv,26287,105148,0.11,1.29,231211008,231.21,2198.91,75.79
36,Conv,13060,52240,0.05,0.64,102760448,102.76,1967.08,67.80
37,Add,3362,13448,0.01,0.17,0,0,0,0
38,Conv,13056,52224,0.05,0.64,102760448,102.76,1967.69,67.82
39,Conv,26287,105148,0.11,1.29,231211008,231.21,2198.91,75.79
40,Conv,13054,52216,0.05,0.64,102760448,102.76,1967.99,67.83
41,Add,3362,13448,0.01,0.17,0,0,0,0
42,Conv,13051,52204,0.05,0.64,102760448,102.76,1968.44,67.85
43,Conv,26288,105152,0.11,1.29,231211008,231.21,2198.83,75.79
44,Conv,13064,52256,0.05,0.64,102760448,102.76,1966.48,67.78
45,Add,3362,13448,0.01,0.17,0,0,0,0
46,Conv,13054,52216,0.05,0.64,102760448,102.76,1967.99,67.83
47,Conv,26287,105148,0.11,1.29,231211008,231.21,2198.91,75.79
48,Conv,13054,52216,0.05,0.64,102760448,102.76,1967.99,67.83
49,Add,3362,13448,0.01,0.17,0,0,0,0
50,Conv,13073,52292,0.05,0.64,102760448,102.76,1965.13,67.73
51,Conv,26287,105148,0.11,1.29,231211008,231.21,2198.91,75.79
52,Conv,13052,52208,0.05,0.64,102760448,102.76,1968.29,67.84
53,Add,3362,13448,0.01,0.17,0,0,0,0
54,Conv,13130,52520,0.05,0.65,102760448,102.76,1956.60,67.44
55,Conv,26287,105148,0.11,1.29,231211008,231.21,2198.91,75.79
56,Conv,13058,52232,0.05,0.64,102760448,102.76,1967.38,67.81
57,Add,3362,13448,0.01,0.17,0,0,0,0
58,Conv,13055,52220,0.05,0.64,102760448,102.76,1967.84,67.83
59,Conv,26288,105152,0.11,1.29,231211008,231.21,2198.83,75.79
60,Conv,13056,52224,0.05,0.64,102760448,102.76,1967.69,67.82
61,Add,3362,13448,0.01,0.17,0,0,0,0
62,Conv,13053,52212,0.05,0.64,102760448,102.76,1968.14,67.84
63,Conv,26288,105152,0.11,1.29,231211008,231.21,2198.83,75.79
64,Conv,13052,52208,0.05,0.64,102760448,102.76,1968.29,67.84
65,Add,3362,13448,0.01,0.17,0,0,0,0
66,Conv,13050,52200,0.05,0.64,102760448,102.76,1968.59,67.85
67,Conv,26288,105152,0.11,1.29,231211008,231.21,2198.83,75.79
68,Conv,13055,52220,0.05,0.64,102760448,102.76,1967.84,67.83
69,Add,3362,13448,0.01,0.17,0,0,0,0
70,Conv,13056,52224,0.05,0.64,102760448,102.76,1967.69,67.82
71,Conv,26287,105148,0.11,1.29,231211008,231.21,2198.91,75.79
72,Conv,13054,52216,0.05,0.64,102760448,102.76,1967.99,67.83
73,Add,3362,13448,0.01,0.17,0,0,0,0
74,Conv,13056,52224,0.05,0.64,102760448,102.76,1967.69,67.82
75,Conv,29126,116504,0.12,1.43,231211008,231.21,1984.58,68.40
76,Conv,13057,52228,0.05,0.64,102760448,102.76,1967.54,67.81
77,Add,3362,13448,0.01,0.17,0,0,0,0
78,Conv,13054,52216,0.05,0.64,102760448,102.76,1967.99,67.83
79,Conv,29171,116684,0.12,1.43,231211008,231.21,1981.51,68.30
80,Conv,13061,52244,0.05,0.64,102760448,102.76,1966.93,67.79
81,Add,3362,13448,0.01,0.17,0,0,0,0
82,Conv,13055,52220,0.05,0.64,102760448,102.76,1967.84,67.83
83,Conv,29081,116324,0.12,1.43,231211008,231.21,1987.65,68.51
84,Conv,13126,52504,0.05,0.65,102760448,102.76,1957.19,67.46
85,Add,3362,13448,0.01,0.17,0,0,0,0
86,Conv,13055,52220,0.05,0.64,102760448,102.76,1967.84,67.83
87,Conv,29120,116480,0.12,1.43,231211008,231.21,1984.98,68.42
88,Conv,13056,52224,0.05,0.64,102760448,102.76,1967.69,67.82
89,Add,3362,13448,0.01,0.17,0,0,0,0
90,Conv,13061,52244,0.05,0.64,102760448,102.76,1966.93,67.79
91,Conv,29124,116496,0.12,1.43,231211008,231.21,1984.71,68.41
92,Conv,13055,52220,0.05,0.64,102760448,102.76,1967.84,67.83
93,Add,3362,13448,0.01,0.17,0,0,0,0
94,Conv,13053,52212,0.05,0.64,102760448,102.76,1968.14,67.84
95,Conv,29131,116524,0.12,1.43,231211008,231.21,1984.24,68.39
96,Conv,13064,52256,0.05,0.64,102760448,102.76,1966.48,67.78
97,Add,3362,13448,0.01,0.17,0,0,0,0
98,Conv,13055,52220,0.05,0.64,102760448,102.76,1967.84,67.83
99,Conv,29117,116468,0.12,1.43,231211008,231.21,1985.19,68.42
100,Conv,13117,52468,0.05,0.64,102760448,102.76,1958.54,67.50
101,Add,3362,13448,0.01,0.17,0,0,0,0
102,Conv,13053,52212,0.05,0.64,102760448,102.76,1968.14,67.84
103,Conv,29141,116564,0.12,1.43,231211008,231.21,1983.55,68.37
104,Conv,13057,52228,0.05,0.64,102760448,102.76,1967.54,67.81
105,Add,3362,13448,0.01,0.17,0,0,0,0
106,Conv,13058,52232,0.05,0.64,102760448,102.76,1967.38,67.81
107,Conv,29121,116484,0.12,1.43,231211008,231.21,1984.92,68.41
108,Conv,13057,52228,0.05,0.64,102760448,102.76,1967.54,67.81
109,Add,3362,13448,0.01,0.17,0,0,0,0
110,Conv,13056,52224,0.05,0.64,102760448,102.76,1967.69,67.82
111,Conv,29128,116512,0.12,1.43,231211008,231.21,1984.44,68.40
112,Conv,13058,52232,0.05,0.64,102760448,102.76,1967.38,67.81
113,Add,3362,13448,0.01,0.17,0,0,0,0
114,Conv,13054,52216,0.05,0.64,102760448,102.76,1967.99,67.83
115,Conv,29147,116588,0.12,1.43,231211008,231.21,1983.15,68.35
116,Conv,13066,52264,0.05,0.64,102760448,102.76,1966.18,67.77
117,Add,3362,13448,0.01,0.17,0,0,0,0
118,Conv,13055,52220,0.05,0.64,102760448,102.76,1967.84,67.83
119,Conv,29122,116488,0.12,1.43,231211008,231.21,1984.85,68.41
120,Conv,13137,52548,0.05,0.65,102760448,102.76,1955.55,67.40
121,Add,3362,13448,0.01,0.17,0,0,0,0
122,Conv,13053,52212,0.05,0.64,102760448,102.76,1968.14,67.84
123,Conv,29085,116340,0.12,1.43,231211008,231.21,1987.37,68.50
124,Conv,13057,52228,0.05,0.64,102760448,102.76,1967.54,67.81
125,Add,3362,13448,0.01,0.17,0,0,0,0
126,Conv,24202,96808,0.10,1.19,205520896,205.52,2122.97,73.17
127,Conv,8631,34524,0.03,0.42,51380224,51.38,1488.25,51.30
128,Conv,26287,105148,0.11,1.29,231211008,231.21,2198.91,75.79
129,Conv,11831,47324,0.05,0.58,102760448,102.76,2171.42,74.84
130,Add,2082,8328,0.01,0.10,0,0,0,0
131,Conv,11831,47324,0.05,0.58,102760448,102.76,2171.42,74.84
132,Conv,26287,105148,0.11,1.29,231211008,231.21,2198.91,75.79
133,Conv,11831,47324,0.05,0.58,102760448,102.76,2171.42,74.84
134,Add,2082,8328,0.01,0.10,0,0,0,0
135,Conv,11831,47324,0.05,0.58,102760448,102.76,2171.42,74.84
136,Conv,26287,105148,0.11,1.29,231211008,231.21,2198.91,75.79
137,Conv,11831,47324,0.05,0.58,102760448,102.76,2171.42,74.84
138,Add,2082,8328,0.01,0.10,0,0,0,0
139,AveragePool,50348,201392,0.20,2.47,0,0,0,0
140,Fc,33526,134104,0.13,1.65,4096000,4.10,30.54,95.45
