Index,Name,Type
1,/features/stage1/unit1/conv/Conv_quant,Conv
2,/features/stage1/pool1/MaxPool,MaxPool
3,/features/stage2/unit1/conv/Conv_quant,Conv
4,/features/stage2/pool2/MaxPool,MaxPool
5,/features/stage3/unit1/conv/Conv_quant,Conv
6,/features/stage3/unit2/conv/Conv_quant,Conv
7,/features/stage3/pool3/MaxPool,MaxPool
8,/features/stage4/unit1/conv/Conv_quant,Conv
9,/features/stage4/unit2/conv/Conv_quant,Conv
10,/features/stage4/pool4/MaxPool,MaxPool
11,/features/stage5/unit1/conv/Conv_quant,Conv
12,/features/stage5/unit2/conv/Conv_quant,Conv
13,/features/stage5/pool5/MaxPool,MaxPool
14,/output/fc1/fc/Gemm_quant,Fc
15,/output/fc2/fc/Gemm_quant,Fc
16,/output/fc3/Gemm_quant,Fc
17,End,End
