round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,138283,60773,13823015,80915,77273,14180259
2,83910,74143,13797673,37807,52267,14045800
3,66602,78278,13911702,66990,80725,14204297
4,86752,66960,13889724,64174,89297,14196907
5,124034,92884,13880381,105737,173526,14376562
6,156405,63618,13873238,95287,141602,14330150
7,190099,170989,13883415,129727,149650,14523880
8,99581,49655,13877506,123698,148060,14298500
9,199282,132196,13873399,69962,158571,14433410
10,106208,51403,13868750,110339,149563,14286263
11,173939,136941,13865521,97305,123931,14397637
12,104816,50033,13870629,72828,108327,14206633
13,142834,95809,13871016,119253,152571,14381483
14,187431,83118,13875595,115134,149351,14410629
15,203290,125694,13881977,109650,151914,14472525
16,100456,49691,13849311,71560,117014,14188032
17,134918,99087,13877483,105116,147389,14363993
18,179705,122680,13863257,100274,134252,14400168
19,145594,124373,13900301,74607,120429,14365304
20,174981,125337,13868223,93881,133605,14396027
21,194457,123862,13864199,58262,95848,14336628
22,102266,109822,13828175,95806,130379,14266448
23,141007,89993,13853358,9313,57264,14150935
24,109042,55730,13837748,8471,53838,14064829
25,101827,52509,13834412,8319,50043,14047110
26,107062,60110,13833199,9784,54984,14065139
27,107202,60443,13848856,9010,52523,14078034
28,106006,55785,13836451,9701,55324,14063267
29,106691,56765,13816037,11668,68785,14059946
30,131177,56849,13803725,20531,103574,14115856
31,154777,48824,13864671,96981,136685,14301938
32,189029,119862,13859626,96177,115438,14380132
33,129508,137965,13853827,74382,130532,14326214
34,137318,106065,13876369,112952,150553,14383257
35,321580,131348,13873793,115063,155100,14596884
36,150849,116429,13879751,114959,136922,14398910
37,153747,123498,13838600,27447,65443,14208735
38,202616,99675,13859906,95258,134048,14391503
39,160307,88293,13865081,99103,132553,14345337
40,172920,141358,13868576,120797,164508,14468159
41,110040,47341,13872163,112349,155396,14297289
42,107214,104591,13871293,108338,77062,14268498
43,190895,138396,13879797,107295,159122,14475505
44,181357,126734,13868070,26797,109088,14312046
45,161818,81645,13838938,64727,93102,14240230
46,155554,105037,13845468,96041,85675,14287775
47,120479,71255,13849051,90864,128020,14259669
48,125296,44188,13863240,94284,157446,14284454
49,192601,121726,13880655,146841,156810,14498633
50,202675,120268,14537547,93679,133849,15088018
