ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,40111,160444,0.16,1.17,173408256,173.41,1080.80,37.25
2,MaxPool,44266,177064,0.18,1.29,0,0,0,0
3,Conv,159648,638592,0.64,4.64,1849688064,1849.69,2896.51,99.83
4,MaxPool,17464,69856,0.07,0.51,0,0,0,0
5,Conv,159648,638592,0.64,4.64,1849688064,1849.69,2896.51,99.83
6,Conv,319031,1276124,1.28,9.27,3699376128,3699.38,2898.92,99.92
7,MaxPool,8186,32744,0.03,0.24,0,0,0,0
8,Conv,169406,677624,0.68,4.92,1849688064,1849.69,2729.67,94.08
9,Conv,338547,1354188,1.35,9.84,3699376128,3699.38,2731.80,94.16
10,MaxPool,4657,18628,0.02,0.14,0,0,0,0
11,Conv,104352,417408,0.42,3.03,924844032,924.84,2215.68,76.37
12,Conv,104352,417408,0.42,3.03,924844032,924.84,2215.68,76.37
13,MaxPool,1196,4784,0.00,0.03,0,0,0,0
14,Fc,1635015,6540060,6.54,47.53,205520896,205.52,31.42,98.20
15,Fc,267121,1068484,1.07,7.77,33554432,33.55,31.40,98.14
16,Fc,66889,267556,0.27,1.94,8192000,8.19,30.62,95.68
