ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,86765,347060,0.35,1.36,173408256,173.41,499.65,34.44
2,Conv,692726,2770904,2.77,10.83,3699376128,3699.38,1335.08,92.03
3,MaxPool,63238,252952,0.25,0.99,0,0,0,0
4,Conv,346462,1385848,1.39,5.42,1849688064,1849.69,1334.70,92.01
5,Conv,692723,2770892,2.77,10.83,3699376128,3699.38,1335.08,92.03
6,MaxPool,25220,100880,0.10,0.39,0,0,0,0
7,Conv,346466,1385864,1.39,5.42,1849688064,1849.69,1334.68,92.00
8,Conv,692725,2770900,2.77,10.83,3699376128,3699.38,1335.08,92.03
9,MaxPool,12932,51728,0.05,0.20,0,0,0,0
10,Conv,353528,1414112,1.41,5.53,1849688064,1849.69,1308.02,90.17
11,Conv,706862,2827448,2.83,11.05,3699376128,3699.38,1308.38,90.19
12,MaxPool,7300,29200,0.03,0.11,0,0,0,0
13,Conv,198066,792264,0.79,3.10,924844032,924.84,1167.34,80.47
14,Conv,198064,792256,0.79,3.10,924844032,924.84,1167.36,80.47
15,MaxPool,2180,8720,0.01,0.03,0,0,0,0
16,Fc,1634993,6539972,6.54,25.57,205520896,205.52,31.43,98.20
17,Fc,267078,1068312,1.07,4.18,33554432,33.55,31.41,98.15
18,Fc,66939,267756,0.27,1.05,8192000,8.19,30.60,95.61
