ins_idx,latency(cycles),latency(ns)
1,40111,160444
2,319031,1276124
3,44266,177064
4,159648,638592
5,319031,1276124
6,17464,69856
7,159648,638592
8,319031,1276124
9,8186,32744
10,169406,677624
11,338547,1354188
12,4657,18628
13,104353,417412
14,104352,417408
15,1196,4784
16,1634902,6539608
17,267058,1068232
18,66904,267616
