OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,299,299,3,3,2,2,0,0,0,0,sta,14973
64,8,299,299,3,3,2,2,0,0,0,0,dyn,14972
64,32,149,149,3,3,1,1,0,0,0,0,sta,46269
64,32,149,149,3,3,1,1,0,0,0,0,dyn,46270
64,32,147,147,3,3,1,1,1,1,1,1,sta,46269
64,32,147,147,3,3,1,1,1,1,1,1,dyn,46269
128,64,73,73,1,1,1,1,0,0,0,0,sta,5698
128,64,73,73,1,1,1,1,0,0,0,0,dyn,5698
192,80,73,73,3,3,1,1,0,0,0,0,sta,81134
192,80,73,73,3,3,1,1,0,0,0,0,dyn,81719
64,192,35,35,1,1,1,1,0,0,0,0,sta,2201
64,192,35,35,1,1,1,1,0,0,0,0,dyn,2201
64,192,35,35,1,1,1,1,0,0,0,0,sta,2201
64,192,35,35,1,1,1,1,0,0,0,0,dyn,2201
64,192,35,35,1,1,1,1,0,0,0,0,sta,2201
64,192,35,35,1,1,1,1,0,0,0,0,dyn,2201
64,48,35,35,5,5,1,1,2,2,2,2,sta,11336
64,48,35,35,5,5,1,1,2,2,2,2,dyn,11606
128,64,35,35,3,3,1,1,1,1,1,1,sta,10896
128,64,35,35,3,3,1,1,1,1,1,1,dyn,11184
64,192,35,35,1,1,1,1,0,0,0,0,sta,2201
64,192,35,35,1,1,1,1,0,0,0,0,dyn,2201
128,96,35,35,3,3,1,1,1,1,1,1,sta,16182
128,96,35,35,3,3,1,1,1,1,1,1,dyn,16639
64,256,35,35,1,1,1,1,0,0,0,0,sta,2823
64,256,35,35,1,1,1,1,0,0,0,0,dyn,2822
64,256,35,35,1,1,1,1,0,0,0,0,sta,2822
64,256,35,35,1,1,1,1,0,0,0,0,dyn,2822
64,256,35,35,1,1,1,1,0,0,0,0,sta,2823
64,256,35,35,1,1,1,1,0,0,0,0,dyn,2823
64,48,35,35,5,5,1,1,2,2,2,2,sta,11336
64,48,35,35,5,5,1,1,2,2,2,2,dyn,11641
128,64,35,35,3,3,1,1,1,1,1,1,sta,10896
128,64,35,35,3,3,1,1,1,1,1,1,dyn,11183
64,256,35,35,1,1,1,1,0,0,0,0,sta,2823
64,256,35,35,1,1,1,1,0,0,0,0,dyn,2822
128,96,35,35,3,3,1,1,1,1,1,1,sta,16181
128,96,35,35,3,3,1,1,1,1,1,1,dyn,16639
64,288,35,35,1,1,1,1,0,0,0,0,sta,3133
64,288,35,35,1,1,1,1,0,0,0,0,dyn,3133
64,288,35,35,1,1,1,1,0,0,0,0,sta,3133
64,288,35,35,1,1,1,1,0,0,0,0,dyn,3133
64,288,35,35,1,1,1,1,0,0,0,0,sta,3133
64,288,35,35,1,1,1,1,0,0,0,0,dyn,3133
64,48,35,35,5,5,1,1,2,2,2,2,sta,11337
64,48,35,35,5,5,1,1,2,2,2,2,dyn,11642
128,64,35,35,3,3,1,1,1,1,1,1,sta,10896
128,64,35,35,3,3,1,1,1,1,1,1,dyn,11184
64,288,35,35,1,1,1,1,0,0,0,0,sta,3133
64,288,35,35,1,1,1,1,0,0,0,0,dyn,3133
128,96,35,35,3,3,1,1,1,1,1,1,sta,16182
128,96,35,35,3,3,1,1,1,1,1,1,dyn,16638
384,288,35,35,3,3,2,2,0,0,0,0,sta,44247
384,288,35,35,3,3,2,2,0,0,0,0,dyn,49092
64,288,35,35,1,1,1,1,0,0,0,0,sta,3133
64,288,35,35,1,1,1,1,0,0,0,0,dyn,3133
128,64,35,35,3,3,1,1,1,1,1,1,sta,10896
128,64,35,35,3,3,1,1,1,1,1,1,dyn,11181
128,96,35,35,3,3,2,2,0,0,0,0,sta,5215
128,96,35,35,3,3,2,2,0,0,0,0,dyn,5664
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7457
128,768,17,17,1,1,1,1,0,0,0,0,sta,4688
128,768,17,17,1,1,1,1,0,0,0,0,dyn,5064
128,768,17,17,1,1,1,1,0,0,0,0,sta,4688
128,768,17,17,1,1,1,1,0,0,0,0,dyn,5060
128,128,17,17,1,7,1,1,3,3,0,0,sta,5385
128,128,17,17,1,7,1,1,3,3,0,0,dyn,5861
128,128,17,17,7,1,1,1,0,0,3,3,sta,5385
128,128,17,17,7,1,1,1,0,0,3,3,dyn,5860
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7495
192,128,17,17,7,1,1,1,0,0,3,3,sta,7914
192,128,17,17,7,1,1,1,0,0,3,3,dyn,8696
128,128,17,17,1,7,1,1,3,3,0,0,sta,5384
128,128,17,17,1,7,1,1,3,3,0,0,dyn,5859
128,128,17,17,7,1,1,1,0,0,3,3,sta,5385
128,128,17,17,7,1,1,1,0,0,3,3,dyn,5862
192,128,17,17,1,7,1,1,3,3,0,0,sta,7915
192,128,17,17,1,7,1,1,3,3,0,0,dyn,8695
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7460
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7459
192,768,17,17,1,1,1,1,0,0,0,0,sta,6856
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7533
192,160,17,17,1,7,1,1,3,3,0,0,sta,9812
192,160,17,17,1,7,1,1,3,3,0,0,dyn,10781
192,160,17,17,7,1,1,1,0,0,3,3,sta,9812
192,160,17,17,7,1,1,1,0,0,3,3,dyn,10830
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7455
192,160,17,17,7,1,1,1,0,0,3,3,sta,9812
192,160,17,17,7,1,1,1,0,0,3,3,dyn,10781
192,160,17,17,1,7,1,1,3,3,0,0,sta,9811
192,160,17,17,1,7,1,1,3,3,0,0,dyn,10837
192,160,17,17,7,1,1,1,0,0,3,3,sta,9812
192,160,17,17,7,1,1,1,0,0,3,3,dyn,10748
192,160,17,17,1,7,1,1,3,3,0,0,sta,9812
192,160,17,17,1,7,1,1,3,3,0,0,dyn,10822
192,768,17,17,1,1,1,1,0,0,0,0,sta,6856
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7455
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7456
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7455
192,160,17,17,1,7,1,1,3,3,0,0,sta,9812
192,160,17,17,1,7,1,1,3,3,0,0,dyn,10793
192,160,17,17,7,1,1,1,0,0,3,3,sta,9812
192,160,17,17,7,1,1,1,0,0,3,3,dyn,10783
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7481
192,160,17,17,7,1,1,1,0,0,3,3,sta,9812
192,160,17,17,7,1,1,1,0,0,3,3,dyn,10783
192,160,17,17,1,7,1,1,3,3,0,0,sta,9812
192,160,17,17,1,7,1,1,3,3,0,0,dyn,10749
192,160,17,17,7,1,1,1,0,0,3,3,sta,9812
192,160,17,17,7,1,1,1,0,0,3,3,dyn,10786
192,160,17,17,1,7,1,1,3,3,0,0,sta,9812
192,160,17,17,1,7,1,1,3,3,0,0,dyn,10781
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7460
192,768,17,17,1,1,1,1,0,0,0,0,sta,6856
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7458
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7457
192,192,17,17,1,7,1,1,3,3,0,0,sta,11709
192,192,17,17,1,7,1,1,3,3,0,0,dyn,12881
192,192,17,17,7,1,1,1,0,0,3,3,sta,11709
192,192,17,17,7,1,1,1,0,0,3,3,dyn,12878
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7456
192,192,17,17,7,1,1,1,0,0,3,3,sta,11709
192,192,17,17,7,1,1,1,0,0,3,3,dyn,12880
192,192,17,17,1,7,1,1,3,3,0,0,sta,11709
192,192,17,17,1,7,1,1,3,3,0,0,dyn,12881
192,192,17,17,7,1,1,1,0,0,3,3,sta,11709
192,192,17,17,7,1,1,1,0,0,3,3,dyn,12878
192,192,17,17,1,7,1,1,3,3,0,0,sta,11709
192,192,17,17,1,7,1,1,3,3,0,0,dyn,12877
192,768,17,17,1,1,1,1,0,0,0,0,sta,6857
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7469
192,768,17,17,1,1,1,1,0,0,0,0,sta,6856
192,768,17,17,1,1,1,1,0,0,0,0,dyn,7457
320,192,17,17,3,3,2,2,0,0,0,0,sta,6426
320,192,17,17,3,3,2,2,0,0,0,0,dyn,9049
192,192,17,17,1,7,1,1,3,3,0,0,sta,11709
192,192,17,17,1,7,1,1,3,3,0,0,dyn,12880
192,192,17,17,7,1,1,1,0,0,3,3,sta,11709
192,192,17,17,7,1,1,1,0,0,3,3,dyn,12946
192,192,17,17,3,3,2,2,0,0,0,0,sta,3987
192,192,17,17,3,3,2,2,0,0,0,0,dyn,5528
320,1280,8,8,1,1,1,1,0,0,0,0,sta,4842
320,1280,8,8,1,1,1,1,0,0,0,0,dyn,6750
384,1280,8,8,1,1,1,1,0,0,0,0,sta,5746
384,1280,8,8,1,1,1,1,0,0,0,0,dyn,8056
448,1280,8,8,1,1,1,1,0,0,0,0,sta,6649
448,1280,8,8,1,1,1,1,0,0,0,0,dyn,9365
384,384,8,8,1,3,1,1,1,1,0,0,sta,5204
384,384,8,8,1,3,1,1,1,1,0,0,dyn,7260
384,384,8,8,3,1,1,1,0,0,1,1,sta,5204
384,384,8,8,3,1,1,1,0,0,1,1,dyn,7255
384,448,8,8,3,3,1,1,1,1,1,1,sta,17402
384,448,8,8,3,3,1,1,1,1,1,1,dyn,24882
192,1280,8,8,1,1,1,1,0,0,0,0,sta,3035
192,1280,8,8,1,1,1,1,0,0,0,0,dyn,4148
384,384,8,8,1,3,1,1,1,1,0,0,sta,5204
384,384,8,8,1,3,1,1,1,1,0,0,dyn,7253
384,384,8,8,3,1,1,1,0,0,1,1,sta,5204
384,384,8,8,3,1,1,1,0,0,1,1,dyn,7289
320,2048,8,8,1,1,1,1,0,0,0,0,sta,7553
320,2048,8,8,1,1,1,1,0,0,0,0,dyn,10650
384,2048,8,8,1,1,1,1,0,0,0,0,sta,8999
384,2048,8,8,1,1,1,1,0,0,0,0,dyn,12729
448,2048,8,8,1,1,1,1,0,0,0,0,sta,10444
448,2048,8,8,1,1,1,1,0,0,0,0,dyn,14819
384,384,8,8,1,3,1,1,1,1,0,0,sta,5203
384,384,8,8,1,3,1,1,1,1,0,0,dyn,7257
384,384,8,8,3,1,1,1,0,0,1,1,sta,5203
384,384,8,8,3,1,1,1,0,0,1,1,dyn,7288
384,448,8,8,3,3,1,1,1,1,1,1,sta,17402
384,448,8,8,3,3,1,1,1,1,1,1,dyn,24854
192,2048,8,8,1,1,1,1,0,0,0,0,sta,4661
192,2048,8,8,1,1,1,1,0,0,0,0,dyn,6487
384,384,8,8,1,3,1,1,1,1,0,0,sta,5204
384,384,8,8,1,3,1,1,1,1,0,0,dyn,7289
384,384,8,8,3,1,1,1,0,0,1,1,sta,5204
384,384,8,8,3,1,1,1,0,0,1,1,dyn,7251
