ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,14973,59892,0.06,1.26,38363328,38.36,640.54,14.72
2,Conv,46269,185076,0.19,3.90,398297088,398.30,2152.07,49.45
3,Conv,46269,185076,0.19,3.90,796594176,796.59,4304.15,98.90
4,MaxPool,19658,78632,0.08,1.66,0,0,0,0
5,Conv,5698,22792,0.02,0.48,54568960,54.57,2394.22,55.01
6,Conv,81134,324536,0.32,6.83,1393735680,1393.74,4294.55,98.68
7,MaxPool,11440,45760,0.05,0.96,0,0,0,0
8,Conv,2201,8804,0.01,0.19,30105600,30.11,3419.54,78.57
9,Conv,2201,8804,0.01,0.19,22579200,22.58,2564.65,58.93
10,Conv,2201,8804,0.01,0.19,30105600,30.11,3419.54,78.57
11,AveragePool,11432,45728,0.05,0.96,0,0,0,0
12,Conv,11644,46576,0.05,0.98,188160000,188.16,4039.85,92.83
13,Conv,11222,44888,0.04,0.95,135475200,135.48,3018.07,69.35
14,Conv,2201,8804,0.01,0.19,15052800,15.05,1709.77,39.29
15,Conv,16651,66604,0.07,1.40,203212800,203.21,3051.06,70.11
16,Remap,648,2592,0.00,0.05,0,0,0,0
17,Remap,340,1360,0.00,0.03,0,0,0,0
18,Remap,956,3824,0.00,0.08,0,0,0,0
19,Conv,2823,11292,0.01,0.24,40140800,40.14,3554.80,81.68
20,Conv,2822,11288,0.01,0.24,30105600,30.11,2667.04,61.28
21,Conv,2823,11292,0.01,0.24,40140800,40.14,3554.80,81.68
22,AveragePool,15176,60704,0.06,1.28,0,0,0,0
23,Conv,11610,46440,0.05,0.98,188160000,188.16,4051.68,93.10
24,Conv,11156,44624,0.04,0.94,135475200,135.48,3035.93,69.76
25,Conv,2823,11292,0.01,0.24,40140800,40.14,3554.80,81.68
26,Conv,16645,66580,0.07,1.40,203212800,203.21,3052.16,70.13
27,Remap,648,2592,0.00,0.05,0,0,0,0
28,Remap,648,2592,0.00,0.05,0,0,0,0
29,Remap,648,2592,0.00,0.05,0,0,0,0
30,Conv,3133,12532,0.01,0.26,45158400,45.16,3603.45,82.80
31,Conv,3133,12532,0.01,0.26,33868800,33.87,2702.59,62.10
