round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,114842,59183,12033611,66044,84665,12358345
2,146758,100346,12027426,66087,81527,12422144
3,53761,31359,12089251,65916,86449,12326736
4,116155,88866,12005040,63629,78979,12352669
5,107866,90401,11974371,5554,16822,12195014
6,106730,31039,12113479,65996,77068,12394312
7,83051,70595,12031720,67371,76920,12329657
8,81437,61003,12009950,7807,63998,12224195
9,85149,32367,12026482,68751,82943,12295692
10,127878,59464,12069985,53861,73891,12385079
11,146098,108229,12056827,73576,108700,12493430
12,166124,84852,12069186,56080,107887,12484129
13,148029,45328,12043614,26470,55291,12318732
14,97402,59043,12062444,120817,155941,12495647
15,197057,130000,12082435,117291,156685,12683468
16,198321,91743,12076815,113999,164357,12645235
17,163715,85507,12080840,108617,148022,12586701
18,179340,56308,12076567,107865,150601,12570681
19,229512,84022,12073556,114737,108274,12610101
20,98960,44838,12043639,24462,69112,12281011
21,194850,81942,12078599,122923,154100,12632414
22,192988,81622,12074350,126104,148183,12623247
23,176181,146601,12077431,115125,147584,12662922
24,211108,83424,12058460,31276,168097,12552365
25,203901,82046,12105900,130574,171510,12693931
26,200081,86210,12083320,133893,172464,12675968
27,152758,81925,12125596,66628,83044,12509951
28,117070,85741,12035962,69425,77464,12385662
29,84736,65363,12034518,69769,74156,12328542
30,124571,66740,12083396,6072,14920,12295699
31,98195,74469,12075286,3377,17098,12268425
32,84195,65314,12070141,4335,21084,12245069
33,105633,84268,11997883,7273,15785,12210842
34,92718,66029,12037202,4863,28194,12229006
35,126551,90102,12041014,7910,40078,12305655
36,161566,115777,12038855,8000,46020,12370218
37,177474,55923,12037038,9042,51146,12330623
38,96308,40830,12039041,10400,56680,12243259
39,131726,66575,12033998,8212,47773,12288284
40,135048,52858,12011196,12007,64452,12275561
41,166723,59995,12041015,8686,52096,12328515
42,122290,61518,12029131,8114,48719,12269772
43,101706,107274,12044503,8588,51676,12313747
44,160486,62638,12042208,9444,53790,12328566
45,127901,70065,12004411,9448,51458,12263283
46,115119,45766,12038443,8899,48461,12256688
47,165681,56506,12032799,8406,51990,12315382
48,121152,62521,12044522,9209,53582,12290986
49,124344,61749,12042491,8924,53426,12290934
50,125018,65842,11990672,8038,45811,12235381
