round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,96878,30337,1798456,4955,9780,1940406
2,56482,30445,1815188,4964,8724,1915803
3,45477,30555,1799786,4937,10452,1891207
4,48919,30699,1799986,4838,10613,1895055
5,68408,30470,1800697,4800,10350,1914725
6,48034,30535,1799195,4835,9324,1891923
7,49264,30645,1799230,4748,10474,1894361
8,55636,30769,1801799,5040,12321,1905565
9,49427,30388,1799199,4913,10099,1894026
10,46801,30750,1799148,4863,9832,1891394
11,44920,30322,1798126,4796,8832,1886996
12,45185,30616,1798150,5381,8724,1888056
13,44714,30350,1798445,4770,8665,1886944
14,46635,30541,1798100,5157,10054,1890487
15,55752,30311,1798389,4780,8488,1897720
16,48103,30355,1799308,5244,10195,1893205
17,46594,30399,1802039,4947,11730,1895709
18,52955,30400,1798973,4895,9862,1897085
19,49168,30541,1798450,4921,8550,1891630
20,44521,30351,1798104,4786,8460,1886222
21,44859,30468,1798329,5219,9013,1887888
22,89411,70777,1802031,5574,13883,1981676
23,49289,29849,1799822,3815,10207,1892982
24,54232,30256,1800894,5280,12052,1902714
25,47563,29613,1811748,6526,30198,1925648
26,78524,29605,1798313,5007,8105,1919554
27,46427,29646,1798618,4627,8344,1887662
28,44844,29492,1797271,4438,6804,1882849
29,43574,29480,1798033,4489,7235,1882811
30,43613,29445,1797221,4270,6811,1881360
31,43712,29582,1800561,4087,10303,1888245
32,49913,29415,1802271,3197,12014,1896810
33,63541,32142,1810484,7155,31327,1944649
34,77485,29646,1798169,3486,9289,1918075
35,45334,29519,1808169,6324,26595,1915941
36,95736,29549,1805460,5465,78658,2014868
37,86097,62705,1825167,4937,50118,2029024
38,76027,59356,1826381,4848,9601,1976213
39,45241,30593,1798292,9479,8927,1892532
40,46656,30505,1799359,4937,9886,1891343
41,61321,30907,1801413,5316,11992,1910949
42,51563,30778,1800171,5209,10338,1898059
43,50222,30574,1798687,4834,10166,1894483
44,46919,30363,1798713,4777,8510,1889282
45,44794,30406,1798857,4787,8241,1887085
46,45041,30383,1798256,5333,8278,1887291
47,44548,30515,1798168,5286,8685,1887202
48,44864,30347,1798981,5456,9583,1889231
49,48517,30523,1800815,5209,11697,1896761
50,56035,30602,1803361,4795,13670,1908463
