OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,224,224,3,3,2,2,1,1,1,1,sta,10227
64,8,224,224,3,3,2,2,1,1,1,1,dyn,10227
64,32,112,112,3,3,2,2,1,1,1,1,sta,10227
64,32,112,112,3,3,2,2,1,1,1,1,dyn,10259
64,64,56,56,1,1,1,1,0,0,0,0,sta,2479
64,64,56,56,1,1,1,1,0,0,0,0,dyn,2479
64,64,56,56,3,3,1,1,1,1,1,1,sta,20188
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20305
64,32,56,56,1,1,1,1,0,0,0,0,sta,1824
64,32,56,56,1,1,1,1,0,0,0,0,dyn,1869
64,64,56,56,3,3,1,1,1,1,1,1,sta,20189
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20305
64,192,56,56,1,1,1,1,0,0,0,0,sta,6907
64,192,56,56,1,1,1,1,0,0,0,0,dyn,6979
64,64,56,56,3,3,1,1,1,1,1,1,sta,20188
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20335
64,64,56,56,1,1,1,1,0,0,0,0,sta,2480
64,64,56,56,1,1,1,1,0,0,0,0,dyn,2479
64,64,56,56,3,3,1,1,1,1,1,1,sta,20188
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20303
64,32,56,56,1,1,1,1,0,0,0,0,sta,1824
64,32,56,56,1,1,1,1,0,0,0,0,dyn,1824
64,64,56,56,3,3,1,1,1,1,1,1,sta,20188
64,64,56,56,3,3,1,1,1,1,1,1,dyn,20378
128,256,56,56,1,1,1,1,0,0,0,0,sta,17975
128,256,56,56,1,1,1,1,0,0,0,0,dyn,18120
128,128,56,56,3,3,2,2,1,1,1,1,sta,21408
128,128,56,56,3,3,2,2,1,1,1,1,dyn,22066
128,128,28,28,1,1,1,1,0,0,0,0,sta,2615
128,128,28,28,1,1,1,1,0,0,0,0,dyn,2637
64,128,28,28,3,3,1,1,1,1,1,1,sta,10837
64,128,28,28,3,3,1,1,1,1,1,1,dyn,11212
128,64,28,28,1,1,1,1,0,0,0,0,sta,1441
128,64,28,28,1,1,1,1,0,0,0,0,dyn,1441
64,128,28,28,3,3,1,1,1,1,1,1,sta,10837
64,128,28,28,3,3,1,1,1,1,1,1,dyn,11156
128,384,28,28,1,1,1,1,0,0,0,0,sta,7313
128,384,28,28,1,1,1,1,0,0,0,0,dyn,7486
128,128,28,28,3,3,1,1,1,1,1,1,sta,21408
128,128,28,28,3,3,1,1,1,1,1,1,dyn,22072
128,128,28,28,1,1,1,1,0,0,0,0,sta,2615
128,128,28,28,1,1,1,1,0,0,0,0,dyn,2637
64,128,28,28,3,3,1,1,1,1,1,1,sta,10837
64,128,28,28,3,3,1,1,1,1,1,1,dyn,11162
128,64,28,28,1,1,1,1,0,0,0,0,sta,1440
128,64,28,28,1,1,1,1,0,0,0,0,dyn,1440
64,128,28,28,3,3,1,1,1,1,1,1,sta,10837
64,128,28,28,3,3,1,1,1,1,1,1,dyn,11122
128,512,28,28,1,1,1,1,0,0,0,0,sta,9663
128,512,28,28,1,1,1,1,0,0,0,0,dyn,9941
128,128,28,28,3,3,1,1,1,1,1,1,sta,21408
128,128,28,28,3,3,1,1,1,1,1,1,dyn,22143
128,128,28,28,1,1,1,1,0,0,0,0,sta,2615
128,128,28,28,1,1,1,1,0,0,0,0,dyn,2637
64,128,28,28,3,3,1,1,1,1,1,1,sta,10837
64,128,28,28,3,3,1,1,1,1,1,1,dyn,11123
128,64,28,28,1,1,1,1,0,0,0,0,sta,1440
128,64,28,28,1,1,1,1,0,0,0,0,dyn,1440
64,128,28,28,3,3,1,1,1,1,1,1,sta,10837
64,128,28,28,3,3,1,1,1,1,1,1,dyn,11124
320,512,28,28,1,1,1,1,0,0,0,0,sta,23757
320,512,28,28,1,1,1,1,0,0,0,0,dyn,24527
320,288,28,28,3,3,2,2,1,1,1,1,sta,36860
320,288,28,28,3,3,2,2,1,1,1,1,dyn,40858
320,288,14,14,1,1,1,1,0,0,0,0,sta,4332
320,288,14,14,1,1,1,1,0,0,0,0,dyn,4756
192,288,14,14,3,3,1,1,1,1,1,1,sta,22222
192,288,14,14,3,3,1,1,1,1,1,1,dyn,24635
320,144,14,14,1,1,1,1,0,0,0,0,sta,2299
320,144,14,14,1,1,1,1,0,0,0,0,dyn,2457
192,288,14,14,3,3,1,1,1,1,1,1,sta,22221
192,288,14,14,3,3,1,1,1,1,1,1,dyn,24599
320,864,14,14,1,1,1,1,0,0,0,0,sta,12464
320,864,14,14,1,1,1,1,0,0,0,0,dyn,13749
320,288,14,14,3,3,1,1,1,1,1,1,sta,36859
320,288,14,14,3,3,1,1,1,1,1,1,dyn,40819
320,288,14,14,1,1,1,1,0,0,0,0,sta,4331
320,288,14,14,1,1,1,1,0,0,0,0,dyn,4738
192,288,14,14,3,3,1,1,1,1,1,1,sta,22221
192,288,14,14,3,3,1,1,1,1,1,1,dyn,24623
320,144,14,14,1,1,1,1,0,0,0,0,sta,2298
320,144,14,14,1,1,1,1,0,0,0,0,dyn,2456
192,288,14,14,3,3,1,1,1,1,1,1,sta,22221
192,288,14,14,3,3,1,1,1,1,1,1,dyn,24594
320,1152,14,14,1,1,1,1,0,0,0,0,sta,16529
320,1152,14,14,1,1,1,1,0,0,0,0,dyn,18297
320,288,14,14,3,3,1,1,1,1,1,1,sta,36858
320,288,14,14,3,3,1,1,1,1,1,1,dyn,40906
320,288,14,14,1,1,1,1,0,0,0,0,sta,4331
320,288,14,14,1,1,1,1,0,0,0,0,dyn,4736
192,288,14,14,3,3,1,1,1,1,1,1,sta,22222
192,288,14,14,3,3,1,1,1,1,1,1,dyn,24593
320,144,14,14,1,1,1,1,0,0,0,0,sta,2299
320,144,14,14,1,1,1,1,0,0,0,0,dyn,2457
192,288,14,14,3,3,1,1,1,1,1,1,sta,22221
192,288,14,14,3,3,1,1,1,1,1,1,dyn,24593
320,1152,14,14,1,1,1,1,0,0,0,0,sta,16529
320,1152,14,14,1,1,1,1,0,0,0,0,dyn,18272
320,288,14,14,3,3,1,1,1,1,1,1,sta,36858
320,288,14,14,3,3,1,1,1,1,1,1,dyn,40891
320,288,14,14,1,1,1,1,0,0,0,0,sta,4332
320,288,14,14,1,1,1,1,0,0,0,0,dyn,4735
192,288,14,14,3,3,1,1,1,1,1,1,sta,22222
192,288,14,14,3,3,1,1,1,1,1,1,dyn,24631
320,144,14,14,1,1,1,1,0,0,0,0,sta,2299
320,144,14,14,1,1,1,1,0,0,0,0,dyn,2490
192,288,14,14,3,3,1,1,1,1,1,1,sta,22221
192,288,14,14,3,3,1,1,1,1,1,1,dyn,24592
448,1152,14,14,1,1,1,1,0,0,0,0,sta,23034
448,1152,14,14,1,1,1,1,0,0,0,0,dyn,25484
768,416,14,14,3,3,2,2,1,1,1,1,sta,31980
768,416,14,14,3,3,2,2,1,1,1,1,dyn,45938
1024,760,7,7,3,3,1,1,1,1,1,1,sta,77518
1024,760,7,7,3,3,1,1,1,1,1,1,dyn,111637
1024,1024,7,7,3,3,2,2,1,1,1,1,sta,104352
1024,1024,7,7,3,3,2,2,1,1,1,1,dyn,150341
1280,1024,4,4,1,1,1,1,0,0,0,0,sta,14722
1280,1024,4,4,1,1,1,1,0,0,0,0,dyn,21045
