OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,299,299,3,3,2,2,0,0,0,0,sta,38512
64,8,299,299,3,3,2,2,0,0,0,0,dyn,38514
64,32,149,149,3,3,1,1,0,0,0,0,sta,149482
64,32,149,149,3,3,1,1,0,0,0,0,dyn,149576
64,32,147,147,3,3,1,1,1,1,1,1,sta,149481
64,32,147,147,3,3,1,1,1,1,1,1,dyn,149528
128,64,73,73,1,1,1,1,0,0,0,0,sta,16591
128,64,73,73,1,1,1,1,0,0,0,0,dyn,16602
192,80,73,73,3,3,1,1,0,0,0,0,sta,261886
192,80,73,73,3,3,1,1,0,0,0,0,dyn,262404
64,192,35,35,1,1,1,1,0,0,0,0,sta,5941
64,192,35,35,1,1,1,1,0,0,0,0,dyn,5966
64,192,35,35,1,1,1,1,0,0,0,0,sta,5940
64,192,35,35,1,1,1,1,0,0,0,0,dyn,5963
64,192,35,35,1,1,1,1,0,0,0,0,sta,5938
64,192,35,35,1,1,1,1,0,0,0,0,dyn,5967
64,48,35,35,5,5,1,1,2,2,2,2,sta,36087
64,48,35,35,5,5,1,1,2,2,2,2,dyn,36377
128,64,35,35,3,3,1,1,1,1,1,1,sta,34651
128,64,35,35,3,3,1,1,1,1,1,1,dyn,34901
64,192,35,35,1,1,1,1,0,0,0,0,sta,5939
64,192,35,35,1,1,1,1,0,0,0,0,dyn,5965
128,96,35,35,3,3,1,1,1,1,1,1,sta,51875
128,96,35,35,3,3,1,1,1,1,1,1,dyn,52294
64,256,35,35,1,1,1,1,0,0,0,0,sta,7853
64,256,35,35,1,1,1,1,0,0,0,0,dyn,7894
64,256,35,35,1,1,1,1,0,0,0,0,sta,7854
64,256,35,35,1,1,1,1,0,0,0,0,dyn,7980
64,256,35,35,1,1,1,1,0,0,0,0,sta,7854
64,256,35,35,1,1,1,1,0,0,0,0,dyn,7891
64,48,35,35,5,5,1,1,2,2,2,2,sta,36082
64,48,35,35,5,5,1,1,2,2,2,2,dyn,36344
128,64,35,35,3,3,1,1,1,1,1,1,sta,34650
128,64,35,35,3,3,1,1,1,1,1,1,dyn,34934
64,256,35,35,1,1,1,1,0,0,0,0,sta,7854
64,256,35,35,1,1,1,1,0,0,0,0,dyn,7895
128,96,35,35,3,3,1,1,1,1,1,1,sta,51875
128,96,35,35,3,3,1,1,1,1,1,1,dyn,52294
64,288,35,35,1,1,1,1,0,0,0,0,sta,8813
64,288,35,35,1,1,1,1,0,0,0,0,dyn,8854
64,288,35,35,1,1,1,1,0,0,0,0,sta,8805
64,288,35,35,1,1,1,1,0,0,0,0,dyn,8854
64,288,35,35,1,1,1,1,0,0,0,0,sta,8816
64,288,35,35,1,1,1,1,0,0,0,0,dyn,8854
64,48,35,35,5,5,1,1,2,2,2,2,sta,36084
64,48,35,35,5,5,1,1,2,2,2,2,dyn,36378
128,64,35,35,3,3,1,1,1,1,1,1,sta,34649
128,64,35,35,3,3,1,1,1,1,1,1,dyn,34900
64,288,35,35,1,1,1,1,0,0,0,0,sta,8806
64,288,35,35,1,1,1,1,0,0,0,0,dyn,8864
128,96,35,35,3,3,1,1,1,1,1,1,sta,51871
128,96,35,35,3,3,1,1,1,1,1,1,dyn,52293
384,288,35,35,3,3,2,2,0,0,0,0,sta,119443
384,288,35,35,3,3,2,2,0,0,0,0,dyn,123335
64,288,35,35,1,1,1,1,0,0,0,0,sta,8816
64,288,35,35,1,1,1,1,0,0,0,0,dyn,8934
128,64,35,35,3,3,1,1,1,1,1,1,sta,34650
128,64,35,35,3,3,1,1,1,1,1,1,dyn,34937
128,96,35,35,3,3,2,2,0,0,0,0,sta,13453
128,96,35,35,3,3,2,2,0,0,0,0,dyn,13872
192,768,17,17,1,1,1,1,0,0,0,0,sta,17865
192,768,17,17,1,1,1,1,0,0,0,0,dyn,18418
128,768,17,17,1,1,1,1,0,0,0,0,sta,11977
128,768,17,17,1,1,1,1,0,0,0,0,dyn,12351
128,768,17,17,1,1,1,1,0,0,0,0,sta,11977
128,768,17,17,1,1,1,1,0,0,0,0,dyn,12353
128,128,17,17,1,7,1,1,3,3,0,0,sta,13943
128,128,17,17,1,7,1,1,3,3,0,0,dyn,14369
128,128,17,17,7,1,1,1,0,0,3,3,sta,13943
128,128,17,17,7,1,1,1,0,0,3,3,dyn,14374
192,768,17,17,1,1,1,1,0,0,0,0,sta,17867
192,768,17,17,1,1,1,1,0,0,0,0,dyn,18415
192,128,17,17,7,1,1,1,0,0,3,3,sta,20813
192,128,17,17,7,1,1,1,0,0,3,3,dyn,21481
128,128,17,17,1,7,1,1,3,3,0,0,sta,13943
