round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,188556,50249,12203405,172724,76385,12691319
2,153199,107267,12191222,68262,77329,12597279
3,119558,109712,12198515,67348,87567,12582700
4,120773,54055,12169519,11597,27825,12383769
5,111409,120278,12164008,41765,51327,12488787
6,127399,50403,12170916,40728,53244,12442690
7,83072,85147,12171009,39682,54244,12433154
8,126429,77849,12165529,54190,57566,12481563
9,99698,51058,12262458,52755,73036,12539005
10,175073,111835,12252199,66948,75463,12681518
11,152390,110351,12196251,65217,75704,12599913
12,174014,115120,12189025,36321,67811,12582291
13,199921,111889,12228860,54711,81167,12676548
14,180692,105889,12229466,34325,58117,12608489
15,136970,87197,12182981,48246,71723,12527117
16,175615,107800,12170817,85903,106384,12646519
17,171108,83181,12225871,54476,76952,12611588
18,248029,118532,12231907,59566,77760,12735794
19,168374,112201,12208627,69284,101250,12659736
20,180113,126108,12198133,33712,75280,12613346
21,153737,87361,12221581,33582,55349,12551610
22,175897,123199,12222160,54980,76077,12652313
23,179364,112762,12204149,68398,98317,12662990
24,173685,119185,12201549,75162,92467,12662048
25,178489,111214,12194446,65815,82587,12632551
26,117607,89658,12282465,63843,79131,12632704
27,90252,74043,12279339,35641,55184,12534459
28,101293,50717,12169307,69771,76230,12467318
29,131711,110692,12259340,71460,86236,12659439
30,265100,112845,12251911,67372,77806,12775034
31,130416,107840,12173153,47024,60662,12519095
32,128743,56621,12186997,123995,57316,12553672
33,122107,82530,12221909,52045,73749,12552340
34,139107,109695,12281317,37571,52224,12619914
35,145558,110359,12269472,65348,79548,12670285
36,140218,110944,12201748,67961,87117,12607988
37,108262,72228,12241197,70849,92804,12585340
38,151033,127581,12236383,64912,80445,12660354
39,105103,77857,12197713,60877,80220,12521770
40,155148,112183,12199815,73208,59933,12600287
41,121035,54831,12178702,74867,96650,12526085
42,175924,107102,12219351,54540,75205,12632122
43,164994,114055,12202853,76475,110061,12668438
44,210437,119614,12197811,78941,91585,12698388
45,143837,91879,12236845,62398,90398,12625357
46,160424,118985,12195948,38904,63099,12577360
47,130887,83793,12201121,77204,83594,12576599
48,154821,114680,12212809,81963,95470,12659743
49,153450,114411,12225670,56193,96864,12646588
50,141573,113161,12220107,61807,74130,12610778
