ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,36610,146440,0.15,5.50,236027904,236.03,1611.77,37.04
2,MaxPool,10159,40636,0.04,1.53,0,0,0,0
3,Conv,13742,54968,0.05,2.06,231211008,231.21,4206.28,96.65
4,Conv,13833,55332,0.06,2.08,231211008,231.21,4178.61,96.02
5,Add,3168,12672,0.01,0.48,0,0,0,0
6,Conv,13829,55316,0.06,2.08,231211008,231.21,4179.82,96.04
7,Conv,13832,55328,0.06,2.08,231211008,231.21,4178.91,96.02
8,Add,3168,12672,0.01,0.48,0,0,0,0
9,Conv,13833,55332,0.06,2.08,231211008,231.21,4178.61,96.02
10,Conv,13890,55560,0.06,2.09,231211008,231.21,4161.47,95.62
11,Add,3168,12672,0.01,0.48,0,0,0,0
12,Conv,1996,7984,0.01,0.30,12845056,12.85,1608.85,36.97
13,Conv,7904,31616,0.03,1.19,115605504,115.61,3656.55,84.02
14,Conv,14962,59848,0.06,2.25,231211008,231.21,3863.30,88.77
15,Add,1600,6400,0.01,0.24,0,0,0,0
16,Conv,14962,59848,0.06,2.25,231211008,231.21,3863.30,88.77
17,Conv,14962,59848,0.06,2.25,231211008,231.21,3863.30,88.77
18,Add,1600,6400,0.01,0.24,0,0,0,0
19,Conv,14962,59848,0.06,2.25,231211008,231.21,3863.30,88.77
20,Conv,14962,59848,0.06,2.25,231211008,231.21,3863.30,88.77
21,Add,1600,6400,0.01,0.24,0,0,0,0
22,Conv,14962,59848,0.06,2.25,231211008,231.21,3863.30,88.77
23,Conv,14962,59848,0.06,2.25,231211008,231.21,3863.30,88.77
24,Add,1600,6400,0.01,0.24,0,0,0,0
25,Conv,1719,6876,0.01,0.26,12845056,12.85,1868.10,42.93
26,Conv,10091,40364,0.04,1.52,115605504,115.61,2864.07,65.81
27,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
28,Add,864,3456,0.00,0.13,0,0,0,0
29,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
30,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
31,Add,864,3456,0.00,0.13,0,0,0,0
32,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
33,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
34,Add,864,3456,0.00,0.13,0,0,0,0
35,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
36,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
37,Add,864,3456,0.00,0.13,0,0,0,0
38,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
39,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
40,Add,864,3456,0.00,0.13,0,0,0,0
41,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
42,Conv,19841,79364,0.08,2.98,231211008,231.21,2913.30,66.94
43,Add,864,3456,0.00,0.13,0,0,0,0
44,Conv,2330,9320,0.01,0.35,12845056,12.85,1378.22,31.67
45,Conv,13335,53340,0.05,2.00,115605504,115.61,2167.33,49.80
46,Conv,26346,105384,0.11,3.96,231211008,231.21,2193.99,50.41
47,Add,544,2176,0.00,0.08,0,0,0,0
48,Conv,26346,105384,0.11,3.96,231211008,231.21,2193.99,50.41
49,Conv,26346,105384,0.11,3.96,231211008,231.21,2193.99,50.41
50,Add,544,2176,0.00,0.08,0,0,0,0
51,Conv,26346,105384,0.11,3.96,231211008,231.21,2193.99,50.41
52,Conv,26346,105384,0.11,3.96,231211008,231.21,2193.99,50.41
53,Add,544,2176,0.00,0.08,0,0,0,0
54,AveragePool,12744,50976,0.05,1.91,0,0,0,0
55,Fc,8494,33976,0.03,1.28,1024000,1.02,30.14,94.18
