ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,54566,218264,0.22,1.83,236027904,236.03,1081.39,37.27
2,MaxPool,14284,57136,0.06,0.48,0,0,0,0
3,Conv,9147,36588,0.04,0.31,102760448,102.76,2808.58,96.80
4,Conv,2479,9916,0.01,0.08,25690112,25.69,2590.77,89.30
5,Conv,20309,81236,0.08,0.68,231211008,231.21,2846.16,98.10
6,Conv,9238,36952,0.04,0.31,102760448,102.76,2780.92,95.85
7,Add,12578,50312,0.05,0.42,0,0,0,0
8,Conv,9148,36592,0.04,0.31,102760448,102.76,2808.28,96.79
9,Conv,20309,81236,0.08,0.68,231211008,231.21,2846.16,98.10
10,Conv,9147,36588,0.04,0.31,102760448,102.76,2808.58,96.80
11,Add,12578,50312,0.05,0.42,0,0,0,0
12,Conv,9147,36588,0.04,0.31,102760448,102.76,2808.58,96.80
13,Conv,20310,81240,0.08,0.68,231211008,231.21,2846.02,98.09
14,Conv,9147,36588,0.04,0.31,102760448,102.76,2808.58,96.80
15,Add,12578,50312,0.05,0.42,0,0,0,0
16,Conv,19650,78600,0.08,0.66,205520896,205.52,2614.77,90.12
17,Conv,6956,27824,0.03,0.23,51380224,51.38,1846.62,63.65
18,Conv,22113,88452,0.09,0.74,231211008,231.21,2613.97,90.10
19,Conv,9663,38652,0.04,0.32,102760448,102.76,2658.61,91.63
20,Add,6306,25224,0.03,0.21,0,0,0,0
21,Conv,9950,39800,0.04,0.33,102760448,102.76,2581.92,88.99
22,Conv,22074,88296,0.09,0.74,231211008,231.21,2618.59,90.25
23,Conv,9950,39800,0.04,0.33,102760448,102.76,2581.92,88.99
24,Add,6306,25224,0.03,0.21,0,0,0,0
25,Conv,9917,39668,0.04,0.33,102760448,102.76,2590.51,89.29
26,Conv,22072,88288,0.09,0.74,231211008,231.21,2618.83,90.26
27,Conv,9915,39660,0.04,0.33,102760448,102.76,2591.03,89.30
28,Add,6306,25224,0.03,0.21,0,0,0,0
29,Conv,9946,39784,0.04,0.33,102760448,102.76,2582.96,89.03
30,Conv,22085,88340,0.09,0.74,231211008,231.21,2617.29,90.21
31,Conv,9915,39660,0.04,0.33,102760448,102.76,2591.03,89.30
32,Add,6306,25224,0.03,0.21,0,0,0,0
33,Conv,10010,40040,0.04,0.33,102760448,102.76,2566.44,88.46
34,Conv,22071,88284,0.09,0.74,231211008,231.21,2618.95,90.27
