round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,184143,50488,9159257,62709,78554,9535151
2,151190,136868,9086412,65655,78030,9518155
3,84318,80667,9101880,120175,160266,9547306
4,284164,111198,9096339,112723,131696,9736120
5,244290,149616,9098895,100742,142370,9735913
6,209912,65310,9051804,64379,98844,9490249
7,194590,109976,9154465,67061,71315,9597407
8,108970,79505,9064334,8873,33061,9294743
9,183946,55876,9047944,71905,77562,9437233
10,152355,102197,9113548,65316,85875,9519291
11,112294,81787,9105572,67083,78879,9445615
12,153988,109497,9029503,43973,61277,9398238
13,86247,52160,9094286,73562,80107,9386362
14,113891,107979,9115500,74380,91539,9503289
15,183880,113451,9061292,78043,92392,9529058
16,188551,119190,9114771,117417,163907,9703836
17,232399,150665,9084614,97157,134155,9698990
18,149335,102888,9093693,129766,167695,9643377
19,273315,113730,9027274,37803,63509,9515631
20,177447,109053,9057310,69384,49593,9462787
21,163697,104524,9036999,6613,18833,9330666
22,91381,51356,9120232,70067,79737,9412773
23,167043,105174,9130163,65835,81218,9549433
24,118358,82607,9027574,48710,61787,9339036
25,123551,81739,9082120,79942,98169,9465521
26,128647,88031,9034490,41759,70419,9363346
27,142994,83603,9089707,86058,119766,9522128
28,218861,104588,9099374,114482,107718,9645023
29,216247,108548,9091471,69396,115135,9600797
30,200807,112863,9102278,120697,159200,9695845
31,203035,110534,9052226,32273,90511,9488579
32,202547,104072,9094491,122787,164435,9688332
33,265220,158633,9071709,26634,65512,9587708
34,205963,102759,9102370,58169,58159,9527420
35,280609,189541,9083525,100368,145985,9800028
36,240353,139721,9027657,23414,66171,9497316
37,205506,106558,9102971,81341,143559,9639935
38,230278,118001,9060663,69487,127226,9605655
39,398756,149514,9120746,149784,166661,9985461
40,217340,169674,9081808,105400,142552,9716774
41,246056,142937,9092074,34280,82819,9598166
42,266119,114843,9083352,96399,131777,9692490
43,235699,155665,9086432,96968,137604,9712368
44,168429,65578,9104854,115136,152103,9606100
45,193228,138594,9085539,106659,146463,9670483
46,211292,142401,9104054,101984,144657,9704388
47,256921,157697,9094954,133337,166722,9809631
48,217107,152311,9090715,120419,143645,9724197
49,275637,161058,9096782,97280,133382,9764139
50,220286,109255,9087907,101794,138247,9657489
