round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,124531,30508,1297076,45476,52035,1549626
2,86572,31973,1296696,10431,51138,1476810
3,59515,31389,1266253,5802,11504,1374463
4,50979,31195,1267473,10049,54411,1414107
5,55405,31753,1267598,5783,14528,1375067
6,60835,31986,1268049,5979,15720,1382569
7,50890,31026,1267024,5971,12168,1367079
8,52752,31107,1266921,5834,11531,1368145
9,50932,31362,1267214,6227,14315,1370050
10,52195,30517,1266629,6025,11138,1366504
11,45704,30508,1265987,6358,9969,1358526
12,47348,30554,1265834,5881,10544,1360161
13,46756,31026,1266867,5875,10603,1361127
14,47747,30836,1265232,5931,10029,1359775
15,46527,30423,1265495,5772,9717,1357934
16,53759,30403,1266359,6611,11952,1369084
17,53545,31406,1267880,5997,13322,1372150
18,50933,31326,1266852,6056,13094,1368261
19,50608,30884,1266039,5867,11432,1364830
20,48974,30768,1266880,5925,11828,1364375
21,51918,30539,1265717,5982,10954,1365110
22,49597,30724,1265517,5793,9937,1361568
23,45396,30579,1265673,6161,9444,1357253
24,44648,30684,1265285,6269,11256,1358142
25,44802,30353,1265225,6119,9951,1356450
26,44525,30356,1265344,5893,9640,1355758
27,44881,30364,1265527,6106,10338,1357216
28,44600,30650,1266323,6077,12413,1360063
29,50230,30483,1266825,5756,11391,1364685
30,50268,30799,1267338,6161,14837,1369403
31,51095,31462,1266644,5742,11316,1366259
32,49594,30402,1266682,5843,13613,1366134
33,56058,30389,1265994,6845,11484,1370770
34,52767,30442,1265634,5909,10393,1365145
35,45467,30381,1265321,5963,10245,1357377
36,52089,30524,1265324,6424,9919,1364280
37,45278,30680,1265308,5835,10263,1357364
38,45505,30393,1265225,5792,9448,1356363
39,44382,30416,1265742,6212,10360,1357112
40,45071,30659,1266467,5894,11144,1359235
41,47057,30445,1267304,6232,12854,1363892
42,52748,31355,1268151,5864,12890,1371008
43,49461,30543,1267295,5816,11422,1364537
44,48815,30640,1269435,5823,14832,1369545
45,58332,30404,1265320,5920,10250,1370226
46,51189,30465,1265183,5871,9961,1362669
47,44753,30484,1265722,5945,10166,1357070
48,54561,30739,1265284,5892,9659,1366135
49,44556,30410,1265163,5894,9893,1355916
50,45054,30380,1265244,5804,10015,1356497
