ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,51756,207024,0.21,16.44,335329344,335.33,1619.76,27.91
2,MaxPool,20040,80160,0.08,6.36,0,0,0,0
3,Conv,3406,13624,0.01,1.08,8957952,8.96,657.51,11.33
4,Conv,3214,12856,0.01,1.02,5971968,5.97,464.53,8.01
5,Conv,4964,19856,0.02,1.58,53747712,53.75,2706.88,46.65
6,Remap,1496,5984,0.01,0.48,0,0,0,0
7,Conv,6523,26092,0.03,2.07,17915904,17.92,686.64,11.83
8,Conv,3214,12856,0.01,1.02,5971968,5.97,464.53,8.01
9,Conv,4964,19856,0.02,1.58,53747712,53.75,2706.88,46.65
10,Remap,1496,5984,0.01,0.48,0,0,0,0
11,Conv,6523,26092,0.03,2.07,35831808,35.83,1373.29,23.67
12,Conv,3214,12856,0.01,1.02,23887872,23.89,1858.11,32.02
13,Conv,9640,38560,0.04,3.06,214990848,214.99,5575.49,96.08
14,Remap,2960,11840,0.01,0.94,0,0,0,0
15,MaxPool,20904,83616,0.08,6.64,0,0,0,0
16,Conv,3542,14168,0.01,1.12,17915904,17.92,1264.53,21.79
17,Conv,1038,4152,0.00,0.33,5971968,5.97,1438.34,24.79
18,Conv,2728,10912,0.01,0.87,53747712,53.75,4925.56,84.88
19,Remap,768,3072,0.00,0.24,0,0,0,0
20,Conv,3541,14164,0.01,1.12,26873856,26.87,1897.34,32.70
21,Conv,1806,7224,0.01,0.57,13436928,13.44,1860.04,32.05
22,Conv,7607,30428,0.03,2.42,120932352,120.93,3974.38,68.49
23,Remap,1136,4544,0.00,0.36,0,0,0,0
24,Conv,5168,20672,0.02,1.64,40310784,40.31,1950.02,33.61
25,Conv,1806,7224,0.01,0.57,13436928,13.44,1860.04,32.05
26,Conv,7607,30428,0.03,2.42,120932352,120.93,3974.38,68.49
27,Remap,1136,4544,0.00,0.36,0,0,0,0
28,Conv,5168,20672,0.02,1.64,53747712,53.75,2600.02,44.81
29,Conv,1806,7224,0.01,0.57,23887872,23.89,3306.74,56.99
30,Conv,10047,40188,0.04,3.19,214990848,214.99,5349.63,92.19
31,Remap,1504,6016,0.01,0.48,0,0,0,0
32,MaxPool,10536,42144,0.04,3.35,0,0,0,0
33,Conv,1915,7660,0.01,0.61,16613376,16.61,2168.85,37.38
34,Conv,654,2616,0.00,0.21,5537792,5.54,2116.89,36.48
35,Conv,2728,10912,0.01,0.87,49840128,49.84,4567.46,78.71
36,Remap,384,1536,0.00,0.12,0,0,0,0
37,Conv,13300,53200,0.05,4.22,259584000,259.58,4879.40,84.09
38,AveragePool,84666,338664,0.34,26.89,0,0,0,0
