ins_idx,latency(cycles),latency(ns)
1,19408,77632
2,68979,275916
3,68979,275916
4,24364,97456
5,7855,31420
6,120718,482872
7,17452,69808
8,3055,12220
9,2984,11936
10,2985,11940
11,17452,69808
12,17569,70276
13,16861,67444
14,2984,11936
15,25182,100728
16,650,2600
17,342,1368
18,958,3832
19,3969,15876
20,3906,15624
21,3907,15628
22,23212,92848
23,17511,70044
24,16852,67408
25,3907,15628
26,25156,100624
27,650,2600
28,650,2600
29,650,2600
30,4368,17472
31,4368,17472
32,4368,17472
33,26092,104368
34,17511,70044
35,16865,67460
36,4368,17472
37,25151,100604
38,650,2600
39,650,2600
40,650,2600
41,55157,220628
42,4368,17472
43,6654,26616
44,16855,67420
45,6860,27440
46,718,2872
47,262,1048
48,8397,33588
49,6091,24364
50,6132,24528
51,17452,69808
52,6591,26364
53,6590,26360
54,8397,33588
55,9753,39012
56,6591,26364
57,7137,28548
58,9752,39008
59,490,1960
60,490,1960
61,490,1960
62,8398,33592
63,8397,33588
64,8398,33592
65,17452,69808
66,12125,48500
67,12124,48496
68,8398,33592
69,12124,48496
70,12125,48500
71,12124,48496
72,12124,48496
73,490,1960
74,490,1960
75,490,1960
76,8397,33588
77,8397,33588
78,8398,33592
79,17452,69808
80,12124,48496
81,12125,48500
82,8397,33588
83,12125,48500
84,12125,48500
85,12125,48500
86,12124,48496
87,490,1960
88,490,1960
89,490,1960
90,8397,33588
91,8397,33588
92,8397,33588
93,17452,69808
94,14496,57984
95,14496,57984
96,8397,33588
97,14496,57984
98,14497,57988
99,14496,57984
100,14496,57984
101,490,1960
102,490,1960
103,490,1960
104,8398,33592
105,8397,33588
106,3631,14524
107,6368,25472
108,14496,57984
109,14496,57984
110,3928,15712
111,418,1672
112,130,520
113,4784,19136
114,5687,22748
115,6591,26364
116,5932,23728
117,5145,20580
118,5145,20580
119,17342,69368
120,2976,11904
121,5145,20580
122,5145,20580
123,194,776
124,226,904
125,130,520
126,226,904
127,226,904
128,7494,29976
129,8940,35760
130,10385,41540
131,9388,37552
132,5145,20580
133,5145,20580
134,17342,69368
135,4603,18412
136,5145,20580
137,5145,20580
138,194,776
139,226,904
140,130,520
141,226,904
142,226,904
143,65708,262832
144,33542,134168
