OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,299,299,3,3,2,2,0,0,0,0,sta,19407
64,8,299,299,3,3,2,2,0,0,0,0,dyn,19407
64,32,149,149,3,3,1,1,0,0,0,0,sta,68979
64,32,149,149,3,3,1,1,0,0,0,0,dyn,69009
64,32,147,147,3,3,1,1,1,1,1,1,sta,68979
64,32,147,147,3,3,1,1,1,1,1,1,dyn,69010
128,64,73,73,1,1,1,1,0,0,0,0,sta,7855
128,64,73,73,1,1,1,1,0,0,0,0,dyn,7855
192,80,73,73,3,3,1,1,0,0,0,0,sta,120717
192,80,73,73,3,3,1,1,0,0,0,0,dyn,121335
64,192,35,35,1,1,1,1,0,0,0,0,sta,2976
64,192,35,35,1,1,1,1,0,0,0,0,dyn,2977
64,192,35,35,1,1,1,1,0,0,0,0,sta,2976
64,192,35,35,1,1,1,1,0,0,0,0,dyn,2980
64,192,35,35,1,1,1,1,0,0,0,0,sta,2976
64,192,35,35,1,1,1,1,0,0,0,0,dyn,2980
64,48,35,35,5,5,1,1,2,2,2,2,sta,17207
64,48,35,35,5,5,1,1,2,2,2,2,dyn,17507
128,64,35,35,3,3,1,1,1,1,1,1,sta,16529
128,64,35,35,3,3,1,1,1,1,1,1,dyn,16866
64,192,35,35,1,1,1,1,0,0,0,0,sta,2976
64,192,35,35,1,1,1,1,0,0,0,0,dyn,2979
128,96,35,35,3,3,1,1,1,1,1,1,sta,24661
128,96,35,35,3,3,1,1,1,1,1,1,dyn,25148
64,256,35,35,1,1,1,1,0,0,0,0,sta,3880
64,256,35,35,1,1,1,1,0,0,0,0,dyn,3950
64,256,35,35,1,1,1,1,0,0,0,0,sta,3880
64,256,35,35,1,1,1,1,0,0,0,0,dyn,3902
64,256,35,35,1,1,1,1,0,0,0,0,sta,3880
64,256,35,35,1,1,1,1,0,0,0,0,dyn,3902
64,48,35,35,5,5,1,1,2,2,2,2,sta,17207
64,48,35,35,5,5,1,1,2,2,2,2,dyn,17507
128,64,35,35,3,3,1,1,1,1,1,1,sta,16529
128,64,35,35,3,3,1,1,1,1,1,1,dyn,16847
64,256,35,35,1,1,1,1,0,0,0,0,sta,3880
64,256,35,35,1,1,1,1,0,0,0,0,dyn,3901
128,96,35,35,3,3,1,1,1,1,1,1,sta,24661
128,96,35,35,3,3,1,1,1,1,1,1,dyn,25148
64,288,35,35,1,1,1,1,0,0,0,0,sta,4331
64,288,35,35,1,1,1,1,0,0,0,0,dyn,4363
64,288,35,35,1,1,1,1,0,0,0,0,sta,4331
64,288,35,35,1,1,1,1,0,0,0,0,dyn,4362
64,288,35,35,1,1,1,1,0,0,0,0,sta,4332
64,288,35,35,1,1,1,1,0,0,0,0,dyn,4363
64,48,35,35,5,5,1,1,2,2,2,2,sta,17207
64,48,35,35,5,5,1,1,2,2,2,2,dyn,17543
128,64,35,35,3,3,1,1,1,1,1,1,sta,16529
128,64,35,35,3,3,1,1,1,1,1,1,dyn,16850
64,288,35,35,1,1,1,1,0,0,0,0,sta,4332
64,288,35,35,1,1,1,1,0,0,0,0,dyn,4363
128,96,35,35,3,3,1,1,1,1,1,1,sta,24661
128,96,35,35,3,3,1,1,1,1,1,1,dyn,25151
384,288,35,35,3,3,2,2,0,0,0,0,sta,55157
384,288,35,35,3,3,2,2,0,0,0,0,dyn,59959
64,288,35,35,1,1,1,1,0,0,0,0,sta,4331
64,288,35,35,1,1,1,1,0,0,0,0,dyn,4364
128,64,35,35,3,3,1,1,1,1,1,1,sta,16529
128,64,35,35,3,3,1,1,1,1,1,1,dyn,16815
128,96,35,35,3,3,2,2,0,0,0,0,sta,6366
128,96,35,35,3,3,2,2,0,0,0,0,dyn,6855
192,768,17,17,1,1,1,1,0,0,0,0,sta,8397
192,768,17,17,1,1,1,1,0,0,0,0,dyn,9122
128,768,17,17,1,1,1,1,0,0,0,0,sta,5687
128,768,17,17,1,1,1,1,0,0,0,0,dyn,6120
128,768,17,17,1,1,1,1,0,0,0,0,sta,5687
128,768,17,17,1,1,1,1,0,0,0,0,dyn,6121
128,128,17,17,1,7,1,1,3,3,0,0,sta,6590
128,128,17,17,1,7,1,1,3,3,0,0,dyn,7098
128,128,17,17,7,1,1,1,0,0,3,3,sta,6590
128,128,17,17,7,1,1,1,0,0,3,3,dyn,7066
192,768,17,17,1,1,1,1,0,0,0,0,sta,8397
192,768,17,17,1,1,1,1,0,0,0,0,dyn,9055
192,128,17,17,7,1,1,1,0,0,3,3,sta,9753
