ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,118101,472404,0.47,6.20,236027904,236.03,499.63,34.44
2,MaxPool,28356,113424,0.11,1.49,0,0,0,0
3,Conv,19482,77928,0.08,1.02,102760448,102.76,1318.66,90.90
4,Conv,5005,20020,0.02,0.26,25690112,25.69,1283.22,88.46
5,Conv,43600,174400,0.17,2.29,231211008,231.21,1325.75,91.39
6,Conv,19480,77920,0.08,1.02,102760448,102.76,1318.79,90.91
7,Add,12576,50304,0.05,0.66,0,0,0,0
8,Conv,19479,77916,0.08,1.02,102760448,102.76,1318.86,90.91
9,Conv,43602,174408,0.17,2.29,231211008,231.21,1325.69,91.38
10,Conv,19480,77920,0.08,1.02,102760448,102.76,1318.79,90.91
11,Add,12576,50304,0.05,0.66,0,0,0,0
12,Conv,19481,77924,0.08,1.02,102760448,102.76,1318.73,90.90
13,Conv,43627,174508,0.17,2.29,231211008,231.21,1324.93,91.33
14,Conv,19478,77912,0.08,1.02,102760448,102.76,1318.93,90.92
15,Add,12576,50304,0.05,0.66,0,0,0,0
16,Conv,39513,158052,0.16,2.07,205520896,205.52,1300.34,89.64
17,Conv,10118,40472,0.04,0.53,51380224,51.38,1269.53,87.51
18,Conv,44921,179684,0.18,2.36,231211008,231.21,1286.76,88.70
19,Conv,20049,80196,0.08,1.05,102760448,102.76,1281.37,88.33
20,Add,6304,25216,0.03,0.33,0,0,0,0
21,Conv,20092,80368,0.08,1.05,102760448,102.76,1278.62,88.14
22,Conv,44921,179684,0.18,2.36,231211008,231.21,1286.76,88.70
23,Conv,20053,80212,0.08,1.05,102760448,102.76,1281.11,88.31
24,Add,6304,25216,0.03,0.33,0,0,0,0
25,Conv,20090,80360,0.08,1.05,102760448,102.76,1278.75,88.15
26,Conv,44924,179696,0.18,2.36,231211008,231.21,1286.68,88.70
27,Conv,20082,80328,0.08,1.05,102760448,102.76,1279.26,88.18
28,Add,6304,25216,0.03,0.33,0,0,0,0
29,Conv,20123,80492,0.08,1.06,102760448,102.76,1276.65,88.00
30,Conv,44923,179692,0.18,2.36,231211008,231.21,1286.71,88.70
31,Conv,20048,80192,0.08,1.05,102760448,102.76,1281.43,88.33
32,Add,6304,25216,0.03,0.33,0,0,0,0
33,Conv,44274,177096,0.18,2.32,205520896,205.52,1160.51,80.00
34,Conv,11686,46744,0.05,0.61,51380224,51.38,1099.18,75.77
35,Conv,49663,198652,0.20,2.61,231211008,231.21,1163.90,80.23
36,Conv,22178,88712,0.09,1.16,102760448,102.76,1158.36,79.85
37,Add,3360,13440,0.01,0.18,0,0,0,0
38,Conv,22191,88764,0.09,1.16,102760448,102.76,1157.68,79.80
39,Conv,49664,198656,0.20,2.61,231211008,231.21,1163.88,80.23
40,Conv,22179,88716,0.09,1.16,102760448,102.76,1158.31,79.85
41,Add,3360,13440,0.01,0.18,0,0,0,0
42,Conv,22182,88728,0.09,1.16,102760448,102.76,1158.15,79.84
43,Conv,49664,198656,0.20,2.61,231211008,231.21,1163.88,80.23
44,Conv,22178,88712,0.09,1.16,102760448,102.76,1158.36,79.85
45,Add,3360,13440,0.01,0.18,0,0,0,0
46,Conv,22188,88752,0.09,1.16,102760448,102.76,1157.84,79.81
47,Conv,49667,198668,0.20,2.61,231211008,231.21,1163.81,80.23
48,Conv,23193,92772,0.09,1.22,102760448,102.76,1107.67,76.36
49,Add,3360,13440,0.01,0.18,0,0,0,0
50,Conv,23192,92768,0.09,1.22,102760448,102.76,1107.71,76.36
51,Conv,49667,198668,0.20,2.61,231211008,231.21,1163.81,80.23
52,Conv,23191,92764,0.09,1.22,102760448,102.76,1107.76,76.36
53,Add,3360,13440,0.01,0.18,0,0,0,0
54,Conv,23198,92792,0.09,1.22,102760448,102.76,1107.43,76.34
55,Conv,49666,198664,0.20,2.61,231211008,231.21,1163.83,80.23
56,Conv,23190,92760,0.09,1.22,102760448,102.76,1107.81,76.37
57,Add,3360,13440,0.01,0.18,0,0,0,0
58,Conv,50688,202752,0.20,2.66,205520896,205.52,1013.66,69.88
59,Conv,12992,51968,0.05,0.68,51380224,51.38,988.69,68.15
60,Conv,56731,226924,0.23,2.98,231211008,231.21,1018.89,70.24
61,Conv,25341,101364,0.10,1.33,102760448,102.76,1013.78,69.88
62,Add,2080,8320,0.01,0.11,0,0,0,0
63,Conv,25326,101304,0.10,1.33,102760448,102.76,1014.38,69.92
64,Conv,56738,226952,0.23,2.98,231211008,231.21,1018.77,70.23
65,Conv,25330,101320,0.10,1.33,102760448,102.76,1014.22,69.91
66,Add,2080,8320,0.01,0.11,0,0,0,0
67,Conv,25328,101312,0.10,1.33,102760448,102.76,1014.30,69.92
68,Conv,56729,226916,0.23,2.98,231211008,231.21,1018.93,70.24
69,Conv,25309,101236,0.10,1.33,102760448,102.76,1015.06,69.97
70,Add,2080,8320,0.01,0.11,0,0,0,0
71,AveragePool,50308,201232,0.20,2.64,0,0,0,0
72,Fc,33530,134120,0.13,1.76,4096000,4.10,30.54,95.44
