round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,122280,29546,7630711,3939,10494,7796970
2,45598,32003,7639420,3337,17343,7737701
3,55620,30472,7661703,5166,11788,7764749
4,51295,30007,7640746,3791,17952,7743791
5,55667,77723,7729354,6280,12910,7881934
6,81553,68577,7664991,3760,21458,7840339
7,62614,67005,7699111,9090,17245,7855065
8,74751,58043,7641976,6072,26212,7807054
9,73788,35569,7660745,4821,10272,7785195
10,70503,63281,7707709,9029,77318,7927840
11,100134,68863,7736563,5244,11447,7922251
12,79158,63704,7711987,8737,71456,7935042
13,76218,78702,7697640,7896,47078,7907534
14,103812,52091,7695317,7665,46746,7905631
15,107790,58395,7694436,9063,52892,7922576
16,121784,47571,7699696,8065,47527,7924643
17,107626,61810,7766112,2996,17571,7956115
18,76139,76777,7664279,5466,12405,7835066
19,66335,79590,7738838,3760,14474,7902997
20,76802,71563,7662032,5673,11432,7827502
21,81854,70655,7722067,3787,18287,7896650
22,82787,80755,7665913,6817,14130,7850402
23,83524,68124,7706960,4316,22160,7885084
24,83785,38541,7659508,4089,19700,7805623
25,96290,82706,7676111,5661,31924,7892692
26,103684,41588,7690982,7468,40050,7883772
27,102506,51443,7707633,7223,41686,7910491
28,137971,54749,7704133,8653,50798,7956304
29,104649,59126,7698687,8265,47976,7918703
30,108505,53452,7695793,8354,49624,7915728
31,105403,57924,7698022,8389,47627,7917365
32,107701,59323,7704826,10235,53739,7935824
33,110763,62320,7697161,8326,47390,7925960
34,104293,52088,7697957,8759,52614,7915711
35,109771,58778,7710153,7933,47895,7934530
36,102160,53196,7701721,9916,51888,7918881
37,133954,55428,7668476,9298,60688,7927844
38,107636,59682,7672463,10282,57887,7907950
39,116694,58505,7688437,9018,51553,7924207
40,113188,60733,7635089,3403,21438,7833851
41,91737,61948,7663574,3335,13850,7834444
42,84214,63307,7699134,8917,69805,7925377
43,85095,31115,7726069,5340,10727,7858346
44,84495,71245,7637077,3229,19288,7815334
45,54426,29979,7717720,3393,14594,7820112
46,85814,75959,7727493,3860,18723,7911849
47,98455,65603,7701965,8147,16026,7890196
48,88156,72280,7712158,4100,24115,7900809
49,99044,77657,7697961,4726,25893,7905281
50,112682,77174,7713300,7089,40730,7950975
