OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
128,8,224,224,3,3,2,2,0,0,0,0,sta,12627
128,8,224,224,3,3,2,2,0,0,0,0,dyn,12670
128,64,55,55,1,1,1,1,0,0,0,0,sta,3342
128,64,55,55,1,1,1,1,0,0,0,0,dyn,3371
128,64,55,55,1,1,1,1,0,0,0,0,sta,3342
128,64,55,55,1,1,1,1,0,0,0,0,dyn,3371
128,16,55,55,3,3,1,1,1,1,1,1,sta,5168
128,16,55,55,3,3,1,1,1,1,1,1,dyn,5300
128,192,55,55,1,1,1,1,0,0,0,0,sta,6794
128,192,55,55,1,1,1,1,0,0,0,0,dyn,6991
128,64,55,55,1,1,1,1,0,0,0,0,sta,3342
128,64,55,55,1,1,1,1,0,0,0,0,dyn,3372
128,16,55,55,3,3,1,1,1,1,1,1,sta,5167
128,16,55,55,3,3,1,1,1,1,1,1,dyn,5301
128,192,27,27,1,1,1,1,0,0,0,0,sta,1915
128,192,27,27,1,1,1,1,0,0,0,0,dyn,2110
128,64,27,27,1,1,1,1,0,0,0,0,sta,1038
128,64,27,27,1,1,1,1,0,0,0,0,dyn,1072
128,32,27,27,3,3,1,1,1,1,1,1,sta,2728
128,32,27,27,3,3,1,1,1,1,1,1,dyn,3049
128,384,27,27,1,1,1,1,0,0,0,0,sta,3542
128,384,27,27,1,1,1,1,0,0,0,0,dyn,3986
128,64,27,27,1,1,1,1,0,0,0,0,sta,1038
128,64,27,27,1,1,1,1,0,0,0,0,dyn,1067
128,32,27,27,3,3,1,1,1,1,1,1,sta,2728
128,32,27,27,3,3,1,1,1,1,1,1,dyn,3049
128,384,13,13,1,1,1,1,0,0,0,0,sta,1102
128,384,13,13,1,1,1,1,0,0,0,0,dyn,1547
256,64,13,13,1,1,1,1,0,0,0,0,sta,654
256,64,13,13,1,1,1,1,0,0,0,0,dyn,746
256,48,13,13,3,3,1,1,1,1,1,1,sta,2118
256,48,13,13,3,3,1,1,1,1,1,1,dyn,3247
128,576,13,13,1,1,1,1,0,0,0,0,sta,1508
128,576,13,13,1,1,1,1,0,0,0,0,dyn,2233
256,64,13,13,1,1,1,1,0,0,0,0,sta,654
256,64,13,13,1,1,1,1,0,0,0,0,dyn,748
256,48,13,13,3,3,1,1,1,1,1,1,sta,2118
256,48,13,13,3,3,1,1,1,1,1,1,dyn,3216
128,576,13,13,1,1,1,1,0,0,0,0,sta,1508
128,576,13,13,1,1,1,1,0,0,0,0,dyn,2257
256,64,13,13,1,1,1,1,0,0,0,0,sta,654
256,64,13,13,1,1,1,1,0,0,0,0,dyn,748
256,64,13,13,3,3,1,1,1,1,1,1,sta,2728
256,64,13,13,3,3,1,1,1,1,1,1,dyn,4199
128,768,13,13,1,1,1,1,0,0,0,0,sta,1915
128,768,13,13,1,1,1,1,0,0,0,0,dyn,2945
256,64,13,13,1,1,1,1,0,0,0,0,sta,654
256,64,13,13,1,1,1,1,0,0,0,0,dyn,748
256,64,13,13,3,3,1,1,1,1,1,1,sta,2728
256,64,13,13,3,3,1,1,1,1,1,1,dyn,4201
1024,768,13,13,1,1,1,1,0,0,0,0,sta,13299
1024,768,13,13,1,1,1,1,0,0,0,0,dyn,21401
