ins_idx,latency(cycles),latency(ns)
1,33080,132320
2,3630,14520
3,40925,163700
4,2766,11064
5,22221,88884
6,29540,118160
7,19782,79128
8,1324,5296
9,600690,2402760
10,267093,1068372
11,66873,267492
