ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
32,Remap,818,3272,0.00,0.07,0,0,0,0
33,Remap,426,1704,0.00,0.04,0,0,0,0
34,Remap,426,1704,0.00,0.04,0,0,0,0
35,Conv,9662,38648,0.04,0.87,102760448,102.76,2658.88,91.64
36,Conv,22073,88292,0.09,1.98,231211008,231.21,2618.71,90.26
37,Conv,2641,10564,0.01,0.24,25690112,25.69,2431.85,83.82
38,Conv,11163,44652,0.04,1.00,115605504,115.61,2589.03,89.24
39,Conv,1440,5760,0.01,0.13,12845056,12.85,2230.04,76.86
40,Conv,11164,44656,0.04,1.00,115605504,115.61,2588.80,89.23
41,Remap,818,3272,0.00,0.07,0,0,0,0
42,Remap,818,3272,0.00,0.07,0,0,0,0
43,Remap,426,1704,0.00,0.04,0,0,0,0
44,Conv,24498,97992,0.10,2.20,231211008,231.21,2359.49,81.32
45,Conv,40832,163328,0.16,3.66,292626432,292.63,1791.65,61.75
46,Conv,4703,18812,0.02,0.42,32514048,32.51,1728.37,59.57
47,Conv,24596,98384,0.10,2.21,146313216,146.31,1487.16,51.26
48,Conv,2462,9848,0.01,0.22,16257024,16.26,1650.79,56.90
49,Conv,24593,98372,0.10,2.21,146313216,146.31,1487.35,51.26
50,Remap,502,2008,0.00,0.05,0,0,0,0
51,Remap,294,1176,0.00,0.03,0,0,0,0
52,Conv,12463,49852,0.05,1.12,97542144,97.54,1956.63,67.44
53,Conv,40833,163332,0.16,3.66,292626432,292.63,1791.61,61.75
54,Conv,4740,18960,0.02,0.43,32514048,32.51,1714.88,59.11
55,Conv,24609,98436,0.10,2.21,146313216,146.31,1486.38,51.23
56,Conv,2462,9848,0.01,0.22,16257024,16.26,1650.79,56.90
57,Conv,24603,98412,0.10,2.21,146313216,146.31,1486.74,51.24
58,Remap,502,2008,0.00,0.05,0,0,0,0
59,Remap,294,1176,0.00,0.03,0,0,0,0
60,Remap,294,1176,0.00,0.03,0,0,0,0
61,Conv,18281,73124,0.07,1.64,130056192,130.06,1778.57,61.30
62,Conv,40865,163460,0.16,3.67,292626432,292.63,1790.20,61.70
63,Conv,4768,19072,0.02,0.43,32514048,32.51,1704.81,58.76
64,Conv,24601,98404,0.10,2.21,146313216,146.31,1486.86,51.25
65,Conv,2495,9980,0.01,0.22,16257024,16.26,1628.96,56.15
66,Conv,24595,98380,0.10,2.21,146313216,146.31,1487.23,51.26
67,Remap,502,2008,0.00,0.05,0,0,0,0
68,Remap,294,1176,0.00,0.03,0,0,0,0
69,Remap,294,1176,0.00,0.03,0,0,0,0
70,Conv,18271,73084,0.07,1.64,130056192,130.06,1779.54,61.34
71,Conv,40843,163372,0.16,3.67,292626432,292.63,1791.17,61.74
72,Conv,4751,19004,0.02,0.43,32514048,32.51,1710.91,58.97
73,Conv,24596,98384,0.10,2.21,146313216,146.31,1487.16,51.26
74,Conv,2471,9884,0.01,0.22,16257024,16.26,1644.78,56.69
75,Conv,24598,98392,0.10,2.21,146313216,146.31,1487.04,51.25
76,Remap,502,2008,0.00,0.05,0,0,0,0
77,Remap,502,2008,0.00,0.05,0,0,0,0
78,Remap,294,1176,0.00,0.03,0,0,0,0
79,Conv,25496,101984,0.10,2.29,187858944,187.86,1842.04,63.49
80,Conv,31980,127920,0.13,2.87,277385472,277.39,2168.43,74.74
81,Conv,111695,446780,0.45,10.02,682795008,682.80,1528.26,52.67
82,Conv,104352,417408,0.42,9.36,301989888,301.99,723.49,24.94
83,Conv,14722,58888,0.06,1.32,41943040,41.94,712.25,24.55
84,AveragePool,10412,41648,0.04,0.93,0,0,0,0
85,Fc,21038,84152,0.08,1.89,2560000,2.56,30.42,95.07
