OC,INC,INH_,INW_,KH,KW,strideH,strideW,padL,padR,padU,padD,mode,latency(cycles)
64,8,299,299,3,3,2,2,0,0,0,0,sta,19408
64,8,299,299,3,3,2,2,0,0,0,0,dyn,19407
64,32,149,149,3,3,1,1,0,0,0,0,sta,68979
64,32,149,149,3,3,1,1,0,0,0,0,dyn,69008
64,32,147,147,3,3,1,1,1,1,1,1,sta,68979
64,32,147,147,3,3,1,1,1,1,1,1,dyn,69069
128,64,147,147,3,3,2,2,0,0,0,0,sta,68572
128,64,147,147,3,3,2,2,0,0,0,0,dyn,68858
64,160,73,73,1,1,1,1,0,0,0,0,sta,9753
64,160,73,73,1,1,1,1,0,0,0,0,dyn,9752
64,160,73,73,1,1,1,1,0,0,0,0,sta,9753
64,160,73,73,1,1,1,1,0,0,0,0,dyn,9753
128,64,73,73,3,3,1,1,0,0,0,0,sta,64506
128,64,73,73,3,3,1,1,0,0,0,0,dyn,64827
64,64,73,73,1,7,1,1,3,3,0,0,sta,26830
64,64,73,73,1,7,1,1,3,3,0,0,dyn,26908
64,64,73,73,7,1,1,1,0,0,3,3,sta,26829
64,64,73,73,7,1,1,1,0,0,3,3,dyn,26908
128,64,73,73,3,3,1,1,0,0,0,0,sta,64506
128,64,73,73,3,3,1,1,0,0,0,0,dyn,64849
192,192,71,71,3,3,2,2,0,0,0,0,sta,73452
192,192,71,71,3,3,2,2,0,0,0,0,dyn,75074
128,384,35,35,1,1,1,1,0,0,0,0,sta,11108
128,384,35,35,1,1,1,1,0,0,0,0,dyn,11281
64,384,35,35,1,1,1,1,0,0,0,0,sta,5687
64,384,35,35,1,1,1,1,0,0,0,0,dyn,5745
64,384,35,35,1,1,1,1,0,0,0,0,sta,5687
64,384,35,35,1,1,1,1,0,0,0,0,dyn,5745
128,64,35,35,3,3,1,1,1,1,1,1,sta,16529
128,64,35,35,3,3,1,1,1,1,1,1,dyn,16850
128,64,35,35,3,3,1,1,1,1,1,1,sta,16529
128,64,35,35,3,3,1,1,1,1,1,1,dyn,16854
128,384,35,35,1,1,1,1,0,0,0,0,sta,11108
128,384,35,35,1,1,1,1,0,0,0,0,dyn,11281
128,96,35,35,3,3,1,1,1,1,1,1,sta,24661
128,96,35,35,3,3,1,1,1,1,1,1,dyn,25152
128,384,35,35,1,1,1,1,0,0,0,0,sta,11108
128,384,35,35,1,1,1,1,0,0,0,0,dyn,11281
64,384,35,35,1,1,1,1,0,0,0,0,sta,5687
64,384,35,35,1,1,1,1,0,0,0,0,dyn,5747
64,384,35,35,1,1,1,1,0,0,0,0,sta,5687
64,384,35,35,1,1,1,1,0,0,0,0,dyn,5801
128,64,35,35,3,3,1,1,1,1,1,1,sta,16529
128,64,35,35,3,3,1,1,1,1,1,1,dyn,16851
128,64,35,35,3,3,1,1,1,1,1,1,sta,16529
128,64,35,35,3,3,1,1,1,1,1,1,dyn,16815
128,384,35,35,1,1,1,1,0,0,0,0,sta,11108
128,384,35,35,1,1,1,1,0,0,0,0,dyn,11360
