round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,189995,51409,12692745,64953,77278,13076380
2,81191,52234,12627569,64485,74594,12900073
3,111606,84147,12615242,37478,56192,12904665
4,115352,80973,12616791,54969,56704,12924789
5,234318,118316,12558745,5223,15068,12931670
6,102030,51880,12648018,3024,16658,12821610
7,111603,81215,12590746,3497,18691,12805752
8,102914,83017,12594547,4011,20885,12805374
9,122616,85654,12584535,3602,20949,12817356
10,124098,83085,12618224,6912,35544,12867863
11,150515,105907,12622754,9233,55258,12943667
12,204277,124288,12615928,8669,48476,13001638
13,209810,118948,12635290,8438,51453,13023939
14,209930,137881,12641638,9166,52608,13051223
15,154769,74157,12620860,9133,54909,12913828
16,238694,128292,12624298,7968,49555,13048807
17,151915,111815,12618332,8323,52079,12942464
18,214783,120975,12593954,8523,52634,12990869
19,213935,127617,12619936,8500,53874,13023862
20,210489,134096,12622990,8760,54538,13030873
21,210897,117695,12623917,23139,43444,13019092
22,190782,112400,12628377,8893,52432,12992884
23,200611,128084,12642009,9147,55997,13035848
24,175976,72093,12628165,9356,60492,12946082
25,213996,115877,12622372,8165,49165,13009575
26,201737,137463,12630938,8987,51348,13030473
27,201989,118060,12625924,8692,50882,13005547
28,236595,61578,12624297,8907,52127,12983504
29,200907,108737,12620178,8644,53938,12992404
30,198574,113358,12634569,8863,50589,13005953
31,218607,111077,12642978,8062,51517,13032241
32,188551,62927,12634700,9448,53631,12949257
33,179010,79976,12615949,8914,54357,12938206
34,215720,121912,12621111,8930,52385,13020058
35,194248,107403,12637552,7991,51940,12999134
36,195197,117533,12626693,8300,53426,13001149
37,200770,113882,12618467,8823,52298,12994240
38,196845,106499,12592572,5608,33532,12935056
39,138872,94448,12598881,4959,28799,12865959
40,112414,52878,12571749,6139,29688,12772868
41,110895,60483,12594952,5044,26248,12797622
42,133037,85532,12620008,5161,29719,12873457
43,143790,98023,12621729,9010,55223,12927775
44,205088,124802,12596666,11364,60171,12998091
45,193072,76904,12625371,8916,51207,12955470
46,198532,79006,12627906,9307,52127,12966878
47,203420,118502,12620549,9417,55398,13007286
48,213953,132029,12595643,11257,64556,13017438
49,177233,76722,12619061,8355,52192,12933563
50,216097,121752,12598937,10768,62884,13010438
