ins_idx,ins_type,latency(cycles),latency(ns),latency(ms),latency_contrib(%),operations(OP),operations(MOP),throughput(GOP/s),efficiency(%)
1,Conv,54523,218092,0.22,17.08,236027904,236.03,1082.24,18.65
2,MaxPool,14278,57112,0.06,4.47,0,0,0,0
3,Conv,20212,80848,0.08,6.33,231211008,231.21,2859.82,49.28
4,Conv,20211,80844,0.08,6.33,231211008,231.21,2859.96,49.29
5,Add,3168,12672,0.01,0.99,0,0,0,0
6,Conv,20211,80844,0.08,6.33,231211008,231.21,2859.96,49.29
7,Conv,20211,80844,0.08,6.33,231211008,231.21,2859.96,49.29
8,Add,3168,12672,0.01,0.99,0,0,0,0
9,Conv,1892,7568,0.01,0.59,12845056,12.85,1697.29,29.25
10,Conv,5574,22296,0.02,1.75,115605504,115.61,5185.03,89.36
11,Conv,10860,43440,0.04,3.40,231211008,231.21,5322.54,91.73
12,Add,1600,6400,0.01,0.50,0,0,0,0
13,Conv,10860,43440,0.04,3.40,231211008,231.21,5322.54,91.73
14,Conv,10860,43440,0.04,3.40,231211008,231.21,5322.54,91.73
15,Add,1600,6400,0.01,0.50,0,0,0,0
16,Conv,1322,5288,0.01,0.41,12845056,12.85,2429.10,41.86
17,Conv,6795,27180,0.03,2.13,115605504,115.61,4253.33,73.30
18,Conv,13300,53200,0.05,4.17,231211008,231.21,4346.07,74.90
19,Add,864,3456,0.00,0.27,0,0,0,0
20,Conv,13300,53200,0.05,4.17,231211008,231.21,4346.07,74.90
21,Conv,13299,53196,0.05,4.17,231211008,231.21,4346.40,74.90
22,Add,864,3456,0.00,0.27,0,0,0,0
23,Conv,1208,4832,0.00,0.38,12845056,12.85,2658.33,45.81
24,Conv,6794,27176,0.03,2.13,115605504,115.61,4253.96,73.31
25,Conv,13299,53196,0.05,4.17,231211008,231.21,4346.40,74.90
26,Add,544,2176,0.00,0.17,0,0,0,0
27,Conv,13299,53196,0.05,4.17,231211008,231.21,4346.40,74.90
28,Conv,13300,53200,0.05,4.17,231211008,231.21,4346.07,74.90
29,Add,544,2176,0.00,0.17,0,0,0,0
30,AveragePool,12710,50840,0.05,3.98,0,0,0,0
31,Fc,8507,34028,0.03,2.67,1024000,1.02,30.09,94.04
