round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,117151,30454,3415864,17463,36921,3617853
2,84063,30511,3402589,4787,9186,3531136
3,44772,30802,3402623,4777,28281,3511255
4,46523,30792,3406012,4664,11609,3499600
5,52399,38357,3403297,4757,12173,3510983
6,53847,30659,3402957,4710,9581,3501754
7,45507,30320,3403219,4817,9108,3492971
8,60778,36904,3405194,4921,10543,3518340
9,50808,30512,3424715,17799,39781,3563615
10,56505,30530,3415771,17397,34816,3555019
11,81140,30280,3401823,4781,9139,3527163
12,44492,30334,3405602,4886,13001,3498315
13,51862,31220,3405230,5197,13700,3507209
14,58698,30726,3402140,4883,9961,3506408
15,53404,30346,3402469,4846,8718,3499783
16,44656,30236,3402812,4951,10096,3492751
17,48865,30352,3424985,18963,42120,3565285
18,52378,30281,3406250,5015,13038,3506962
19,62222,31754,3402259,4743,9534,3510512
20,45610,30453,3402646,5150,8894,3492753
21,44715,30425,3403493,4855,9515,3493003
22,46616,30322,3406800,4928,13813,3502479
23,49515,30260,3403089,4888,10726,3498478
24,48030,30211,3402265,5438,9530,3495474
25,45100,30340,3419462,25532,35634,3556068
26,66873,30272,3405430,5355,14482,3522412
27,50005,30370,3422232,18591,40700,3561898
28,73684,30724,3417510,15329,35484,3572731
29,77189,30304,3402553,4917,9144,3524107
30,45695,30344,3402467,5211,9425,3493142
31,46696,30811,3407319,4951,13902,3503679
32,56530,30406,3403685,4793,11839,3507253
33,52758,30425,3403055,4815,10054,3501107
34,46076,30320,3402700,4780,9615,3493491
35,44533,30386,3404018,4820,10358,3494115
36,57818,30755,3423925,22679,42156,3577333
37,50102,30645,3422815,19985,60234,3583781
38,48795,30342,3402110,4835,8893,3494975
39,44433,30462,3405782,4420,19260,3504357
40,46363,29727,3436637,5831,14317,3532875
41,48865,31344,3406469,5244,15453,3507375
42,55777,30693,3418803,17187,41510,3563970
43,70891,30936,3421674,18340,38236,3580077
44,68956,70518,3402119,11042,14114,3566749
45,96692,32641,3406904,5806,14667,3556710
46,54584,30673,3420567,20074,37266,3563164
47,75284,30618,3402193,5052,9180,3522327
48,46138,30608,3402396,4875,8951,3492968
49,45164,34054,3404131,5306,11090,3499745
50,52915,30860,3409272,6283,14627,3513957
