round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,93601,30934,2219260,4688,10999,2359482
2,48901,30916,2222487,5054,14620,2321978
3,69070,50857,2221159,5178,11215,2357479
4,57412,49626,2219362,4916,9994,2341310
5,48567,32168,2218208,4957,8286,2312186
6,62075,30390,2218751,4821,8620,2324657
7,45148,47056,2220581,4984,9539,2327308
8,47088,50960,2236382,18855,37041,2390326
9,66764,49835,2225677,5150,13886,2361312
10,60776,30281,2238876,17805,37421,2385159
11,87641,30402,2219575,4921,9508,2352047
12,48348,51660,2219422,5051,10034,2334515
13,76630,30490,2219875,4986,9451,2341432
14,45149,50541,2219935,5098,9631,2330354
15,46293,52009,2219265,4834,8921,2331322
16,45177,47436,2219348,5166,9464,2326591
17,45827,49197,2235230,19476,34006,2383736
18,76711,45356,2219455,5134,9354,2356010
19,54246,59838,2222808,5180,14461,2356533
20,52655,32164,2219850,5018,10868,2320555
21,52187,31464,2219179,5128,10180,2318138
22,49639,31362,2235544,25319,35189,2377053
23,69007,31925,2218773,4834,9784,2334323
24,45185,31760,2218656,4797,9021,2309419
25,45054,31670,2219434,4825,9596,2310579
26,45551,31439,2219004,4823,9419,2310236
27,45104,31587,2236218,5138,13724,2331771
28,72981,31609,2223901,5431,14398,2348320
29,104723,30449,2219471,5477,10182,2370302
30,84362,30403,2219872,4876,9229,2348742
31,78615,30724,2218864,5306,9371,2342880
32,72507,30832,2218992,4985,9150,2336466
33,45105,30405,2219251,5258,9359,2309378
34,53734,30418,2220334,5074,9380,2318940
35,48706,30643,2222036,5305,12177,2318867
36,52447,31907,2220676,3889,10320,2319239
37,55871,29755,2218466,5023,7789,2316904
38,45159,29499,2219149,3575,7531,2304913
39,45211,29739,2229536,6557,28439,2339482
40,74289,29469,2217891,5507,7328,2334484
41,44318,30061,2230674,6625,27676,2339354
42,85267,32130,2222303,4819,13952,2358471
43,50206,31394,2219797,5166,10787,2317350
44,53281,31687,2218918,4940,9643,2318469
45,45279,31409,2218964,4925,9485,2310062
46,45096,31464,2219786,4889,9208,2310443
47,45937,31392,2232072,18804,48027,2376232
48,46602,31558,2218697,4925,9390,2311172
49,57370,31292,2220781,3866,12401,2325710
50,52677,29693,2233741,6353,30807,2353271
