round_idx,t1(ns),t2(ns),t3(ns),t4(ns),t5(ns),total(ns)
1,97812,31858,8390937,63384,86724,8670715
2,123996,92742,8281843,68109,74461,8641151
3,79973,59999,8351321,70940,82742,8644975
4,87395,62177,8339170,41524,58443,8588709
5,52630,32068,8331650,45010,58217,8519575
6,94630,34595,8290030,72809,159035,8651099
7,88563,84932,8410088,64383,79420,8727386
8,116500,59544,8273749,59367,78384,8587544
9,78264,60076,8356274,65865,46495,8606974
10,87160,59869,8280820,62670,100521,8591040
11,57136,32576,8342513,66586,85109,8583920
12,92603,31853,8255455,7739,30076,8417726
13,86618,85334,8268684,73408,89154,8603198
14,134164,58341,8261196,11743,33029,8498473
15,104281,96325,8324120,109559,136203,8770488
16,220714,67998,8325547,138678,72156,8825093
17,195610,125194,8333251,116832,154497,8925384
18,103393,45349,8295821,8320,48523,8501406
19,112457,57833,8285111,9120,55860,8520381
20,115480,59202,8284063,7986,48566,8515297
21,164411,62810,8291331,9287,54735,8582574
22,124644,60255,8279359,8230,47414,8519902
23,107716,56696,8286645,9234,56360,8516651
24,117124,58782,8308029,25509,52854,8562298
25,96310,44312,8296889,27404,154106,8619021
26,206971,132421,8319065,103985,133988,8896430
27,182796,116763,8321383,98106,133231,8852279
28,193192,89770,8315612,90328,114395,8803297
29,153201,111604,8327080,76542,35212,8703639
30,67666,36814,8244296,15854,40862,8405492
31,106699,83460,8240823,6019,33415,8470416
32,73275,35201,8264761,5566,32288,8411091
33,115171,77644,8235634,5684,33953,8468086
34,123092,92159,8319942,83775,100065,8719033
35,133465,102259,8269298,17987,47808,8570817
36,123768,41573,8333188,98656,131658,8728843
37,256228,44319,8327888,114677,145826,8888938
38,189688,123074,8326176,100397,106445,8845780
39,174499,120489,8348624,69025,70021,8782658
40,167139,120329,8329254,92084,130778,8839584
41,202128,153416,8282898,24396,48257,8711095
42,102880,59023,8315932,117990,154761,8750586
43,192693,124642,8325877,25023,69982,8738217
44,151245,58634,8338663,145138,137330,8831010
45,202397,106720,8292499,25366,67181,8694163
46,157605,59401,8319124,94583,95805,8726518
47,103193,46174,8332605,128258,134033,8744263
48,162844,58071,8320951,27309,109552,8678727
49,182782,56634,8333203,116985,124484,8814088
50,189148,83711,8306317,74101,120532,8773809
